epoch,batch,loss_prom,loss_ss,loss_polya
0,1,0.5285955667495728,0.7715401649475098,0.8458384275436401
0,2,0.4600239396095276,0.8272489309310913,0.8095479607582092
0,1,0.6331701278686523,0.5803212523460388,0.6725065112113953
0,1,0.44925031065940857,0.4943450093269348,0.5518130660057068
0,1,0.4237803816795349,0.4301159381866455,0.4428527057170868
0,1,0.36303409934043884,0.3610018193721771,1.0330259799957275
0,1,0.3366546034812927,0.5199835300445557,0.6007409691810608
0,1,0.25374114513397217,0.2347377985715866,0.45752227306365967
0,1,0.2726362943649292,0.2210906594991684,0.3596915900707245
0,1,0.23044031858444214,0.18073126673698425,0.3503779172897339
0,1,0.20950980484485626,0.15887944400310516,0.31502076983451843
0,1,0.18986879289150238,0.14639104902744293,0.3100402355194092
0,1,0.1813511699438095,0.13477589190006256,0.3122085928916931
0,1,0.15436437726020813,0.12174743413925171,1.6945796012878418
0,1,0.12026417255401611,0.17783664166927338,0.31320106983184814
0,1,0.14192266762256622,0.11880791932344437,1.4824572801589966
0,1,0.09524257481098175,0.06743306666612625,0.18743538856506348
0,1,2.2119860649108887,0.1641688495874405,0.42750197649002075
0,1,2.2645318508148193,0.13432084023952484,0.291447252035141
0,1,0.08935534209012985,0.06304100155830383,0.21775059401988983
0,1,0.09092409908771515,0.05787358433008194,0.2311098277568817
0,1,0.09566657245159149,0.042705368250608444,1.660315752029419
0,1,0.2929467260837555,0.15056447684764862,1.1153922080993652
0,1,0.08197405189275742,0.03637291118502617,0.21944963932037354
0,1,0.12564612925052643,0.041697848588228226,1.2358968257904053
0,1,0.278904527425766,0.1622733175754547,1.0006250143051147
0,1,0.08839834481477737,0.023585481569170952,0.2878936231136322
0,1,0.09334402531385422,0.03359263390302658,0.25192201137542725
0,1,0.06962472200393677,0.024552203714847565,0.2636294364929199
0,1,0.10289676487445831,0.030175695195794106,0.24798519909381866
0,1,0.16364510357379913,0.1055528074502945,1.0211737155914307
0,1,1.890752911567688,0.03673689439892769,0.2459237277507782
0,1,0.19733430445194244,0.07335003465414047,0.8369446992874146
0,1,0.07724957168102264,0.01819971203804016,0.22050899267196655
0,1,0.07009784132242203,0.015151881612837315,1.4403750896453857
0,1,0.08636254072189331,0.013479174114763737,0.20555081963539124
0,1,0.06538501381874084,0.015223737806081772,0.2460123747587204
0,1,0.054372236132621765,0.012833504937589169,0.2728773057460785
0,1,0.07649771124124527,0.011335965245962143,0.25156575441360474
0,1,0.2742161154747009,0.04693099856376648,1.145622968673706
0,1,0.12529271841049194,0.03470230847597122,0.7568346261978149
0,1,0.09171555191278458,0.027499310672283173,0.7888412475585938
0,1,0.09738975763320923,0.014673410914838314,0.982559084892273
0,1,0.0957212820649147,0.01297189760953188,0.3555032014846802
0,1,0.07036098092794418,0.01619657874107361,0.4267024099826813
0,1,0.1903247833251953,0.03955669701099396,0.6176009178161621
0,1,0.13061103224754333,0.05486571788787842,0.5124008655548096
0,1,0.0780303031206131,0.01952768862247467,0.8056426048278809
0,1,0.0987812876701355,0.019563928246498108,0.9370474815368652
0,1,0.041957709938287735,0.008478361181914806,0.544159471988678
0,1,1.126503586769104,0.07280740141868591,0.8768038749694824
0,1,0.03896629437804222,0.008427887223660946,0.49935102462768555
0,1,0.11693019419908524,0.04853713512420654,0.44214922189712524
0,1,0.14134128391742706,0.08815518766641617,0.3339293301105499
0,1,0.06347808986902237,0.009922466240823269,0.7009549736976624
0,1,0.0437561459839344,0.010022198781371117,0.7932531833648682
0,1,0.035665594041347504,0.007900063879787922,0.8997378945350647
0,1,0.049705907702445984,0.00855566281825304,0.9757250547409058
0,1,0.30369070172309875,0.03079419955611229,0.7826977968215942
0,1,0.14928068220615387,0.08574913442134857,0.31288307905197144
0,1,0.10861575603485107,0.04868282377719879,0.2655634582042694
0,1,0.023873141035437584,0.008438880555331707,0.7298116683959961
0,1,0.029222732409834862,0.0077416859567165375,0.5692806839942932
0,1,0.216783344745636,0.1004931852221489,0.5274490118026733
0,1,0.020513053983449936,0.007901128381490707,0.7230557799339294
