validation_step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX,Eii,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MAX
1569,72383.5,72380,72387,0.955223881,0.955223881,0.955223881,0.780487805,0.780487805,0.780487805,0,0,0,0.927536232,0.927536232,0.927536232,0.8,0.8,0.8,0,0,0,0.970786984,0.970786984,0.970786984,0.770157819,0.770157819,0.770157819
1570,72391.5,72388,72395,0.888888889,0.888888889,0.888888889,0.76056338,0.76056338,0.76056338,0,0,0,0.864864865,0.864864865,0.864864865,0.76056338,0.76056338,0.76056338,0,0,0,0.984637845,0.984637845,0.984637845,0.813648294,0.813648294,0.813648294
1571,72399.5,72396,72403,0.631578947,0.631578947,0.631578947,0.842105263,0.842105263,0.842105263,0,0,0,0.580645161,0.580645161,0.580645161,0.820512821,0.820512821,0.820512821,0,0,0,0.977022202,0.977022202,0.977022202,0.920187793,0.920187793,0.920187793
1572,72407.5,72404,72411,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,0.993823032,0.993823032,0.993823032,0.978307714,0.978307714,0.978307714
1573,72415.5,72412,72419,0.984615385,0.984615385,0.984615385,0.927536232,0.927536232,0.927536232,0,0,0,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.995239032,0.995239032,0.995239032,0.984473836,0.984473836,0.984473836
1574,72423.5,72420,72427,0.876712329,0.876712329,0.876712329,0.411764706,0.411764706,0.411764706,0,0,0,1,1,1,0.466666667,0.466666667,0.466666667,0,0,0,0.991692142,0.991692142,0.991692142,0.946914113,0.946914113,0.946914113
1575,72431.5,72428,72435,0.090909091,0.090909091,0.090909091,0.909090909,0.909090909,0.909090909,0,0,0,0.121212121,0.121212121,0.121212121,0.869565217,0.869565217,0.869565217,0,0,0,0.989557434,0.989557434,0.989557434,0.945250351,0.945250351,0.945250351
1576,72439.5,72436,72443,0,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0.977571144,0.977571144,0.977571144,0.95934832,0.95934832,0.95934832
1577,72447.5,72444,72451,0,0,0,0.659793814,0.659793814,0.659793814,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0.909575143,0.909575143,0.909575143,0.965681055,0.965681055,0.965681055
1578,72455.5,72452,72459,0.844444444,0.844444444,0.844444444,0.233333333,0.233333333,0.233333333,0,0,0,0.692307692,0.692307692,0.692307692,0.237288136,0.237288136,0.237288136,0,0,0,0.650278763,0.650278763,0.650278763,0.947889599,0.947889599,0.947889599
1579,72463.5,72460,72467,0.585365854,0.585365854,0.585365854,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.95406247,0.95406247,0.95406247
1580,72471.5,72468,72475,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.95051174,0.95051174,0.95051174,0.980997723,0.980997723,0.980997723
1581,72479.5,72476,72483,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.989703915,0.989703915,0.989703915,0.988511749,0.988511749,0.988511749
1582,72487.5,72484,72491,0.897959184,0.897959184,0.897959184,0.769230769,0.769230769,0.769230769,0,0,0,0.897959184,0.897959184,0.897959184,0.714285714,0.714285714,0.714285714,0,0,0,0.982459901,0.982459901,0.982459901,0.891657397,0.891657397,0.891657397
1583,72495.5,72492,72499,0.842105263,0.842105263,0.842105263,0.864864865,0.864864865,0.864864865,0,0,0,0.680851064,0.680851064,0.680851064,0.842105263,0.842105263,0.842105263,0,0,0,0.965491924,0.965491924,0.965491924,0.892635315,0.892635315,0.892635315
1584,72503.5,72500,72507,1,1,1,0.752941176,0.752941176,0.752941176,0,0,0,0.955223881,0.955223881,0.955223881,0.719101124,0.719101124,0.719101124,0,0,0,0.9276229,0.9276229,0.9276229,0.833524445,0.833524445,0.833524445
1585,72511.5,72508,72515,0.653061224,0.653061224,0.653061224,0.673684211,0.673684211,0.673684211,0,0,0,0.64,0.64,0.64,0.735632184,0.735632184,0.735632184,0,0,0,0.900730322,0.900730322,0.900730322,0.793808295,0.793808295,0.793808295
1586,72519.5,72516,72523,0.666666667,0.666666667,0.666666667,0.514285714,0.514285714,0.514285714,0,0,0,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0,0,0,0.990360613,0.990360613,0.990360613,0.970996217,0.970996217,0.970996217
1587,72527.5,72524,72531,0.642857143,0.642857143,0.642857143,0.637681159,0.637681159,0.637681159,0,0,0,0.6,0.6,0.6,0.647887324,0.647887324,0.647887324,0,0,0,0.991470578,0.991470578,0.991470578,0.91648637,0.91648637,0.91648637
1588,72535.5,72532,72539,0,0,0,0.703296703,0.703296703,0.703296703,0,0,0,0,0,0,0.673684211,0.673684211,0.673684211,0,0,0,0.98885132,0.98885132,0.98885132,0.971047619,0.971047619,0.971047619
1589,72543.5,72540,72547,0,0,0,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0.980980013,0.980980013,0.980980013,0.988103569,0.988103569,0.988103569
1590,72551.5,72548,72555,0,0,0,0.823529412,0.823529412,0.823529412,0,0,0,0,0,0,0.976744186,0.976744186,0.976744186,0,0,0,0.682587929,0.682587929,0.682587929,0.972865388,0.972865388,0.972865388
1591,72559.5,72556,72563,0,0,0,0,0,0,0,0,0,0.019981835,0.019981835,0.019981835,0,0,0,0,0,0,0.572189998,0.572189998,0.572189998,0.947390344,0.947390344,0.947390344
1592,72567.5,72564,72571,0,0,0,0,0,0,0,0,0,0.037847428,0.037847428,0.037847428,0,0,0,0,0,0,0.92786012,0.92786012,0.92786012,0.962603776,0.962603776,0.962603776
1593,72575.5,72572,72579,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.987408072,0.987408072,0.987408072,0.927821229,0.927821229,0.927821229
1594,72583.5,72580,72587,0,0,0,0.673684211,0.673684211,0.673684211,0,0,0,0,0,0,0.615384615,0.615384615,0.615384615,0,0,0,0.977643374,0.977643374,0.977643374,0.85763515,0.85763515,0.85763515
1595,72591.5,72588,72595,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0.984123657,0.984123657,0.984123657,0.969373968,0.969373968,0.969373968
1596,72599.5,72596,72603,0,0,0,0.659793814,0.659793814,0.659793814,0,0,0,0,0,0,0.64,0.64,0.64,0,0,0,0.981765557,0.981765557,0.981765557,0.987672226,0.987672226,0.987672226
1597,72607.5,72604,72611,0.652173913,0.652173913,0.652173913,0.523076923,0.523076923,0.523076923,0,0,0,0.555555556,0.555555556,0.555555556,0.5,0.5,0.5,0,0,0,0.950413223,0.950413223,0.950413223,0.9656616,0.9656616,0.9656616
1598,72615.5,72612,72619,0.649350649,0.649350649,0.649350649,0.244897959,0.244897959,0.244897959,0,0,0,0.649350649,0.649350649,0.649350649,0.341463415,0.341463415,0.341463415,0,0,0,0.990330684,0.990330684,0.990330684,0.915142429,0.915142429,0.915142429
1599,72623.5,72620,72627,0.977777778,0.977777778,0.977777778,0.853333333,0.853333333,0.853333333,0,0,0,0.862745098,0.862745098,0.862745098,0.914285714,0.914285714,0.914285714,0,0,0,0.997530326,0.997530326,0.997530326,0.984172662,0.984172662,0.984172662
1600,72631.5,72628,72635,0.96969697,0.96969697,0.96969697,0.864864865,0.864864865,0.864864865,0,0,0,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0,0,0,0.996424754,0.996424754,0.996424754,0.981081598,0.981081598,0.981081598
1601,72639.5,72636,72643,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.955223881,0.955223881,0.955223881,0.96969697,0.96969697,0.96969697,0,0,0,0.99801105,0.99801105,0.99801105,0.988316414,0.988316414,0.988316414
1602,72647.5,72644,72651,0.727272727,0.727272727,0.727272727,0.829268293,0.829268293,0.829268293,0,0,0,0.75,0.75,0.75,0.80952381,0.80952381,0.80952381,0,0,0,0.997950613,0.997950613,0.997950613,0.978581979,0.978581979,0.978581979
1603,72655.5,72652,72659,0,0,0,0.888888889,0.888888889,0.888888889,0,0,0,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0.999266008,0.999266008,0.999266008,0.996345658,0.996345658,0.996345658
1604,72663.5,72660,72667,0,0,0,0.864864865,0.864864865,0.864864865,0,0,0,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0.999192186,0.999192186,0.999192186,0.996282923,0.996282923,0.996282923
1605,72671.5,72668,72675,0.952380952,0.952380952,0.952380952,0.709677419,0.709677419,0.709677419,0,0,0,0.769230769,0.769230769,0.769230769,0.647058824,0.647058824,0.647058824,0,0,0,0.943272309,0.943272309,0.943272309,0.964796371,0.964796371,0.964796371
1606,72679.5,72676,72683,0.823529412,0.823529412,0.823529412,0.545454545,0.545454545,0.545454545,0,0,0,0.933333333,0.933333333,0.933333333,0.590163934,0.590163934,0.590163934,0,0,0,0.973954487,0.973954487,0.973954487,0.727683616,0.727683616,0.727683616
1607,72687.5,72684,72691,0.894736842,0.894736842,0.894736842,0.914285714,0.914285714,0.914285714,0,0,0,0.723404255,0.723404255,0.723404255,0.864864865,0.864864865,0.864864865,0,0,0,0.988255334,0.988255334,0.988255334,0.974957933,0.974957933,0.974957933
1608,72695.5,72692,72699,1,1,1,0.633663366,0.633663366,0.633663366,0,0,0,1,1,1,0.615384615,0.615384615,0.615384615,0,0,0,0.979041491,0.979041491,0.979041491,0.967233662,0.967233662,0.967233662
1609,72703.5,72700,72707,0.984615385,0.984615385,0.984615385,0.392156863,0.392156863,0.392156863,0,0,0,1,1,1,0.430107527,0.430107527,0.430107527,0,0,0,0.943007574,0.943007574,0.943007574,0.894411103,0.894411103,0.894411103
1610,72711.5,72708,72715,0.461538462,0.461538462,0.461538462,0.453333333,0.453333333,0.453333333,0,0,0,0.595744681,0.595744681,0.595744681,0.515151515,0.515151515,0.515151515,0,0,0,0.971531458,0.971531458,0.971531458,0.741443578,0.741443578,0.741443578
1611,72719.5,72716,72723,0.818181818,0.818181818,0.818181818,0.703296703,0.703296703,0.703296703,0,0,0,0.915254237,0.915254237,0.915254237,0.615384615,0.615384615,0.615384615,0,0,0,0.959996812,0.959996812,0.959996812,0.861534201,0.861534201,0.861534201
1612,72727.5,72724,72731,0.842105263,0.842105263,0.842105263,0.761904762,0.761904762,0.761904762,0,0,0,0.888888889,0.888888889,0.888888889,0.780487805,0.780487805,0.780487805,0,0,0,0.950724638,0.950724638,0.950724638,0.841036602,0.841036602,0.841036602
1613,72735.5,72732,72739,0.888888889,0.888888889,0.888888889,0.741935484,0.741935484,0.741935484,0,0,0,0.955223881,0.955223881,0.955223881,0.745762712,0.745762712,0.745762712,0,0,0,0.958052376,0.958052376,0.958052376,0.844877765,0.844877765,0.844877765
1614,72743.5,72740,72747,0.651162791,0.651162791,0.651162791,0.620689655,0.620689655,0.620689655,0,0,0,0.903225806,0.903225806,0.903225806,0.654545455,0.654545455,0.654545455,0,0,0,0.973613355,0.973613355,0.973613355,0.723093761,0.723093761,0.723093761
1615,72751.5,72748,72755,0,0,0,0.711111111,0.711111111,0.711111111,0,0,0,0,0,0,0.673684211,0.673684211,0.673684211,0,0,0,0.997773269,0.997773269,0.997773269,0.996157933,0.996157933,0.996157933
1616,72759.5,72756,72763,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0.703296703,0.703296703,0.703296703,0,0,0,0.901254276,0.901254276,0.901254276,0.961377385,0.961377385,0.961377385
1617,72767.5,72764,72771,0.833333333,0.833333333,0.833333333,0.338028169,0.338028169,0.338028169,0,0,0,0.740740741,0.740740741,0.740740741,0.372881356,0.372881356,0.372881356,0,0,0,0.757297081,0.757297081,0.757297081,0.976426923,0.976426923,0.976426923
1618,72775.5,72772,72779,0.96969697,0.96969697,0.96969697,0.333333333,0.333333333,0.333333333,0,0,0,0.96969697,0.96969697,0.96969697,0.583333333,0.583333333,0.583333333,0,0,0,0.980705805,0.980705805,0.980705805,0.986807128,0.986807128,0.986807128
1619,72783.5,72780,72787,0.790123457,0.790123457,0.790123457,0.820512821,0.820512821,0.820512821,0,0,0,0.876712329,0.876712329,0.876712329,0.842105263,0.842105263,0.842105263,0,0,0,0.979206777,0.979206777,0.979206777,0.977552239,0.977552239,0.977552239
1620,72791.5,72788,72795,0.317460317,0.317460317,0.317460317,0.864864865,0.864864865,0.864864865,0,0,0,0.350877193,0.350877193,0.350877193,0.831168831,0.831168831,0.831168831,0,0,0,0.960126902,0.960126902,0.960126902,0.967351351,0.967351351,0.967351351
1621,72799.5,72796,72803,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0.722540984,0.722540984,0.722540984,0.950757576,0.950757576,0.950757576
1622,72807.5,72804,72811,0.72,0.72,0.72,0.682926829,0.682926829,0.682926829,0,0,0,0.580645161,0.580645161,0.580645161,0.7,0.7,0.7,0,0,0,0.94638404,0.94638404,0.94638404,0.945206314,0.945206314,0.945206314
1623,72815.5,72812,72819,0.6875,0.6875,0.6875,0.691358025,0.691358025,0.691358025,0,0,0,0.536585366,0.536585366,0.536585366,0.682352941,0.682352941,0.682352941,0,0,0,0.990662578,0.990662578,0.990662578,0.911190053,0.911190053,0.911190053
1624,72823.5,72820,72827,0.876712329,0.876712329,0.876712329,0.595041322,0.595041322,0.595041322,0,0,0,0.744186047,0.744186047,0.744186047,0.637168142,0.637168142,0.637168142,0,0,0,0.982484259,0.982484259,0.982484259,0.919563059,0.919563059,0.919563059
1625,72831.5,72828,72835,0.752941176,0.752941176,0.752941176,0.8,0.8,0.8,0,0,0,0.744186047,0.744186047,0.744186047,0.8,0.8,0.8,0,0,0,0.992469514,0.992469514,0.992469514,0.982880858,0.982880858,0.982880858
1626,72839.5,72836,72843,0.771084337,0.771084337,0.771084337,0.818181818,0.818181818,0.818181818,0,0,0,0.703296703,0.703296703,0.703296703,0.803571429,0.803571429,0.803571429,0,0,0,0.977288802,0.977288802,0.977288802,0.983042164,0.983042164,0.983042164
1627,72847.5,72844,72851,0.193548387,0.193548387,0.193548387,0.914285714,0.914285714,0.914285714,0,0,0,0.121212121,0.121212121,0.121212121,0.914285714,0.914285714,0.914285714,0,0,0,0.989088075,0.989088075,0.989088075,0.994098149,0.994098149,0.994098149
1628,72855.5,72852,72859,0.347826087,0.347826087,0.347826087,0.485714286,0.485714286,0.485714286,0,0,0,0.375,0.375,0.375,0.478873239,0.478873239,0.478873239,0,0,0,0.872735653,0.872735653,0.872735653,0.743792325,0.743792325,0.743792325
1629,72863.5,72860,72867,0.205607477,0.205607477,0.205607477,0.470588235,0.470588235,0.470588235,0,0,0,0.22,0.22,0.22,0.453900709,0.453900709,0.453900709,0,0,0,0.949462552,0.949462552,0.949462552,0.874064289,0.874064289,0.874064289
1630,72871.5,72868,72875,0.484848485,0.484848485,0.484848485,0.492307692,0.492307692,0.492307692,0,0,0,0.453900709,0.453900709,0.453900709,0.470588235,0.470588235,0.470588235,0,0,0,0.892011283,0.892011283,0.892011283,0.844651442,0.844651442,0.844651442
1631,72879.5,72876,72883,0.603773585,0.603773585,0.603773585,0.422764228,0.422764228,0.422764228,0,0,0,0.551724138,0.551724138,0.551724138,0.440677966,0.440677966,0.440677966,0,0,0,0.92995635,0.92995635,0.92995635,0.881603206,0.881603206,0.881603206
1632,72887.5,72884,72891,0.75,0.75,0.75,0.333333333,0.333333333,0.333333333,0,0,0,0.771428571,0.771428571,0.771428571,0.357142857,0.357142857,0.357142857,0,0,0,0.982450079,0.982450079,0.982450079,0.85117344,0.85117344,0.85117344
1633,72895.5,72892,72899,0,0,0,0.633663366,0.633663366,0.633663366,0,0,0,0,0,0,0.633663366,0.633663366,0.633663366,0,0,0,0.960546155,0.960546155,0.960546155,0.898140568,0.898140568,0.898140568
1634,72903.5,72900,72907,0.876712329,0.876712329,0.876712329,0.621359223,0.621359223,0.621359223,0,0,0,0.853333333,0.853333333,0.853333333,0.615384615,0.615384615,0.615384615,0,0,0,0.913923899,0.913923899,0.913923899,0.913664436,0.913664436,0.913664436
1635,72911.5,72908,72915,0.96969697,0.96969697,0.96969697,0.64,0.64,0.64,0,0,0,0.96969697,0.96969697,0.96969697,0.657534247,0.657534247,0.657534247,0,0,0,0.94294492,0.94294492,0.94294492,0.929238607,0.929238607,0.929238607
1636,72919.5,72916,72923,0.695652174,0.695652174,0.695652174,0,0,0,0,0,0,0.719101124,0.719101124,0.719101124,0,0,0,0,0,0,0.969166501,0.969166501,0.969166501,0.907730673,0.907730673,0.907730673
1637,72927.5,72924,72931,0.625,0.625,0.625,0.984126984,0.984126984,0.984126984,0,0,0,0.555555556,0.555555556,0.555555556,0.984615385,0.984615385,0.984615385,0,0,0,0.995600341,0.995600341,0.995600341,0.971830986,0.971830986,0.971830986
1638,72935.5,72932,72939,0.876712329,0.876712329,0.876712329,1,1,1,0,0,0,0.831168831,0.831168831,0.831168831,0.984615385,0.984615385,0.984615385,0,0,0,0.991217934,0.991217934,0.991217934,0.967963744,0.967963744,0.967963744
1639,72943.5,72940,72947,0.955223881,0.955223881,0.955223881,0.864864865,0.864864865,0.864864865,0,0,0,0.96969697,0.96969697,0.96969697,0.752941176,0.752941176,0.752941176,0,0,0,0.986176186,0.986176186,0.986176186,0.950789514,0.950789514,0.950789514
1640,72951.5,72948,72955,0.853333333,0.853333333,0.853333333,0.592592593,0.592592593,0.592592593,0,0,0,0.888888889,0.888888889,0.888888889,0.761904762,0.761904762,0.761904762,0,0,0,0.963871606,0.963871606,0.963871606,0.757276882,0.757276882,0.757276882
1641,72959.5,72956,72963,0,0,0,0.688172043,0.688172043,0.688172043,0,0,0,0,0,0,0.646464646,0.646464646,0.646464646,0,0,0,0.949245444,0.949245444,0.949245444,0.662367573,0.662367573,0.662367573
1642,72967.5,72964,72971,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0,0,0,0.545454545,0.545454545,0.545454545,0.653061224,0.653061224,0.653061224,0,0,0,0.987911784,0.987911784,0.987911784,0.969775876,0.969775876,0.969775876
1643,72975.5,72972,72979,0.96969697,0.96969697,0.96969697,0.711111111,0.711111111,0.711111111,0,0,0,0.941176471,0.941176471,0.941176471,0.680851064,0.680851064,0.680851064,0,0,0,0.968586098,0.968586098,0.968586098,0.957421353,0.957421353,0.957421353
1644,72983.5,72980,72987,0.955223881,0.955223881,0.955223881,0.351351351,0.351351351,0.351351351,0,0,0,0.96969697,0.96969697,0.96969697,0.412698413,0.412698413,0.412698413,0,0,0,0.979951002,0.979951002,0.979951002,0.965316517,0.965316517,0.965316517
1645,72991.5,72988,72995,0.98245614,0.98245614,0.98245614,0.5,0.5,0.5,0,0,0,0.98245614,0.98245614,0.98245614,0.5,0.5,0.5,0,0,0,0.984730234,0.984730234,0.984730234,0.851851852,0.851851852,0.851851852
1646,72999.5,72996,73003,0.6,0.6,0.6,0.914285714,0.914285714,0.914285714,0,0,0,0.727272727,0.727272727,0.727272727,0.864864865,0.864864865,0.864864865,0,0,0,0.991382848,0.991382848,0.991382848,0.960127029,0.960127029,0.960127029
1647,73007.5,73004,73011,0.984615385,0.984615385,0.984615385,0.790123457,0.790123457,0.790123457,0,0,0,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.983584439,0.983584439,0.983584439,0.966416436,0.966416436,0.966416436
1648,73015.5,73012,73019,0.96969697,0.96969697,0.96969697,0.952380952,0.952380952,0.952380952,0,0,0,0.96969697,0.96969697,0.96969697,0.879310345,0.879310345,0.879310345,0,0,0,0.985557769,0.985557769,0.985557769,0.976325059,0.976325059,0.976325059
1649,73023.5,73020,73027,0.876712329,0.876712329,0.876712329,0.869565217,0.869565217,0.869565217,0,0,0,0.853333333,0.853333333,0.853333333,0.754716981,0.754716981,0.754716981,0,0,0,0.980761919,0.980761919,0.980761919,0.983962806,0.983962806,0.983962806
1650,73031.5,73028,73035,0.52173913,0.52173913,0.52173913,0.727272727,0.727272727,0.727272727,0,0,0,0.3,0.3,0.3,0.566371681,0.566371681,0.566371681,0,0,0,0.973887914,0.973887914,0.973887914,0.985586459,0.985586459,0.985586459
1651,73039.5,73036,73043,0.6,0.6,0.6,0.4375,0.4375,0.4375,0,0,0,0.455696203,0.455696203,0.455696203,0.394366197,0.394366197,0.394366197,0,0,0,0.422548555,0.422548555,0.422548555,0.958188729,0.958188729,0.958188729
1652,73047.5,73044,73051,0.914285714,0.914285714,0.914285714,0,0,0,0,0,0,0.60952381,0.60952381,0.60952381,0,0,0,0,0,0,0.840999432,0.840999432,0.840999432,0.926041476,0.926041476,0.926041476
1653,73055.5,73052,73059,0.842105263,0.842105263,0.842105263,0.071428571,0.071428571,0.071428571,0,0,0,0.621359223,0.621359223,0.621359223,0.107142857,0.107142857,0.107142857,0,0,0,0.82028432,0.82028432,0.82028432,0.754389864,0.754389864,0.754389864
1654,73063.5,73060,73067,0.533333333,0.533333333,0.533333333,0.64,0.64,0.64,0,0,0,0.597014925,0.597014925,0.597014925,0.621359223,0.621359223,0.621359223,0,0,0,0.895793665,0.895793665,0.895793665,0.746271906,0.746271906,0.746271906
1655,73071.5,73068,73075,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.646464646,0.646464646,0.646464646,0,0,0,0.947647021,0.947647021,0.947647021,0.950228392,0.950228392,0.950228392
1656,73079.5,73076,73083,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.64,0.64,0.64,0,0,0,0.634977287,0.634977287,0.634977287,0.917070564,0.917070564,0.917070564
1657,73087.5,73084,73091,1,1,1,0.837209302,0.837209302,0.837209302,0,0,0,0.974358974,0.974358974,0.974358974,0.857142857,0.857142857,0.857142857,0,0,0,0.973241061,0.973241061,0.973241061,0.891774892,0.891774892,0.891774892
1658,73095.5,73092,73099,0.984615385,0.984615385,0.984615385,0.646464646,0.646464646,0.646464646,0,0,0,0.96969697,0.96969697,0.96969697,0.659793814,0.659793814,0.659793814,0,0,0,0.983109322,0.983109322,0.983109322,0.911076443,0.911076443,0.911076443
1659,73103.5,73100,73107,1,1,1,0.447552448,0.447552448,0.447552448,0,0,0,1,1,1,0.492307692,0.492307692,0.492307692,0,0,0,0.984651797,0.984651797,0.984651797,0.934987365,0.934987365,0.934987365
1660,73111.5,73108,73115,0.984615385,0.984615385,0.984615385,0.726027397,0.726027397,0.726027397,0,0,0,0.96969697,0.96969697,0.96969697,0.876033058,0.876033058,0.876033058,0,0,0,0.9783212,0.9783212,0.9783212,0.934272937,0.934272937,0.934272937
1661,73119.5,73116,73123,0.702702703,0.702702703,0.702702703,0.807692308,0.807692308,0.807692308,0,0,0,0.541666667,0.541666667,0.541666667,0.857142857,0.857142857,0.857142857,0,0,0,0.931456977,0.931456977,0.931456977,0.856855129,0.856855129,0.856855129
1662,93073.5,93070,93077,0.571428571,0.571428571,0.571428571,0,0,0,0,0,0,0.571428571,0.571428571,0.571428571,0,0,0,0,0,0,0.936924011,0.936924011,0.936924011,0.913873924,0.913873924,0.913873924
1663,93081.5,93078,93085,0.727272727,0.727272727,0.727272727,0,0,0,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0,0,0,0.953530332,0.953530332,0.953530332,0.849847054,0.849847054,0.849847054
1664,93089.5,93086,93093,0.680851064,0.680851064,0.680851064,0.581395349,0.581395349,0.581395349,0,0,0,0.769230769,0.769230769,0.769230769,0.568181818,0.568181818,0.568181818,0,0,0,0.954836891,0.954836891,0.954836891,0.701051577,0.701051577,0.701051577
1665,93097.5,93094,93101,0.96969697,0.96969697,0.96969697,0.727272727,0.727272727,0.727272727,0,0,0,0.744186047,0.744186047,0.744186047,0.810126582,0.810126582,0.810126582,0,0,0,0.99150602,0.99150602,0.99150602,0.968148007,0.968148007,0.968148007
1666,93105.5,93102,93109,0.955223881,0.955223881,0.955223881,0.780487805,0.780487805,0.780487805,0,0,0,0.771084337,0.771084337,0.771084337,0.820512821,0.820512821,0.820512821,0,0,0,0.979194731,0.979194731,0.979194731,0.910453086,0.910453086,0.910453086
1667,93113.5,93110,93117,0.692307692,0.692307692,0.692307692,0.736842105,0.736842105,0.736842105,0,0,0,0.6,0.6,0.6,0.903225806,0.903225806,0.903225806,0,0,0,0.993782246,0.993782246,0.993782246,0.937471885,0.937471885,0.937471885
1668,93121.5,93118,93125,0.918032787,0.918032787,0.918032787,0.790123457,0.790123457,0.790123457,0,0,0,0.918032787,0.918032787,0.918032787,0.752941176,0.752941176,0.752941176,0,0,0,0.992742885,0.992742885,0.992742885,0.975634013,0.975634013,0.975634013
1669,93129.5,93126,93133,1,1,1,0.727272727,0.727272727,0.727272727,0,0,0,1,1,1,0.688172043,0.688172043,0.688172043,0,0,0,0.991643027,0.991643027,0.991643027,0.973578863,0.973578863,0.973578863
1670,93137.5,93134,93141,1,1,1,0.37037037,0.37037037,0.37037037,0,0,0,1,1,1,0.380952381,0.380952381,0.380952381,0,0,0,0.977554973,0.977554973,0.977554973,0.922252011,0.922252011,0.922252011
1671,93145.5,93142,93149,0.818181818,0.818181818,0.818181818,0.686567164,0.686567164,0.686567164,0,0,0,0.761904762,0.761904762,0.761904762,0.696969697,0.696969697,0.696969697,0,0,0,0.996069508,0.996069508,0.996069508,0.976300578,0.976300578,0.976300578
1672,93153.5,93150,93157,0.724637681,0.724637681,0.724637681,0.955223881,0.955223881,0.955223881,0,0,0,0.712328767,0.712328767,0.712328767,0.941176471,0.941176471,0.941176471,0,0,0,0.980067521,0.980067521,0.980067521,0.963873371,0.963873371,0.963873371
1673,93161.5,93158,93165,0.688172043,0.688172043,0.688172043,0.96969697,0.96969697,0.96969697,0,0,0,0.653061224,0.653061224,0.653061224,0.984615385,0.984615385,0.984615385,0,0,0,0.979314227,0.979314227,0.979314227,0.965905991,0.965905991,0.965905991
