validation_step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX,Eii,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MAX
213,21643.5,21640,21647,0.60952381,0.60952381,0.60952381,0.659793814,0.659793814,0.659793814,0,0,0,0.8,0.8,0.8,0.752941176,0.752941176,0.752941176,0,0,0,0.086064937,0.086064937,0.086064937,0.399092737,0.399092737,0.399092737
214,21651.5,21648,21655,0.659793814,0.659793814,0.659793814,0.685714286,0.685714286,0.685714286,0,0,0,0.888888889,0.888888889,0.888888889,0.727272727,0.727272727,0.727272727,0,0,0,0.111544404,0.111544404,0.111544404,0.35915493,0.35915493,0.35915493
215,21659.5,21656,21663,0.086956522,0.086956522,0.086956522,0.490566038,0.490566038,0.490566038,0,0,0,0.126582278,0.126582278,0.126582278,0.556701031,0.556701031,0.556701031,0,0,0,0.184780525,0.184780525,0.184780525,0.246745419,0.246745419,0.246745419
216,21667.5,21664,21671,0.45045045,0.45045045,0.45045045,0.587155963,0.587155963,0.587155963,0,0,0,0.588235294,0.588235294,0.588235294,0.60952381,0.60952381,0.60952381,0,0,0,0.183372841,0.183372841,0.183372841,0.536291507,0.536291507,0.536291507
217,21675.5,21672,21679,0.533333333,0.533333333,0.533333333,0.688172043,0.688172043,0.688172043,0,0,0,0.711111111,0.711111111,0.711111111,0.771084337,0.771084337,0.771084337,0,0,0,0.077331175,0.077331175,0.077331175,0.519188,0.519188,0.519188
218,21683.5,21680,21687,0.735632184,0.735632184,0.735632184,0.296296296,0.296296296,0.296296296,0,0,0,0.888888889,0.888888889,0.888888889,0.32,0.32,0.32,0,0,0,0.069966885,0.069966885,0.069966885,0.466906755,0.466906755,0.466906755
219,21691.5,21688,21695,0.460176991,0.460176991,0.460176991,0.176470588,0.176470588,0.176470588,0,0,0,0.658227848,0.658227848,0.658227848,0.158730159,0.158730159,0.158730159,0,0,0,0.135056747,0.135056747,0.135056747,0.175487634,0.175487634,0.175487634
220,21699.5,21696,21703,0.143884892,0.143884892,0.143884892,0.603773585,0.603773585,0.603773585,0,0,0,0.169491525,0.169491525,0.169491525,0.659793814,0.659793814,0.659793814,0,0,0,0.082184109,0.082184109,0.082184109,0.283654652,0.283654652,0.283654652
221,21707.5,21704,21711,0.864864865,0.864864865,0.864864865,0.592592593,0.592592593,0.592592593,0,0,0,0.864864865,0.864864865,0.864864865,0.64,0.64,0.64,0,0,0,0.094485797,0.094485797,0.094485797,0.381629878,0.381629878,0.381629878
222,21715.5,21712,21719,0.831168831,0.831168831,0.831168831,0.537815126,0.537815126,0.537815126,0,0,0,0.955223881,0.955223881,0.955223881,0.64,0.64,0.64,0,0,0,0.077400567,0.077400567,0.077400567,0.379134595,0.379134595,0.379134595
223,21723.5,21720,21727,0.875,0.875,0.875,0.2,0.2,0.2,0,0,0,0.918032787,0.918032787,0.918032787,0.225352113,0.225352113,0.225352113,0,0,0,0.194799471,0.194799471,0.194799471,0.226305257,0.226305257,0.226305257
224,21731.5,21728,21735,0.258064516,0.258064516,0.258064516,0.556521739,0.556521739,0.556521739,0,0,0,0.338028169,0.338028169,0.338028169,0.587155963,0.587155963,0.587155963,0,0,0,0.145332588,0.145332588,0.145332588,0.329988852,0.329988852,0.329988852
225,21739.5,21736,21743,0.810126582,0.810126582,0.810126582,0.467153285,0.467153285,0.467153285,0,0,0,0.955223881,0.955223881,0.955223881,0.488549618,0.488549618,0.488549618,0,0,0,0.084374263,0.084374263,0.084374263,0.410319536,0.410319536,0.410319536
226,21747.5,21744,21751,0.673684211,0.673684211,0.673684211,0.585365854,0.585365854,0.585365854,0,0,0,0.771084337,0.771084337,0.771084337,0.6,0.6,0.6,0,0,0,0.05053755,0.05053755,0.05053755,0.386153295,0.386153295,0.386153295
227,21755.5,21752,21759,0.711864407,0.711864407,0.711864407,0.438356164,0.438356164,0.438356164,0,0,0,0.823529412,0.823529412,0.823529412,0.492307692,0.492307692,0.492307692,0,0,0,0.337629847,0.337629847,0.337629847,0.13580864,0.13580864,0.13580864
228,21763.5,21760,21767,0.621359223,0.621359223,0.621359223,0.795698925,0.795698925,0.795698925,0,0,0,0.955223881,0.955223881,0.955223881,0.860465116,0.860465116,0.860465116,0,0,0,0.554074361,0.554074361,0.554074361,0.217458412,0.217458412,0.217458412
229,21771.5,21768,21775,0.507936508,0.507936508,0.507936508,0.882758621,0.882758621,0.882758621,0,0,0,0.598130841,0.598130841,0.598130841,0.941176471,0.941176471,0.941176471,0,0,0,0.271324249,0.271324249,0.271324249,0.488881813,0.488881813,0.488881813
230,21779.5,21776,21783,0.481203008,0.481203008,0.481203008,0.805369128,0.805369128,0.805369128,0,0,0,0.551724138,0.551724138,0.551724138,0.916030534,0.916030534,0.916030534,0,0,0,0.207746479,0.207746479,0.207746479,0.787665547,0.787665547,0.787665547
231,21787.5,21784,21791,0.368421053,0.368421053,0.368421053,0.733333333,0.733333333,0.733333333,0,0,0,0.512195122,0.512195122,0.512195122,0.771929825,0.771929825,0.771929825,0,0,0,0.104883645,0.104883645,0.104883645,0.904358519,0.904358519,0.904358519
232,21795.5,21792,21799,0.551724138,0.551724138,0.551724138,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.102358415,0.102358415,0.102358415,0.78342605,0.78342605,0.78342605
233,21803.5,21800,21807,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.680851064,0.680851064,0.680851064,0,0,0,0,0,0,0.363502358,0.363502358,0.363502358,0.539964854,0.539964854,0.539964854
234,21811.5,21808,21815,0.575342466,0.575342466,0.575342466,0.304347826,0.304347826,0.304347826,0,0,0,0.575342466,0.575342466,0.575342466,0.36,0.36,0.36,0,0,0,0.42694052,0.42694052,0.42694052,0.17086644,0.17086644,0.17086644
235,21819.5,21816,21823,0,0,0,0.680851064,0.680851064,0.680851064,0,0,0,0,0,0,0.629213483,0.629213483,0.629213483,0,0,0,0.025509386,0.025509386,0.025509386,0.395887663,0.395887663,0.395887663
236,21827.5,21824,21831,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,0.727272727,0.727272727,0.727272727,0.752941176,0.752941176,0.752941176,0,0,0,0.036809816,0.036809816,0.036809816,0.615110416,0.615110416,0.615110416
237,21835.5,21832,21839,0.363636364,0.363636364,0.363636364,0.717948718,0.717948718,0.717948718,0,0,0,0.488549618,0.488549618,0.488549618,0.583333333,0.583333333,0.583333333,0,0,0,0.073635209,0.073635209,0.073635209,0.620513498,0.620513498,0.620513498
238,21843.5,21840,21847,0.328205128,0.328205128,0.328205128,0,0,0,0,0,0,0.450704225,0.450704225,0.450704225,0,0,0,0,0,0,0.135364827,0.135364827,0.135364827,0.420443286,0.420443286,0.420443286
239,21851.5,21848,21855,0.222222222,0.222222222,0.222222222,0.615384615,0.615384615,0.615384615,0,0,0,0.341463415,0.341463415,0.341463415,0.675675676,0.675675676,0.675675676,0,0,0,0.549824787,0.549824787,0.549824787,0.255712282,0.255712282,0.255712282
240,21859.5,21856,21863,0.329896907,0.329896907,0.329896907,0.60952381,0.60952381,0.60952381,0,0,0,0.419753086,0.419753086,0.419753086,0.542372881,0.542372881,0.542372881,0,0,0,0.542047867,0.542047867,0.542047867,0.66505168,0.66505168,0.66505168
241,21867.5,21864,21871,0.488549618,0.488549618,0.488549618,0.666666667,0.666666667,0.666666667,0,0,0,0.444444444,0.444444444,0.444444444,0.566371681,0.566371681,0.566371681,0,0,0,0.238028301,0.238028301,0.238028301,0.620153596,0.620153596,0.620153596
242,21875.5,21872,21879,0.450704225,0.450704225,0.450704225,0.207792208,0.207792208,0.207792208,0,0,0,0.463768116,0.463768116,0.463768116,0.183908046,0.183908046,0.183908046,0,0,0,0.241885947,0.241885947,0.241885947,0.546329843,0.546329843,0.546329843
243,21883.5,21880,21887,0.291457286,0.291457286,0.291457286,0.146341463,0.146341463,0.146341463,0,0,0,0.313513514,0.313513514,0.313513514,0.153846154,0.153846154,0.153846154,0,0,0,0.334731729,0.334731729,0.334731729,0.145234708,0.145234708,0.145234708
244,21891.5,21888,21895,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0,0,0,0.820512821,0.820512821,0.820512821,0,0,0,0.39849174,0.39849174,0.39849174,0.364800609,0.364800609,0.364800609
245,21899.5,21896,21903,0.835820896,0.835820896,0.835820896,0.853333333,0.853333333,0.853333333,0,0,0,0.903225806,0.903225806,0.903225806,0.941176471,0.941176471,0.941176471,0,0,0,0.274595469,0.274595469,0.274595469,0.552878848,0.552878848,0.552878848
246,21907.5,21904,21911,0.533333333,0.533333333,0.533333333,0.598130841,0.598130841,0.598130841,0,0,0,0.576576577,0.576576577,0.576576577,0.621359223,0.621359223,0.621359223,0,0,0,0.061103511,0.061103511,0.061103511,0.520109259,0.520109259,0.520109259
247,21915.5,21912,21919,0.547008547,0.547008547,0.547008547,0.071428571,0.071428571,0.071428571,0,0,0,0.603773585,0.603773585,0.603773585,0.071428571,0.071428571,0.071428571,0,0,0,0.074735745,0.074735745,0.074735745,0.344867787,0.344867787,0.344867787
248,21923.5,21920,21927,0.138888889,0.138888889,0.138888889,0.402985075,0.402985075,0.402985075,0,0,0,0.128205128,0.128205128,0.128205128,0.421875,0.421875,0.421875,0,0,0,0.051782158,0.051782158,0.051782158,0.232863531,0.232863531,0.232863531
249,21931.5,21928,21935,0.479166667,0.479166667,0.479166667,0.592592593,0.592592593,0.592592593,0,0,0,0.505494505,0.505494505,0.505494505,0.62745098,0.62745098,0.62745098,0,0,0,0.025752663,0.025752663,0.025752663,0.513894069,0.513894069,0.513894069
250,21939.5,21936,21943,0.5,0.5,0.5,0.507936508,0.507936508,0.507936508,0,0,0,0.496124031,0.496124031,0.496124031,0.566371681,0.566371681,0.566371681,0,0,0,0.032118708,0.032118708,0.032118708,0.522515817,0.522515817,0.522515817
251,21947.5,21944,21951,0.719101124,0.719101124,0.719101124,0.5,0.5,0.5,0,0,0,0.711111111,0.711111111,0.711111111,0.578947368,0.578947368,0.578947368,0,0,0,0.053067729,0.053067729,0.053067729,0.397095164,0.397095164,0.397095164
252,21955.5,21952,21959,0.666666667,0.666666667,0.666666667,0.446808511,0.446808511,0.446808511,0,0,0,0.628571429,0.628571429,0.628571429,0.451612903,0.451612903,0.451612903,0,0,0,0.172339243,0.172339243,0.172339243,0.17893307,0.17893307,0.17893307
253,21963.5,21960,21967,0.888888889,0.888888889,0.888888889,0.481203008,0.481203008,0.481203008,0,0,0,0.949152542,0.949152542,0.949152542,0.474074074,0.474074074,0.474074074,0,0,0,0.110748654,0.110748654,0.110748654,0.461977186,0.461977186,0.461977186
254,21971.5,21968,21975,0.810126582,0.810126582,0.810126582,0.673684211,0.673684211,0.673684211,0,0,0,0.864864865,0.864864865,0.864864865,0.810126582,0.810126582,0.810126582,0,0,0,0.218383714,0.218383714,0.218383714,0.478469889,0.478469889,0.478469889
255,21979.5,21976,21983,0.96969697,0.96969697,0.96969697,0.31372549,0.31372549,0.31372549,0,0,0,0.927536232,0.927536232,0.927536232,0.372093023,0.372093023,0.372093023,0,0,0,0.563923137,0.563923137,0.563923137,0.45109337,0.45109337,0.45109337
256,21987.5,21984,21991,1,1,1,0.881355932,0.881355932,0.881355932,0,0,0,1,1,1,0.896551724,0.896551724,0.896551724,0,0,0,0.53019797,0.53019797,0.53019797,0.256727792,0.256727792,0.256727792
257,21995.5,21992,21999,1,1,1,0.62745098,0.62745098,0.62745098,0,0,0,0.965517241,0.965517241,0.965517241,0.695652174,0.695652174,0.695652174,0,0,0,0.111722798,0.111722798,0.111722798,0.451051051,0.451051051,0.451051051
258,22003.5,22000,22007,1,1,1,0.568527919,0.568527919,0.568527919,0,0,0,1,1,1,0.59375,0.59375,0.59375,0,0,0,0.052888368,0.052888368,0.052888368,0.556536052,0.556536052,0.556536052
259,22011.5,22008,22015,0.992248062,0.992248062,0.992248062,0.616438356,0.616438356,0.616438356,0,0,0,0.992248062,0.992248062,0.992248062,0.661764706,0.661764706,0.661764706,0,0,0,0.036915684,0.036915684,0.036915684,0.616893305,0.616893305,0.616893305
260,22019.5,22016,22023,1,1,1,0.695652174,0.695652174,0.695652174,0,0,0,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,0.036915701,0.036915701,0.036915701,0.392359005,0.392359005,0.392359005
261,22027.5,22024,22031,1,1,1,0.482758621,0.482758621,0.482758621,0,0,0,1,1,1,0.482758621,0.482758621,0.482758621,0,0,0,0.624436183,0.624436183,0.624436183,0.38064989,0.38064989,0.38064989
262,22035.5,22032,22039,0.818181818,0.818181818,0.818181818,0.192,0.192,0.192,0,0,0,0.857142857,0.857142857,0.857142857,0.366197183,0.366197183,0.366197183,0,0,0,0.273447421,0.273447421,0.273447421,0.248211233,0.248211233,0.248211233
263,22043.5,22040,22047,0.888888889,0.888888889,0.888888889,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0.126984127,0.126984127,0.126984127,0,0,0,0.113305463,0.113305463,0.113305463,0.337905508,0.337905508,0.337905508
264,22051.5,22048,22055,0.62745098,0.62745098,0.62745098,0.421052632,0.421052632,0.421052632,0,0,0,0.761904762,0.761904762,0.761904762,0.467153285,0.467153285,0.467153285,0,0,0,0.116140174,0.116140174,0.116140174,0.339500766,0.339500766,0.339500766
265,22059.5,22056,22063,0.533333333,0.533333333,0.533333333,0.456521739,0.456521739,0.456521739,0,0,0,0.592592593,0.592592593,0.592592593,0.505747126,0.505747126,0.505747126,0,0,0,0.188150216,0.188150216,0.188150216,0.233571342,0.233571342,0.233571342
266,22067.5,22064,22071,0.295302013,0.295302013,0.295302013,0.47761194,0.47761194,0.47761194,0,0,0,0.335877863,0.335877863,0.335877863,0.43537415,0.43537415,0.43537415,0,0,0,0.127393172,0.127393172,0.127393172,0.361138371,0.361138371,0.361138371
267,22075.5,22072,22079,0.47761194,0.47761194,0.47761194,0.633663366,0.633663366,0.633663366,0,0,0,0.581818182,0.581818182,0.581818182,0.587155963,0.587155963,0.587155963,0,0,0,0.108321923,0.108321923,0.108321923,0.389495798,0.389495798,0.389495798
268,22083.5,22080,22087,0.615384615,0.615384615,0.615384615,0.509090909,0.509090909,0.509090909,0,0,0,0.831168831,0.831168831,0.831168831,0.474576271,0.474576271,0.474576271,0,0,0,0.34493907,0.34493907,0.34493907,0.351392903,0.351392903,0.351392903
269,22091.5,22088,22095,0.310344828,0.310344828,0.310344828,0.528735632,0.528735632,0.528735632,0,0,0,0.375,0.375,0.375,0.58974359,0.58974359,0.58974359,0,0,0,0.277551509,0.277551509,0.277551509,0.239264978,0.239264978,0.239264978
270,22099.5,22096,22103,0.578313253,0.578313253,0.578313253,0.503937008,0.503937008,0.503937008,0,0,0,0.813559322,0.813559322,0.813559322,0.581818182,0.581818182,0.581818182,0,0,0,0.187015585,0.187015585,0.187015585,0.526107985,0.526107985,0.526107985
271,22107.5,22104,22111,0.876712329,0.876712329,0.876712329,0.787878788,0.787878788,0.787878788,0,0,0,0.984615385,0.984615385,0.984615385,0.844444444,0.844444444,0.844444444,0,0,0,0.072634828,0.072634828,0.072634828,0.522559745,0.522559745,0.522559745
272,22115.5,22112,22119,0.62745098,0.62745098,0.62745098,0.804597701,0.804597701,0.804597701,0,0,0,0.711111111,0.711111111,0.711111111,0.790697674,0.790697674,0.790697674,0,0,0,0.158461987,0.158461987,0.158461987,0.601292319,0.601292319,0.601292319
273,22123.5,22120,22127,0.466666667,0.466666667,0.466666667,0.673684211,0.673684211,0.673684211,0,0,0,0.577319588,0.577319588,0.577319588,0.653061224,0.653061224,0.653061224,0,0,0,0.136463845,0.136463845,0.136463845,0.655151567,0.655151567,0.655151567
274,22131.5,22128,22135,0.363636364,0.363636364,0.363636364,0.597938144,0.597938144,0.597938144,0,0,0,0.415584416,0.415584416,0.415584416,0.617021277,0.617021277,0.617021277,0,0,0,0.019992944,0.019992944,0.019992944,0.643377371,0.643377371,0.643377371
275,22139.5,22136,22143,0.4,0.4,0.4,0,0,0,0,0,0,0.463768116,0.463768116,0.463768116,0,0,0,0,0,0,0.026212553,0.026212553,0.026212553,0.480365123,0.480365123,0.480365123
276,22147.5,22144,22151,0.333333333,0.333333333,0.333333333,0.329113924,0.329113924,0.329113924,0,0,0,0.473684211,0.473684211,0.473684211,0.4375,0.4375,0.4375,0,0,0,0.120803694,0.120803694,0.120803694,0.143795665,0.143795665,0.143795665
277,22155.5,22152,22159,0.418181818,0.418181818,0.418181818,0.516129032,0.516129032,0.516129032,0,0,0,0.597402597,0.597402597,0.597402597,0.621359223,0.621359223,0.621359223,0,0,0,0.160512583,0.160512583,0.160512583,0.267571838,0.267571838,0.267571838
278,22163.5,22160,22167,0.438356164,0.438356164,0.438356164,0.592592593,0.592592593,0.592592593,0,0,0,0.646464646,0.646464646,0.646464646,0.62745098,0.62745098,0.62745098,0,0,0,0.149791583,0.149791583,0.149791583,0.280977413,0.280977413,0.280977413
279,22171.5,22168,22175,0.429530201,0.429530201,0.429530201,0.486956522,0.486956522,0.486956522,0,0,0,0.659793814,0.659793814,0.659793814,0.549019608,0.549019608,0.549019608,0,0,0,0.188210554,0.188210554,0.188210554,0.284433962,0.284433962,0.284433962
280,22179.5,22176,22183,0.30075188,0.30075188,0.30075188,0.575,0.575,0.575,0,0,0,0.519480519,0.519480519,0.519480519,0.58974359,0.58974359,0.58974359,0,0,0,0.102397761,0.102397761,0.102397761,0.158438576,0.158438576,0.158438576
281,22187.5,22184,22191,0.481203008,0.481203008,0.481203008,0.666666667,0.666666667,0.666666667,0,0,0,0.633663366,0.633663366,0.633663366,0.537815126,0.537815126,0.537815126,0,0,0,0.067907996,0.067907996,0.067907996,0.236592163,0.236592163,0.236592163
282,22195.5,22192,22199,0.60952381,0.60952381,0.60952381,0.587155963,0.587155963,0.587155963,0,0,0,0.688172043,0.688172043,0.688172043,0.60952381,0.60952381,0.60952381,0,0,0,0.033170732,0.033170732,0.033170732,0.23268822,0.23268822,0.23268822
283,22203.5,22200,22207,0.901408451,0.901408451,0.901408451,0.712328767,0.712328767,0.712328767,0,0,0,0.955223881,0.955223881,0.955223881,0.693333333,0.693333333,0.693333333,0,0,0,0.017184771,0.017184771,0.017184771,0.222407007,0.222407007,0.222407007
284,22211.5,22208,22215,0.202531646,0.202531646,0.202531646,0.588235294,0.588235294,0.588235294,0,0,0,0.219178082,0.219178082,0.219178082,0.666666667,0.666666667,0.666666667,0,0,0,0.072304881,0.072304881,0.072304881,0.174429546,0.174429546,0.174429546
285,22219.5,22216,22223,0.402515723,0.402515723,0.402515723,0.576576577,0.576576577,0.576576577,0,0,0,0.5,0.5,0.5,0.598130841,0.598130841,0.598130841,0,0,0,0.02944393,0.02944393,0.02944393,0.439944686,0.439944686,0.439944686
286,22227.5,22224,22231,0.460431655,0.460431655,0.460431655,0.551724138,0.551724138,0.551724138,0,0,0,0.566371681,0.566371681,0.566371681,0.581818182,0.581818182,0.581818182,0,0,0,0.039330544,0.039330544,0.039330544,0.437858698,0.437858698,0.437858698
287,22235.5,22232,22239,0.520325203,0.520325203,0.520325203,0.104166667,0.104166667,0.104166667,0,0,0,0.587155963,0.587155963,0.587155963,0.105263158,0.105263158,0.105263158,0,0,0,0.2450974,0.2450974,0.2450974,0.318943566,0.318943566,0.318943566
288,22243.5,22240,22247,0.666666667,0.666666667,0.666666667,0.629213483,0.629213483,0.629213483,0,0,0,0.666666667,0.666666667,0.666666667,0.644444444,0.644444444,0.644444444,0,0,0,0.700974069,0.700974069,0.700974069,0.332128514,0.332128514,0.332128514
289,22251.5,22248,22255,0.975609756,0.975609756,0.975609756,0.659793814,0.659793814,0.659793814,0,0,0,0.909090909,0.909090909,0.909090909,0.666666667,0.666666667,0.666666667,0,0,0,0.533736024,0.533736024,0.533736024,0.57202381,0.57202381,0.57202381
290,22259.5,22256,22263,0.615384615,0.615384615,0.615384615,0.735632184,0.735632184,0.735632184,0,0,0,0.615384615,0.615384615,0.615384615,0.752941176,0.752941176,0.752941176,0,0,0,0.119241192,0.119241192,0.119241192,0.497457461,0.497457461,0.497457461
291,22267.5,22264,22271,0.453900709,0.453900709,0.453900709,0.73015873,0.73015873,0.73015873,0,0,0,0.47761194,0.47761194,0.47761194,0.696969697,0.696969697,0.696969697,0,0,0,0.065655267,0.065655267,0.065655267,0.476347902,0.476347902,0.476347902
292,22275.5,22272,22279,0.335403727,0.335403727,0.335403727,0.188679245,0.188679245,0.188679245,0,0,0,0.388489209,0.388489209,0.388489209,0.217391304,0.217391304,0.217391304,0,0,0,0.182816048,0.182816048,0.182816048,0.221612057,0.221612057,0.221612057
293,22283.5,22280,22287,0.076923077,0.076923077,0.076923077,0.571428571,0.571428571,0.571428571,0,0,0,0.098039216,0.098039216,0.098039216,0.615384615,0.615384615,0.615384615,0,0,0,0.158092848,0.158092848,0.158092848,0.339123613,0.339123613,0.339123613
294,22291.5,22288,22295,0.415584416,0.415584416,0.415584416,0.566371681,0.566371681,0.566371681,0,0,0,0.566371681,0.566371681,0.566371681,0.615384615,0.615384615,0.615384615,0,0,0,0.053431977,0.053431977,0.053431977,0.435395928,0.435395928,0.435395928
295,22299.5,22296,22303,0.374269006,0.374269006,0.374269006,0.771084337,0.771084337,0.771084337,0,0,0,0.542372881,0.542372881,0.542372881,0.771084337,0.771084337,0.771084337,0,0,0,0.22712981,0.22712981,0.22712981,0.4621023,0.4621023,0.4621023
296,22307.5,22304,22311,0.607594937,0.607594937,0.607594937,0.516129032,0.516129032,0.516129032,0,0,0,0.666666667,0.666666667,0.666666667,0.421052632,0.421052632,0.421052632,0,0,0,0.46899958,0.46899958,0.46899958,0.247385719,0.247385719,0.247385719
297,22315.5,22312,22319,0.620689655,0.620689655,0.620689655,0.633663366,0.633663366,0.633663366,0,0,0,0.620689655,0.620689655,0.620689655,0.666666667,0.666666667,0.666666667,0,0,0,0.29224763,0.29224763,0.29224763,0.301944855,0.301944855,0.301944855
298,22323.5,22320,22327,0.666666667,0.666666667,0.666666667,0.566371681,0.566371681,0.566371681,0,0,0,0.581818182,0.581818182,0.581818182,0.633663366,0.633663366,0.633663366,0,0,0,0.089120109,0.089120109,0.089120109,0.36988975,0.36988975,0.36988975
299,22331.5,22328,22335,0.666666667,0.666666667,0.666666667,0.659793814,0.659793814,0.659793814,0,0,0,0.516129032,0.516129032,0.516129032,0.727272727,0.727272727,0.727272727,0,0,0,0.263395916,0.263395916,0.263395916,0.395895924,0.395895924,0.395895924
300,22339.5,22336,22343,0.610526316,0.610526316,0.610526316,0.564102564,0.564102564,0.564102564,0,0,0,0.557692308,0.557692308,0.557692308,0.536585366,0.536585366,0.536585366,0,0,0,0.459730083,0.459730083,0.459730083,0.293886307,0.293886307,0.293886307
301,22347.5,22344,22351,0.304347826,0.304347826,0.304347826,0.653061224,0.653061224,0.653061224,0,0,0,0.417910448,0.417910448,0.417910448,0.688172043,0.688172043,0.688172043,0,0,0,0.235648,0.235648,0.235648,0.292829283,0.292829283,0.292829283
302,22355.5,22352,22359,0.592592593,0.592592593,0.592592593,0.810126582,0.810126582,0.810126582,0,0,0,0.680851064,0.680851064,0.680851064,0.955223881,0.955223881,0.955223881,0,0,0,0.100413467,0.100413467,0.100413467,0.355024536,0.355024536,0.355024536
303,22363.5,22360,22367,0.719101124,0.719101124,0.719101124,0.714285714,0.714285714,0.714285714,0,0,0,0.752941176,0.752941176,0.752941176,0.793650794,0.793650794,0.793650794,0,0,0,0.12765343,0.12765343,0.12765343,0.349185738,0.349185738,0.349185738
304,22371.5,22368,22375,0.428571429,0.428571429,0.428571429,0.357894737,0.357894737,0.357894737,0,0,0,0.5,0.5,0.5,0.4,0.4,0.4,0,0,0,0.164138183,0.164138183,0.164138183,0.148017843,0.148017843,0.148017843
305,22379.5,22376,22383,0.409836066,0.409836066,0.409836066,0.496124031,0.496124031,0.496124031,0,0,0,0.480769231,0.480769231,0.480769231,0.542372881,0.542372881,0.542372881,0,0,0,0.149019608,0.149019608,0.149019608,0.435236405,0.435236405,0.435236405
306,22387.5,22384,22391,0.492307692,0.492307692,0.492307692,0.551724138,0.551724138,0.551724138,0,0,0,0.62745098,0.62745098,0.62745098,0.653061224,0.653061224,0.653061224,0,0,0,0.117051566,0.117051566,0.117051566,0.438670077,0.438670077,0.438670077
307,22395.5,22392,22399,0.780487805,0.780487805,0.780487805,0.709677419,0.709677419,0.709677419,0,0,0,0.901408451,0.901408451,0.901408451,0.721311475,0.721311475,0.721311475,0,0,0,0.05926398,0.05926398,0.05926398,0.405855628,0.405855628,0.405855628
308,22403.5,22400,22407,0.733333333,0.733333333,0.733333333,0.689655172,0.689655172,0.689655172,0,0,0,0.8,0.8,0.8,0.714285714,0.714285714,0.714285714,0,0,0,0.180452964,0.180452964,0.180452964,0.167340088,0.167340088,0.167340088
309,22411.5,22408,22415,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.842105263,0.842105263,0.842105263,0,0,0,0.136004217,0.136004217,0.136004217,0.534900251,0.534900251,0.534900251
310,22419.5,22416,22423,0,0,0,0.869565217,0.869565217,0.869565217,0,0,0,0,0,0,0.831168831,0.831168831,0.831168831,0,0,0,0.044844633,0.044844633,0.044844633,0.798508576,0.798508576,0.798508576
311,22427.5,22424,22431,0.47761194,0.47761194,0.47761194,0.230769231,0.230769231,0.230769231,0,0,0,0.571428571,0.571428571,0.571428571,0.481481481,0.481481481,0.481481481,0,0,0,0.006060606,0.006060606,0.006060606,0.883033905,0.883033905,0.883033905
312,22435.5,22432,22439,0.460431655,0.460431655,0.460431655,0,0,0,0,0,0,0.688172043,0.688172043,0.688172043,0,0,0,0,0,0,0.005070627,0.005070627,0.005070627,0.651230462,0.651230462,0.651230462
313,22443.5,22440,22447,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.015405616,0.015405616,0.015405616,0.541657269,0.541657269,0.541657269
314,22451.5,22448,22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004312336,0.004312336,0.004312336,0.749357178,0.749357178,0.749357178
