training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-base-s2rvguqj - _step,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-base-2fg7kdwu - _step,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-base-9kqvntjn - _step,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-base-14tz536k - _step,sso01-adamw-lr2e-4-base-14tz536k - _step__MIN,sso01-adamw-lr2e-4-base-14tz536k - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MAX,sso01-adamw-base-rniq89vc - _step,sso01-adamw-base-rniq89vc - _step__MIN,sso01-adamw-base-rniq89vc - _step__MAX,lr4e-4,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MIN,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MAX
8448,89369,89369,89369,0.992724868,0.992724868,0.992724868,89369,89369,89369,0.44857635,0.44857635,0.44857635,89369,89369,89369,0.898155738,0.898155738,0.898155738,89369,89369,89369,0.4841877,0.4841877,0.4841877,89369,89369,89369,0,0,0,89369,89369,89369,0,0,0
8449,89378,89378,89378,0.990324141,0.990324141,0.990324141,89378,89378,89378,0.418505634,0.418505634,0.418505634,89378,89378,89378,0.903315236,0.903315236,0.903315236,89378,89378,89378,0.473288701,0.473288701,0.473288701,89378,89378,89378,0,0,0,89378,89378,89378,0,0,0
8450,89387,89387,89387,0.988510464,0.988510464,0.988510464,89387,89387,89387,0.472096531,0.472096531,0.472096531,89387,89387,89387,0.913789778,0.913789778,0.913789778,89387,89387,89387,0.515526443,0.515526443,0.515526443,89387,89387,89387,0,0,0,89387,89387,89387,0,0,0
8451,89396,89396,89396,0.989155439,0.989155439,0.989155439,89396,89396,89396,0.440047842,0.440047842,0.440047842,89396,89396,89396,0.899088272,0.899088272,0.899088272,89396,89396,89396,0.502279683,0.502279683,0.502279683,89396,89396,89396,0,0,0,89396,89396,89396,0,0,0
8452,89405,89405,89405,0.989807026,0.989807026,0.989807026,89405,89405,89405,0.481537932,0.481537932,0.481537932,89405,89405,89405,0.882682591,0.882682591,0.882682591,89405,89405,89405,0.510882674,0.510882674,0.510882674,89405,89405,89405,0,0,0,89405,89405,89405,0,0,0
8453,89414,89414,89414,0.994481913,0.994481913,0.994481913,89414,89414,89414,0.481500151,0.481500151,0.481500151,89414,89414,89414,0.875655431,0.875655431,0.875655431,89414,89414,89414,0.534023669,0.534023669,0.534023669,89414,89414,89414,0,0,0,89414,89414,89414,0,0,0
8454,89423,89423,89423,0.990528035,0.990528035,0.990528035,89423,89423,89423,0.446813836,0.446813836,0.446813836,89423,89423,89423,0.896129098,0.896129098,0.896129098,89423,89423,89423,0.505128847,0.505128847,0.505128847,89423,89423,89423,0,0,0,89423,89423,89423,0,0,0
8455,89432,89432,89432,0.992807117,0.992807117,0.992807117,89432,89432,89432,0.495585413,0.495585413,0.495585413,89432,89432,89432,0.888158479,0.888158479,0.888158479,89432,89432,89432,0.537207734,0.537207734,0.537207734,89432,89432,89432,0,0,0,89432,89432,89432,0,0,0
8456,89441,89441,89441,0.982115594,0.982115594,0.982115594,89441,89441,89441,0.458599393,0.458599393,0.458599393,89441,89441,89441,0.880844646,0.880844646,0.880844646,89441,89441,89441,0.49144071,0.49144071,0.49144071,89441,89441,89441,0,0,0,89441,89441,89441,0,0,0
8457,89450,89450,89450,0.989291301,0.989291301,0.989291301,89450,89450,89450,0.418720749,0.418720749,0.418720749,89450,89450,89450,0.871599565,0.871599565,0.871599565,89450,89450,89450,0.475568744,0.475568744,0.475568744,89450,89450,89450,0,0,0,89450,89450,89450,0,0,0
8458,89459,89459,89459,0.983923464,0.983923464,0.983923464,89459,89459,89459,0.482691084,0.482691084,0.482691084,89459,89459,89459,0.905216752,0.905216752,0.905216752,89459,89459,89459,0.538187526,0.538187526,0.538187526,89459,89459,89459,0,0,0,89459,89459,89459,0,0,0
8459,89468,89468,89468,0.992648802,0.992648802,0.992648802,89468,89468,89468,0.420432421,0.420432421,0.420432421,89468,89468,89468,0.904745952,0.904745952,0.904745952,89468,89468,89468,0.486127286,0.486127286,0.486127286,89468,89468,89468,0,0,0,89468,89468,89468,0,0,0
8460,89477,89477,89477,0.987125348,0.987125348,0.987125348,89477,89477,89477,0.469393849,0.469393849,0.469393849,89477,89477,89477,0.890675857,0.890675857,0.890675857,89477,89477,89477,0.532117264,0.532117264,0.532117264,89477,89477,89477,0,0,0,89477,89477,89477,0,0,0
8461,89486,89486,89486,0.993636364,0.993636364,0.993636364,89486,89486,89486,0.43266044,0.43266044,0.43266044,89486,89486,89486,0.891171283,0.891171283,0.891171283,89486,89486,89486,0.483200789,0.483200789,0.483200789,89486,89486,89486,0,0,0,89486,89486,89486,0,0,0
8462,89495,89495,89495,0.993337371,0.993337371,0.993337371,89495,89495,89495,0.478302028,0.478302028,0.478302028,89495,89495,89495,0.897582759,0.897582759,0.897582759,89495,89495,89495,0.547963293,0.547963293,0.547963293,89495,89495,89495,0,0,0,89495,89495,89495,0,0,0
8463,89504,89504,89504,0.989300209,0.989300209,0.989300209,89504,89504,89504,0.415235486,0.415235486,0.415235486,89504,89504,89504,0.880262695,0.880262695,0.880262695,89504,89504,89504,0.45293061,0.45293061,0.45293061,89504,89504,89504,0,0,0,89504,89504,89504,0,0,0
8464,89513,89513,89513,0.989842382,0.989842382,0.989842382,89513,89513,89513,0.435772358,0.435772358,0.435772358,89513,89513,89513,0.883690567,0.883690567,0.883690567,89513,89513,89513,0.488745132,0.488745132,0.488745132,89513,89513,89513,0,0,0,89513,89513,89513,0,0,0
8465,89522,89522,89522,0.993991611,0.993991611,0.993991611,89522,89522,89522,0.430755351,0.430755351,0.430755351,89522,89522,89522,0.893304536,0.893304536,0.893304536,89522,89522,89522,0.481548775,0.481548775,0.481548775,89522,89522,89522,0,0,0,89522,89522,89522,0,0,0
8466,89531,89531,89531,0.987672077,0.987672077,0.987672077,89531,89531,89531,0.472578472,0.472578472,0.472578472,89531,89531,89531,0.897628458,0.897628458,0.897628458,89531,89531,89531,0.531589588,0.531589588,0.531589588,89531,89531,89531,0,0,0,89531,89531,89531,0,0,0
8467,89540,89540,89540,0.989302525,0.989302525,0.989302525,89540,89540,89540,0.46204654,0.46204654,0.46204654,89540,89540,89540,0.894783905,0.894783905,0.894783905,89540,89540,89540,0.537033144,0.537033144,0.537033144,89540,89540,89540,0,0,0,89540,89540,89540,0,0,0
8468,89549,89549,89549,0.989674868,0.989674868,0.989674868,89549,89549,89549,0.45152736,0.45152736,0.45152736,89549,89549,89549,0.887014834,0.887014834,0.887014834,89549,89549,89549,0.505500262,0.505500262,0.505500262,89549,89549,89549,0,0,0,89549,89549,89549,0,0,0
8469,89558,89558,89558,0.98189781,0.98189781,0.98189781,89558,89558,89558,0.352363867,0.352363867,0.352363867,89558,89558,89558,0.865389731,0.865389731,0.865389731,89558,89558,89558,0.410384644,0.410384644,0.410384644,89558,89558,89558,0,0,0,89558,89558,89558,0,0,0
8470,89567,89567,89567,0.993367565,0.993367565,0.993367565,89567,89567,89567,0.45169622,0.45169622,0.45169622,89567,89567,89567,0.917065228,0.917065228,0.917065228,89567,89567,89567,0.503401361,0.503401361,0.503401361,89567,89567,89567,0,0,0,89567,89567,89567,0,0,0
8471,89576,89576,89576,0.98399125,0.98399125,0.98399125,89576,89576,89576,0.489464664,0.489464664,0.489464664,89576,89576,89576,0.878035269,0.878035269,0.878035269,89576,89576,89576,0.536569537,0.536569537,0.536569537,89576,89576,89576,0,0,0,89576,89576,89576,0,0,0
8472,89585,89585,89585,0.987269806,0.987269806,0.987269806,89585,89585,89585,0.413150973,0.413150973,0.413150973,89585,89585,89585,0.852732394,0.852732394,0.852732394,89585,89585,89585,0.458944483,0.458944483,0.458944483,89585,89585,89585,0,0,0,89585,89585,89585,0,0,0
8473,89594,89594,89594,0.986541197,0.986541197,0.986541197,89594,89594,89594,0.446675658,0.446675658,0.446675658,89594,89594,89594,0.886914378,0.886914378,0.886914378,89594,89594,89594,0.493980255,0.493980255,0.493980255,89594,89594,89594,0,0,0,89594,89594,89594,0,0,0
8474,89603,89603,89603,0.995605775,0.995605775,0.995605775,89603,89603,89603,0.526669917,0.526669917,0.526669917,89603,89603,89603,0.89592534,0.89592534,0.89592534,89603,89603,89603,0.563706122,0.563706122,0.563706122,89603,89603,89603,0,0,0,89603,89603,89603,0,0,0
8475,89612,89612,89612,0.996376457,0.996376457,0.996376457,89612,89612,89612,0.491610738,0.491610738,0.491610738,89612,89612,89612,0.897788295,0.897788295,0.897788295,89612,89612,89612,0.522061419,0.522061419,0.522061419,89612,89612,89612,0,0,0,89612,89612,89612,0,0,0
8476,89621,89621,89621,0.994015336,0.994015336,0.994015336,89621,89621,89621,0.510719344,0.510719344,0.510719344,89621,89621,89621,0.906302933,0.906302933,0.906302933,89621,89621,89621,0.557810061,0.557810061,0.557810061,89621,89621,89621,0,0,0,89621,89621,89621,0,0,0
8477,89630,89630,89630,0.993614551,0.993614551,0.993614551,89630,89630,89630,0.488536241,0.488536241,0.488536241,89630,89630,89630,0.880977683,0.880977683,0.880977683,89630,89630,89630,0.540812005,0.540812005,0.540812005,89630,89630,89630,0,0,0,89630,89630,89630,0,0,0
8478,89639,89639,89639,0.986341908,0.986341908,0.986341908,89639,89639,89639,0.437885644,0.437885644,0.437885644,89639,89639,89639,0.896167844,0.896167844,0.896167844,89639,89639,89639,0.483697787,0.483697787,0.483697787,89639,89639,89639,0,0,0,89639,89639,89639,0,0,0
8479,89648,89648,89648,0.997282041,0.997282041,0.997282041,89648,89648,89648,0.467076032,0.467076032,0.467076032,89648,89648,89648,0.865021499,0.865021499,0.865021499,89648,89648,89648,0.508950598,0.508950598,0.508950598,89648,89648,89648,0,0,0,89648,89648,89648,0,0,0
8480,89657,89657,89657,0.989516474,0.989516474,0.989516474,89657,89657,89657,0.450022234,0.450022234,0.450022234,89657,89657,89657,0.875701839,0.875701839,0.875701839,89657,89657,89657,0.522125655,0.522125655,0.522125655,89657,89657,89657,0,0,0,89657,89657,89657,0,0,0
8481,89666,89666,89666,0.991816942,0.991816942,0.991816942,89666,89666,89666,0.581594099,0.581594099,0.581594099,89666,89666,89666,0.919844021,0.919844021,0.919844021,89666,89666,89666,0.612950662,0.612950662,0.612950662,89666,89666,89666,0,0,0,89666,89666,89666,0,0,0
8482,89675,89675,89675,0.991552647,0.991552647,0.991552647,89675,89675,89675,0.430099633,0.430099633,0.430099633,89675,89675,89675,0.899782385,0.899782385,0.899782385,89675,89675,89675,0.483094971,0.483094971,0.483094971,89675,89675,89675,0,0,0,89675,89675,89675,0,0,0
8483,89684,89684,89684,0.996217178,0.996217178,0.996217178,89684,89684,89684,0.445907034,0.445907034,0.445907034,89684,89684,89684,0.875062922,0.875062922,0.875062922,89684,89684,89684,0.496666874,0.496666874,0.496666874,89684,89684,89684,0,0,0,89684,89684,89684,0,0,0
8484,89693,89693,89693,0.99285005,0.99285005,0.99285005,89693,89693,89693,0.483550039,0.483550039,0.483550039,89693,89693,89693,0.923474268,0.923474268,0.923474268,89693,89693,89693,0.54123251,0.54123251,0.54123251,89693,89693,89693,0,0,0,89693,89693,89693,0,0,0
8485,89702,89702,89702,0.988496131,0.988496131,0.988496131,89702,89702,89702,0.466288218,0.466288218,0.466288218,89702,89702,89702,0.890554435,0.890554435,0.890554435,89702,89702,89702,0.520251139,0.520251139,0.520251139,89702,89702,89702,0,0,0,89702,89702,89702,0,0,0
8486,89711,89711,89711,0.986958547,0.986958547,0.986958547,89711,89711,89711,0.428388419,0.428388419,0.428388419,89711,89711,89711,0.895213172,0.895213172,0.895213172,89711,89711,89711,0.482502243,0.482502243,0.482502243,89711,89711,89711,0,0,0,89711,89711,89711,0,0,0
8487,89720,89720,89720,0.976676807,0.976676807,0.976676807,89720,89720,89720,0.351016099,0.351016099,0.351016099,89720,89720,89720,0.879091155,0.879091155,0.879091155,89720,89720,89720,0.423677395,0.423677395,0.423677395,89720,89720,89720,0,0,0,89720,89720,89720,0,0,0
8488,89729,89729,89729,0.996280553,0.996280553,0.996280553,89729,89729,89729,0.514908473,0.514908473,0.514908473,89729,89729,89729,0.903076414,0.903076414,0.903076414,89729,89729,89729,0.588524787,0.588524787,0.588524787,89729,89729,89729,0,0,0,89729,89729,89729,0,0,0
8489,89738,89738,89738,0.992258973,0.992258973,0.992258973,89738,89738,89738,0.469255189,0.469255189,0.469255189,89738,89738,89738,0.921690789,0.921690789,0.921690789,89738,89738,89738,0.536865234,0.536865234,0.536865234,89738,89738,89738,0,0,0,89738,89738,89738,0,0,0
8490,89747,89747,89747,0.98926929,0.98926929,0.98926929,89747,89747,89747,0.463387121,0.463387121,0.463387121,89747,89747,89747,0.919642857,0.919642857,0.919642857,89747,89747,89747,0.524992334,0.524992334,0.524992334,89747,89747,89747,0,0,0,89747,89747,89747,0,0,0
8491,89756,89756,89756,0.987470057,0.987470057,0.987470057,89756,89756,89756,0.502982582,0.502982582,0.502982582,89756,89756,89756,0.878141792,0.878141792,0.878141792,89756,89756,89756,0.537248876,0.537248876,0.537248876,89756,89756,89756,0,0,0,89756,89756,89756,0,0,0
8492,89765,89765,89765,0.991913747,0.991913747,0.991913747,89765,89765,89765,0.457655466,0.457655466,0.457655466,89765,89765,89765,0.893655958,0.893655958,0.893655958,89765,89765,89765,0.48717637,0.48717637,0.48717637,89765,89765,89765,0,0,0,89765,89765,89765,0,0,0
8493,89774,89774,89774,0.988353561,0.988353561,0.988353561,89774,89774,89774,0.408805678,0.408805678,0.408805678,89774,89774,89774,0.876424989,0.876424989,0.876424989,89774,89774,89774,0.442697668,0.442697668,0.442697668,89774,89774,89774,0,0,0,89774,89774,89774,0,0,0
8494,89783,89783,89783,0.987616099,0.987616099,0.987616099,89783,89783,89783,0.515125241,0.515125241,0.515125241,89783,89783,89783,0.885534374,0.885534374,0.885534374,89783,89783,89783,0.577553904,0.577553904,0.577553904,89783,89783,89783,0,0,0,89783,89783,89783,0,0,0
8495,89792,89792,89792,0.991050044,0.991050044,0.991050044,89792,89792,89792,0.407900251,0.407900251,0.407900251,89792,89792,89792,0.884660014,0.884660014,0.884660014,89792,89792,89792,0.480998765,0.480998765,0.480998765,89792,89792,89792,0,0,0,89792,89792,89792,0,0,0
8496,89801,89801,89801,0.990190142,0.990190142,0.990190142,89801,89801,89801,0.412441327,0.412441327,0.412441327,89801,89801,89801,0.852249832,0.852249832,0.852249832,89801,89801,89801,0.472522955,0.472522955,0.472522955,89801,89801,89801,0,0,0,89801,89801,89801,0,0,0
8497,89810,89810,89810,0.991677337,0.991677337,0.991677337,89810,89810,89810,0.451268358,0.451268358,0.451268358,89810,89810,89810,0.874656728,0.874656728,0.874656728,89810,89810,89810,0.507730078,0.507730078,0.507730078,89810,89810,89810,0,0,0,89810,89810,89810,0,0,0
8498,89819,89819,89819,0.993313953,0.993313953,0.993313953,89819,89819,89819,0.363133641,0.363133641,0.363133641,89819,89819,89819,0.905743336,0.905743336,0.905743336,89819,89819,89819,0.418747657,0.418747657,0.418747657,89819,89819,89819,0,0,0,89819,89819,89819,0,0,0
8499,89828,89828,89828,0.99101376,0.99101376,0.99101376,89828,89828,89828,0.369649599,0.369649599,0.369649599,89828,89828,89828,0.906334597,0.906334597,0.906334597,89828,89828,89828,0.422998873,0.422998873,0.422998873,89828,89828,89828,0,0,0,89828,89828,89828,0,0,0
8500,89837,89837,89837,0.992195453,0.992195453,0.992195453,89837,89837,89837,0.432946357,0.432946357,0.432946357,89837,89837,89837,0.930325149,0.930325149,0.930325149,89837,89837,89837,0.507115136,0.507115136,0.507115136,89837,89837,89837,0,0,0,89837,89837,89837,0,0,0
8501,89846,89846,89846,0.98634118,0.98634118,0.98634118,89846,89846,89846,0.488733297,0.488733297,0.488733297,89846,89846,89846,0.863259797,0.863259797,0.863259797,89846,89846,89846,0.555408722,0.555408722,0.555408722,89846,89846,89846,0,0,0,89846,89846,89846,0,0,0
8502,89855,89855,89855,0.989385655,0.989385655,0.989385655,89855,89855,89855,0.458571645,0.458571645,0.458571645,89855,89855,89855,0.902520498,0.902520498,0.902520498,89855,89855,89855,0.503895467,0.503895467,0.503895467,89855,89855,89855,0,0,0,89855,89855,89855,0,0,0
8503,89864,89864,89864,0.993217273,0.993217273,0.993217273,89864,89864,89864,0.442421763,0.442421763,0.442421763,89864,89864,89864,0.886920385,0.886920385,0.886920385,89864,89864,89864,0.523011109,0.523011109,0.523011109,89864,89864,89864,0,0,0,89864,89864,89864,0,0,0
8504,89873,89873,89873,0.992936235,0.992936235,0.992936235,89873,89873,89873,0.492830334,0.492830334,0.492830334,89873,89873,89873,0.895154185,0.895154185,0.895154185,89873,89873,89873,0.550567747,0.550567747,0.550567747,89873,89873,89873,0,0,0,89873,89873,89873,0,0,0
8505,89882,89882,89882,0.991702355,0.991702355,0.991702355,89882,89882,89882,0.384205809,0.384205809,0.384205809,89882,89882,89882,0.870486278,0.870486278,0.870486278,89882,89882,89882,0.451160508,0.451160508,0.451160508,89882,89882,89882,0,0,0,89882,89882,89882,0,0,0
8506,89891,89891,89891,0.990882763,0.990882763,0.990882763,89891,89891,89891,0.44841665,0.44841665,0.44841665,89891,89891,89891,0.86165001,0.86165001,0.86165001,89891,89891,89891,0.487714303,0.487714303,0.487714303,89891,89891,89891,0,0,0,89891,89891,89891,0,0,0
8507,89900,89900,89900,0.984277879,0.984277879,0.984277879,89900,89900,89900,0.411622276,0.411622276,0.411622276,89900,89900,89900,0.890881913,0.890881913,0.890881913,89900,89900,89900,0.478576764,0.478576764,0.478576764,89900,89900,89900,0,0,0,89900,89900,89900,0,0,0
8508,89909,89909,89909,0.986419431,0.986419431,0.986419431,89909,89909,89909,0.387567232,0.387567232,0.387567232,89909,89909,89909,0.872260193,0.872260193,0.872260193,89909,89909,89909,0.435398464,0.435398464,0.435398464,89909,89909,89909,0,0,0,89909,89909,89909,0,0,0
8509,89918,89918,89918,0.990839135,0.990839135,0.990839135,89918,89918,89918,0.41870217,0.41870217,0.41870217,89918,89918,89918,0.900944483,0.900944483,0.900944483,89918,89918,89918,0.475040475,0.475040475,0.475040475,89918,89918,89918,0,0,0,89918,89918,89918,0,0,0
8510,89927,89927,89927,0.987927766,0.987927766,0.987927766,89927,89927,89927,0.48172511,0.48172511,0.48172511,89927,89927,89927,0.885430885,0.885430885,0.885430885,89927,89927,89927,0.520171674,0.520171674,0.520171674,89927,89927,89927,0,0,0,89927,89927,89927,0,0,0
8511,89936,89936,89936,0.98031648,0.98031648,0.98031648,89936,89936,89936,0.398107223,0.398107223,0.398107223,89936,89936,89936,0.869554753,0.869554753,0.869554753,89936,89936,89936,0.447960145,0.447960145,0.447960145,89936,89936,89936,0,0,0,89936,89936,89936,0,0,0
8512,89945,89945,89945,0.996545257,0.996545257,0.996545257,89945,89945,89945,0.480389769,0.480389769,0.480389769,89945,89945,89945,0.900522583,0.900522583,0.900522583,89945,89945,89945,0.546454843,0.546454843,0.546454843,89945,89945,89945,0,0,0,89945,89945,89945,0,0,0
8513,89954,89954,89954,0.98836689,0.98836689,0.98836689,89954,89954,89954,0.436588555,0.436588555,0.436588555,89954,89954,89954,0.838311228,0.838311228,0.838311228,89954,89954,89954,0.504542891,0.504542891,0.504542891,89954,89954,89954,0,0,0,89954,89954,89954,0,0,0
8514,89963,89963,89963,0.98992412,0.98992412,0.98992412,89963,89963,89963,0.414680447,0.414680447,0.414680447,89963,89963,89963,0.89553645,0.89553645,0.89553645,89963,89963,89963,0.466466186,0.466466186,0.466466186,89963,89963,89963,0,0,0,89963,89963,89963,0,0,0
8515,89972,89972,89972,0.992213805,0.992213805,0.992213805,89972,89972,89972,0.46403293,0.46403293,0.46403293,89972,89972,89972,0.915891589,0.915891589,0.915891589,89972,89972,89972,0.509911482,0.509911482,0.509911482,89972,89972,89972,0,0,0,89972,89972,89972,0,0,0
8516,89981,89981,89981,0.991394528,0.991394528,0.991394528,89981,89981,89981,0.452046364,0.452046364,0.452046364,89981,89981,89981,0.87142559,0.87142559,0.87142559,89981,89981,89981,0.471588528,0.471588528,0.471588528,89981,89981,89981,0,0,0,89981,89981,89981,0,0,0
8517,89990,89990,89990,0.989230064,0.989230064,0.989230064,89990,89990,89990,0.437378392,0.437378392,0.437378392,89990,89990,89990,0.903446799,0.903446799,0.903446799,89990,89990,89990,0.484510222,0.484510222,0.484510222,89990,89990,89990,0,0,0,89990,89990,89990,0,0,0
8518,89999,89999,89999,0.995710609,0.995710609,0.995710609,89999,89999,89999,0.492371572,0.492371572,0.492371572,89999,89999,89999,0.892256482,0.892256482,0.892256482,89999,89999,89999,0.550600739,0.550600739,0.550600739,89999,89999,89999,0,0,0,89999,89999,89999,0,0,0
8519,90008,90008,90008,0.99219192,0.99219192,0.99219192,90008,90008,90008,0.435121064,0.435121064,0.435121064,90008,90008,90008,0.904066074,0.904066074,0.904066074,90008,90008,90008,0.501344602,0.501344602,0.501344602,90008,90008,90008,0,0,0,90008,90008,90008,0,0,0
8520,90017,90017,90017,0.989797236,0.989797236,0.989797236,90017,90017,90017,0.395204587,0.395204587,0.395204587,90017,90017,90017,0.907148121,0.907148121,0.907148121,90017,90017,90017,0.438578012,0.438578012,0.438578012,90017,90017,90017,0,0,0,90017,90017,90017,0,0,0
8521,90026,90026,90026,0.993006993,0.993006993,0.993006993,90026,90026,90026,0.444207966,0.444207966,0.444207966,90026,90026,90026,0.89502187,0.89502187,0.89502187,90026,90026,90026,0.500158278,0.500158278,0.500158278,90026,90026,90026,0,0,0,90026,90026,90026,0,0,0
8522,90035,90035,90035,0.980922744,0.980922744,0.980922744,90035,90035,90035,0.380728555,0.380728555,0.380728555,90035,90035,90035,0.880852684,0.880852684,0.880852684,90035,90035,90035,0.420445289,0.420445289,0.420445289,90035,90035,90035,0,0,0,90035,90035,90035,0,0,0
8523,90044,90044,90044,0.989932886,0.989932886,0.989932886,90044,90044,90044,0.471211658,0.471211658,0.471211658,90044,90044,90044,0.86807942,0.86807942,0.86807942,90044,90044,90044,0.527749491,0.527749491,0.527749491,90044,90044,90044,0,0,0,90044,90044,90044,0,0,0
8524,90053,90053,90053,0.989962359,0.989962359,0.989962359,90053,90053,90053,0.51131609,0.51131609,0.51131609,90053,90053,90053,0.891179249,0.891179249,0.891179249,90053,90053,90053,0.56090977,0.56090977,0.56090977,90053,90053,90053,0,0,0,90053,90053,90053,0,0,0
