validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,ft-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,ft-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,ft-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,ft-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,ft-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,ft-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,ft-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,ft-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,fb-Eii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MAX,fb-iEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MAX,fb-iEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MAX,fb-EEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MAX,fb-iiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MAX,fb-EiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MAX,fb-iii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MAX,fb-EEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MAX
30,20179.5,20176,20183,0.474074074,0.474074074,0.474074074,0.592592593,0.592592593,0.592592593,0,0,0,0.771084337,0.771084337,0.771084337,0.42384106,0.42384106,0.42384106,0,0,0,0.987159441,0.987159441,0.987159441,0.995478387,0.995478387,0.995478387,20179.5,20176,20183,0.132780083,0.132780083,0.132780083,0.055993001,0.055993001,0.055993001,0,0,0,0.124271845,0.124271845,0.124271845,0.081012658,0.081012658,0.081012658,0,0,0,0.70972415,0.70972415,0.70972415,0.696340257,0.696340257,0.696340257
31,20187.5,20184,20191,0.581818182,0.581818182,0.581818182,0.513513514,0.513513514,0.513513514,0,0,0,0.96969697,0.96969697,0.96969697,0.287878788,0.287878788,0.287878788,0,0,0,0.992404611,0.992404611,0.992404611,0.991899554,0.991899554,0.991899554,20187.5,20184,20191,0.123552124,0.123552124,0.123552124,0.033928571,0.033928571,0.033928571,0,0,0,0.134453782,0.134453782,0.134453782,0.045130641,0.045130641,0.045130641,0,0,0,0.766758091,0.766758091,0.766758091,0.710494151,0.710494151,0.710494151
32,20195.5,20192,20199,0.451612903,0.451612903,0.451612903,0.244444444,0.244444444,0.244444444,0,0,0,0.636363636,0.636363636,0.636363636,0.166666667,0.166666667,0.166666667,0,0,0,0.991150442,0.991150442,0.991150442,0.937806257,0.937806257,0.937806257,20195.5,20192,20199,0.081871345,0.081871345,0.081871345,0.020754717,0.020754717,0.020754717,0,0,0,0.084168337,0.084168337,0.084168337,0.023084995,0.023084995,0.023084995,0,0,0,0.853101029,0.853101029,0.853101029,0.593137255,0.593137255,0.593137255
33,20203.5,20200,20207,0.271186441,0.271186441,0.271186441,0.666666667,0.666666667,0.666666667,0,0,0,0.484848485,0.484848485,0.484848485,0.8,0.8,0.8,0,0,0,0.995700495,0.995700495,0.995700495,0.999222597,0.999222597,0.999222597,20203.5,20200,20207,0.022503516,0.022503516,0.022503516,0.070407041,0.070407041,0.070407041,0,0,0,0.027874564,0.027874564,0.027874564,0.070098576,0.070098576,0.070098576,0,0,0,0.895354952,0.895354952,0.895354952,0.795769403,0.795769403,0.795769403
34,20211.5,20208,20215,0.587155963,0.587155963,0.587155963,0.566371681,0.566371681,0.566371681,0,0,0,0.60952381,0.60952381,0.60952381,0.474074074,0.474074074,0.474074074,0,0,0,0.990454851,0.990454851,0.990454851,0.998884721,0.998884721,0.998884721,20211.5,20208,20215,0.10738255,0.10738255,0.10738255,0.066875653,0.066875653,0.066875653,0,0,0,0.117001828,0.117001828,0.117001828,0.068303095,0.068303095,0.068303095,0,0,0,0.899480977,0.899480977,0.899480977,0.808184143,0.808184143,0.808184143
35,20219.5,20216,20223,0.955223881,0.955223881,0.955223881,0.8,0.8,0.8,0,0,0,0.984615385,0.984615385,0.984615385,0.581818182,0.581818182,0.581818182,0,0,0,0.995451708,0.995451708,0.995451708,0.996360696,0.996360696,0.996360696,20219.5,20216,20223,0.099378882,0.099378882,0.099378882,0.062683643,0.062683643,0.062683643,0,0,0,0.088642659,0.088642659,0.088642659,0.082368082,0.082368082,0.082368082,0,0,0,0.863939106,0.863939106,0.863939106,0.837488167,0.837488167,0.837488167
36,20227.5,20224,20231,0.719101124,0.719101124,0.719101124,0.032258065,0.032258065,0.032258065,0,0,0,0.914285714,0.914285714,0.914285714,0.029850746,0.029850746,0.029850746,0,0,0,0.996105452,0.996105452,0.996105452,0.983356941,0.983356941,0.983356941,20227.5,20224,20231,0.129032258,0.129032258,0.129032258,0.001526718,0.001526718,0.001526718,0,0,0,0.084880637,0.084880637,0.084880637,0.002105263,0.002105263,0.002105263,0,0,0,0.830988855,0.830988855,0.830988855,0.637927702,0.637927702,0.637927702
37,20235.5,20232,20239,0.395604396,0.395604396,0.395604396,0.459259259,0.459259259,0.459259259,0,0,0,0.492753623,0.492753623,0.492753623,0.402597403,0.402597403,0.402597403,0,0,0,0.988083416,0.988083416,0.988083416,0.972215269,0.972215269,0.972215269,20235.5,20232,20239,0.057877814,0.057877814,0.057877814,0.072599532,0.072599532,0.072599532,0,0,0,0.057239057,0.057239057,0.057239057,0.070615034,0.070615034,0.070615034,0,0,0,0.894702867,0.894702867,0.894702867,0.708966339,0.708966339,0.708966339
38,20243.5,20240,20247,0.524590164,0.524590164,0.524590164,0.719101124,0.719101124,0.719101124,0,0,0,0.566371681,0.566371681,0.566371681,0.576576577,0.576576577,0.576576577,0,0,0,0.993205318,0.993205318,0.993205318,0.99902439,0.99902439,0.99902439,20243.5,20240,20247,0.101587302,0.101587302,0.101587302,0.073817762,0.073817762,0.073817762,0,0,0,0.093979442,0.093979442,0.093979442,0.074505239,0.074505239,0.074505239,0,0,0,0.898292325,0.898292325,0.898292325,0.769935839,0.769935839,0.769935839
39,20251.5,20248,20255,0.752941176,0.752941176,0.752941176,0.603773585,0.603773585,0.603773585,0,0,0,0.888888889,0.888888889,0.888888889,0.524590164,0.524590164,0.524590164,0,0,0,0.99498673,0.99498673,0.99498673,0.998634679,0.998634679,0.998634679,20251.5,20248,20255,0.110535406,0.110535406,0.110535406,0.054654142,0.054654142,0.054654142,0,0,0,0.087671233,0.087671233,0.087671233,0.069039914,0.069039914,0.069039914,0,0,0,0.876366148,0.876366148,0.876366148,0.759307359,0.759307359,0.759307359
40,20259.5,20256,20263,0.68,0.68,0.68,0.473684211,0.473684211,0.473684211,0,0,0,0.723404255,0.723404255,0.723404255,0.34,0.34,0.34,0,0,0,0.992337165,0.992337165,0.992337165,0.953693073,0.953693073,0.953693073,20259.5,20256,20263,0.062730627,0.062730627,0.062730627,0.026446281,0.026446281,0.026446281,0,0,0,0.045945946,0.045945946,0.045945946,0.038369305,0.038369305,0.038369305,0,0,0,0.833352379,0.833352379,0.833352379,0.444299249,0.444299249,0.444299249
41,20267.5,20264,20271,0.837209302,0.837209302,0.837209302,0.771084337,0.771084337,0.771084337,0,0,0,0.87804878,0.87804878,0.87804878,0.615384615,0.615384615,0.615384615,0,0,0,0.996297942,0.996297942,0.996297942,0.999174236,0.999174236,0.999174236,20267.5,20264,20271,0.079120879,0.079120879,0.079120879,0.057866184,0.057866184,0.057866184,0,0,0,0.076271186,0.076271186,0.076271186,0.084210526,0.084210526,0.084210526,0,0,0,0.762509646,0.762509646,0.762509646,0.773846154,0.773846154,0.773846154
42,20275.5,20272,20279,0.984615385,0.984615385,0.984615385,0.633663366,0.633663366,0.633663366,0,0,0,1,1,1,0.47761194,0.47761194,0.47761194,0,0,0,0.994285714,0.994285714,0.994285714,1,1,1,20275.5,20272,20279,0.135306554,0.135306554,0.135306554,0.068817204,0.068817204,0.068817204,0,0,0,0.120982987,0.120982987,0.120982987,0.093023256,0.093023256,0.093023256,0,0,0,0.815053502,0.815053502,0.815053502,0.848364279,0.848364279,0.848364279
43,20283.5,20280,20287,0.955223881,0.955223881,0.955223881,0.363636364,0.363636364,0.363636364,0,0,0,0.96969697,0.96969697,0.96969697,0.294736842,0.294736842,0.294736842,0,0,0,0.997104968,0.997104968,0.997104968,0.992581738,0.992581738,0.992581738,20283.5,20280,20287,0.126732673,0.126732673,0.126732673,0.033573141,0.033573141,0.033573141,0,0,0,0.106312292,0.106312292,0.106312292,0.041791045,0.041791045,0.041791045,0,0,0,0.858057407,0.858057407,0.858057407,0.848888079,0.848888079,0.848888079
44,20291.5,20288,20295,0.491803279,0.491803279,0.491803279,0.43902439,0.43902439,0.43902439,0,0,0,0.612244898,0.612244898,0.612244898,0.365384615,0.365384615,0.365384615,0,0,0,0.98464221,0.98464221,0.98464221,0.860428232,0.860428232,0.860428232,20291.5,20288,20295,0.071770335,0.071770335,0.071770335,0.044226044,0.044226044,0.044226044,0,0,0,0.062370062,0.062370062,0.062370062,0.050464807,0.050464807,0.050464807,0,0,0,0.897985289,0.897985289,0.897985289,0.471688823,0.471688823,0.471688823
45,20299.5,20296,20303,0.561403509,0.561403509,0.561403509,0.561403509,0.561403509,0.561403509,0,0,0,0.653061224,0.653061224,0.653061224,0.556521739,0.556521739,0.556521739,0,0,0,0.992491567,0.992491567,0.992491567,0.99524838,0.99524838,0.99524838,20299.5,20296,20303,0.145124717,0.145124717,0.145124717,0.085561497,0.085561497,0.085561497,0,0,0,0.09495549,0.09495549,0.09495549,0.10720268,0.10720268,0.10720268,0,0,0,0.856881003,0.856881003,0.856881003,0.104755341,0.104755341,0.104755341
46,20307.5,20304,20311,0.914285714,0.914285714,0.914285714,0.901408451,0.901408451,0.901408451,0,0,0,0.984615385,0.984615385,0.984615385,0.831168831,0.831168831,0.831168831,0,0,0,0.998593936,0.998593936,0.998593936,0.997402597,0.997402597,0.997402597,20307.5,20304,20311,0.173441734,0.173441734,0.173441734,0.079110012,0.079110012,0.079110012,0,0,0,0.081841432,0.081841432,0.081841432,0.08719346,0.08719346,0.08719346,0,0,0,0.844638789,0.844638789,0.844638789,0.033674963,0.033674963,0.033674963
47,20315.5,20312,20319,0.761904762,0.761904762,0.761904762,0.493506494,0.493506494,0.493506494,0,0,0,0.905660377,0.905660377,0.905660377,0.404255319,0.404255319,0.404255319,0,0,0,0.996375821,0.996375821,0.996375821,0.984219002,0.984219002,0.984219002,20315.5,20312,20319,0.121827411,0.121827411,0.121827411,0.042183623,0.042183623,0.042183623,0,0,0,0.069767442,0.069767442,0.069767442,0.036480687,0.036480687,0.036480687,0,0,0,0.865141785,0.865141785,0.865141785,0.228353949,0.228353949,0.228353949
48,20323.5,20320,20327,0.846153846,0.846153846,0.846153846,0.537815126,0.537815126,0.537815126,0,0,0,0.977777778,0.977777778,0.977777778,0.378698225,0.378698225,0.378698225,0,0,0,0.993271125,0.993271125,0.993271125,0.997759522,0.997759522,0.997759522,20323.5,20320,20327,0.112244898,0.112244898,0.112244898,0.065306122,0.065306122,0.065306122,0,0,0,0.103529412,0.103529412,0.103529412,0.065641026,0.065641026,0.065641026,0,0,0,0.834831219,0.834831219,0.834831219,0.645092999,0.645092999,0.645092999
49,20331.5,20328,20335,0.507936508,0.507936508,0.507936508,0.463768116,0.463768116,0.463768116,0,0,0,0.603773585,0.603773585,0.603773585,0.4,0.4,0.4,0,0,0,0.989626713,0.989626713,0.989626713,1,1,1,20331.5,20328,20335,0.113475177,0.113475177,0.113475177,0.051571313,0.051571313,0.051571313,0,0,0,0.084544254,0.084544254,0.084544254,0.073563218,0.073563218,0.073563218,0,0,0,0.527314866,0.527314866,0.527314866,0.418365506,0.418365506,0.418365506
50,20339.5,20336,20343,0.503937008,0.503937008,0.503937008,0.480769231,0.480769231,0.480769231,0,0,0,0.780487805,0.780487805,0.780487805,0.457142857,0.457142857,0.457142857,0,0,0,0.99192161,0.99192161,0.99192161,0.987235594,0.987235594,0.987235594,20339.5,20336,20343,0.104234528,0.104234528,0.104234528,0.039115646,0.039115646,0.039115646,0,0,0,0.083879423,0.083879423,0.083879423,0.050273224,0.050273224,0.050273224,0,0,0,0.227177059,0.227177059,0.227177059,0.325744559,0.325744559,0.325744559
51,20347.5,20344,20351,0.25974026,0.25974026,0.25974026,0.564102564,0.564102564,0.564102564,0,0,0,0.3125,0.3125,0.3125,0.488888889,0.488888889,0.488888889,0,0,0,0.993927816,0.993927816,0.993927816,0.989724892,0.989724892,0.989724892,20347.5,20344,20351,0.03327787,0.03327787,0.03327787,0.033976834,0.033976834,0.033976834,0,0,0,0.025348542,0.025348542,0.025348542,0.036208733,0.036208733,0.036208733,0,0,0,0.378774989,0.378774989,0.378774989,0.105211599,0.105211599,0.105211599
52,20355.5,20352,20359,0.505050505,0.505050505,0.505050505,0.615384615,0.615384615,0.615384615,0,0,0,0.581395349,0.581395349,0.581395349,0.5,0.5,0.5,0,0,0,0.990463039,0.990463039,0.990463039,0.996464088,0.996464088,0.996464088,20355.5,20352,20359,0.081037277,0.081037277,0.081037277,0.057460612,0.057460612,0.057460612,0,0,0,0.062034739,0.062034739,0.062034739,0.060165975,0.060165975,0.060165975,0,0,0,0.5124847,0.5124847,0.5124847,0.465793985,0.465793985,0.465793985
53,20363.5,20360,20367,0.587155963,0.587155963,0.587155963,0.533333333,0.533333333,0.533333333,0,0,0,0.653061224,0.653061224,0.653061224,0.407643312,0.407643312,0.407643312,0,0,0,0.965052556,0.965052556,0.965052556,0.944410754,0.944410754,0.944410754,20363.5,20360,20367,0.106312292,0.106312292,0.106312292,0.071174377,0.071174377,0.071174377,0,0,0,0.069716776,0.069716776,0.069716776,0.068259386,0.068259386,0.068259386,0,0,0,0.760467824,0.760467824,0.760467824,0.608064683,0.608064683,0.608064683
54,20371.5,20368,20375,0.680851064,0.680851064,0.680851064,0.643678161,0.643678161,0.643678161,0,0,0,0.888888889,0.888888889,0.888888889,0.455284553,0.455284553,0.455284553,0,0,0,0.992437413,0.992437413,0.992437413,0.993301642,0.993301642,0.993301642,20371.5,20368,20375,0.106312292,0.106312292,0.106312292,0.069565217,0.069565217,0.069565217,0,0,0,0.090267983,0.090267983,0.090267983,0.063191153,0.063191153,0.063191153,0,0,0,0.867336496,0.867336496,0.867336496,0.694189957,0.694189957,0.694189957
55,20379.5,20376,20383,0.686567164,0.686567164,0.686567164,0.268656716,0.268656716,0.268656716,0,0,0,0.830188679,0.830188679,0.830188679,0.257142857,0.257142857,0.257142857,0,0,0,0.99507288,0.99507288,0.99507288,0.972442192,0.972442192,0.972442192,20379.5,20376,20383,0.141104294,0.141104294,0.141104294,0.035363458,0.035363458,0.035363458,0,0,0,0.111111111,0.111111111,0.111111111,0.035928144,0.035928144,0.035928144,0,0,0,0.920332071,0.920332071,0.920332071,0.659698026,0.659698026,0.659698026
56,20387.5,20384,20391,0.96,0.96,0.96,0.831168831,0.831168831,0.831168831,0,0,0,0.923076923,0.923076923,0.923076923,0.703296703,0.703296703,0.703296703,0,0,0,0.997935092,0.997935092,0.997935092,0.997927154,0.997927154,0.997927154,20387.5,20384,20391,0.103896104,0.103896104,0.103896104,0.067368421,0.067368421,0.067368421,0,0,0,0.075709779,0.075709779,0.075709779,0.078720787,0.078720787,0.078720787,0,0,0,0.887225308,0.887225308,0.887225308,0.645996717,0.645996717,0.645996717
57,20395.5,20392,20399,0.96969697,0.96969697,0.96969697,0.790123457,0.790123457,0.790123457,0,0,0,1,1,1,0.790123457,0.790123457,0.790123457,0,0,0,0.99614227,0.99614227,0.99614227,0.993720744,0.993720744,0.993720744,20395.5,20392,20399,0.174386921,0.174386921,0.174386921,0.055030095,0.055030095,0.055030095,0,0,0,0.158415842,0.158415842,0.158415842,0.084656085,0.084656085,0.084656085,0,0,0,0.841169462,0.841169462,0.841169462,0.667076772,0.667076772,0.667076772
58,20403.5,20400,20407,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.96969697,0.96969697,0.96969697,0.842105263,0.842105263,0.842105263,0,0,0,0.997247512,0.997247512,0.997247512,0.994970279,0.994970279,0.994970279,20403.5,20400,20407,0.140043764,0.140043764,0.140043764,0.063936064,0.063936064,0.063936064,0,0,0,0.172506739,0.172506739,0.172506739,0.088033012,0.088033012,0.088033012,0,0,0,0.851155874,0.851155874,0.851155874,0.656531104,0.656531104,0.656531104
59,20411.5,20408,20415,1,1,1,0.173913043,0.173913043,0.173913043,0,0,0,1,1,1,0.179487179,0.179487179,0.179487179,0,0,0,0.996520822,0.996520822,0.996520822,0.985750636,0.985750636,0.985750636,20411.5,20408,20415,0.121896163,0.121896163,0.121896163,0.013259669,0.013259669,0.013259669,0,0,0,0.135338346,0.135338346,0.135338346,0.021604938,0.021604938,0.021604938,0,0,0,0.894024456,0.894024456,0.894024456,0.699221515,0.699221515,0.699221515
60,20419.5,20416,20423,0.933333333,0.933333333,0.933333333,0.842105263,0.842105263,0.842105263,0,0,0,0.777777778,0.777777778,0.777777778,0.761904762,0.761904762,0.761904762,0,0,0,0.998694878,0.998694878,0.998694878,0.999162245,0.999162245,0.999162245,20419.5,20416,20423,0.042042042,0.042042042,0.042042042,0.087912088,0.087912088,0.087912088,0,0,0,0.030042918,0.030042918,0.030042918,0.100787402,0.100787402,0.100787402,0,0,0,0.878525115,0.878525115,0.878525115,0.389663659,0.389663659,0.389663659
61,20427.5,20424,20431,0.955223881,0.955223881,0.955223881,0.666666667,0.666666667,0.666666667,0,0,0,0.984615385,0.984615385,0.984615385,0.571428571,0.571428571,0.571428571,0,0,0,0.995749203,0.995749203,0.995749203,0.998764924,0.998764924,0.998764924,20427.5,20424,20431,0.179775281,0.179775281,0.179775281,0.071032186,0.071032186,0.071032186,0,0,0,0.11786372,0.11786372,0.11786372,0.08815427,0.08815427,0.08815427,0,0,0,0.808966494,0.808966494,0.808966494,0.537875392,0.537875392,0.537875392
62,20435.5,20432,20439,0.955223881,0.955223881,0.955223881,0.703296703,0.703296703,0.703296703,0,0,0,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0.996197046,0.996197046,0.996197046,0.997527812,0.997527812,0.997527812,20435.5,20432,20439,0.166233766,0.166233766,0.166233766,0.047654505,0.047654505,0.047654505,0,0,0,0.101910828,0.101910828,0.101910828,0.073732719,0.073732719,0.073732719,0,0,0,0.746346608,0.746346608,0.746346608,0.535199411,0.535199411,0.535199411
63,20443.5,20440,20447,0.684931507,0.684931507,0.684931507,0.23255814,0.23255814,0.23255814,0,0,0,0.8,0.8,0.8,0.186915888,0.186915888,0.186915888,0,0,0,0.981595979,0.981595979,0.981595979,0.901438694,0.901438694,0.901438694,20443.5,20440,20447,0.148367953,0.148367953,0.148367953,0.014771049,0.014771049,0.014771049,0,0,0,0.077922078,0.077922078,0.077922078,0.021208908,0.021208908,0.021208908,0,0,0,0.75802812,0.75802812,0.75802812,0.448471478,0.448471478,0.448471478
64,20451.5,20448,20455,0,0,0,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.453900709,0.453900709,0.453900709,0,0,0,0.995021752,0.995021752,0.995021752,0.999108646,0.999108646,0.999108646,20451.5,20448,20455,0,0,0,0.052459016,0.052459016,0.052459016,0,0,0,0,0,0,0.062135922,0.062135922,0.062135922,0,0,0,0.762126303,0.762126303,0.762126303,0.295752655,0.295752655,0.295752655
65,20459.5,20456,20463,0,0,0,0.484848485,0.484848485,0.484848485,0,0,0,0,0,0,0.418300654,0.418300654,0.418300654,0,0,0,0.976862598,0.976862598,0.976862598,0.991305264,0.991305264,0.991305264,20459.5,20456,20463,0,0,0,0.046209386,0.046209386,0.046209386,0,0,0,0,0,0,0.062992126,0.062992126,0.062992126,0,0,0,0.575873301,0.575873301,0.575873301,0.307205744,0.307205744,0.307205744
66,20467.5,20464,20471,0,0,0,0.429906542,0.429906542,0.429906542,0,0,0,0,0,0,0.446601942,0.446601942,0.446601942,0,0,0,0.942212017,0.942212017,0.942212017,0.992448397,0.992448397,0.992448397,20467.5,20464,20471,0,0,0,0.031313819,0.031313819,0.031313819,0,0,0,0,0,0,0.049945711,0.049945711,0.049945711,0,0,0,0.140805495,0.140805495,0.140805495,0.192381409,0.192381409,0.192381409
67,20475.5,20472,20479,0.227272727,0.227272727,0.227272727,0.64516129,0.64516129,0.64516129,0,0,0,0.23255814,0.23255814,0.23255814,0.8,0.8,0.8,0,0,0,0.088779285,0.088779285,0.088779285,0.973079116,0.973079116,0.973079116,20475.5,20472,20479,0.043103448,0.043103448,0.043103448,0.042589438,0.042589438,0.042589438,0,0,0,0.019083969,0.019083969,0.019083969,0.056603774,0.056603774,0.056603774,0,0,0,0.10364932,0.10364932,0.10364932,0.091959706,0.091959706,0.091959706
68,20483.5,20480,20487,0.621359223,0.621359223,0.621359223,0.675675676,0.675675676,0.675675676,0,0,0,0.581818182,0.581818182,0.581818182,0.751879699,0.751879699,0.751879699,0,0,0,0.860051769,0.860051769,0.860051769,0.962923608,0.962923608,0.962923608,20483.5,20480,20487,0.174863388,0.174863388,0.174863388,0.068073519,0.068073519,0.068073519,0,0,0,0.108108108,0.108108108,0.108108108,0.158940397,0.158940397,0.158940397,0,0,0,0.153950441,0.153950441,0.153950441,0.222140583,0.222140583,0.222140583
69,20491.5,20488,20495,0.709219858,0.709219858,0.709219858,0.752941176,0.752941176,0.752941176,0,0,0,0.649350649,0.649350649,0.649350649,0.70718232,0.70718232,0.70718232,0,0,0,0.874576271,0.874576271,0.874576271,0.948765484,0.948765484,0.948765484,20491.5,20488,20495,0.189035917,0.189035917,0.189035917,0.079552517,0.079552517,0.079552517,0,0,0,0.161290323,0.161290323,0.161290323,0.183381089,0.183381089,0.183381089,0,0,0,0.25050661,0.25050661,0.25050661,0.508899633,0.508899633,0.508899633
70,20499.5,20496,20503,0.901408451,0.901408451,0.901408451,0.565517241,0.565517241,0.565517241,0,0,0,0.927536232,0.927536232,0.927536232,0.554054054,0.554054054,0.554054054,0,0,0,0.975583927,0.975583927,0.975583927,0.964565362,0.964565362,0.964565362,20499.5,20496,20503,0.227353464,0.227353464,0.227353464,0.052117264,0.052117264,0.052117264,0,0,0,0.205787781,0.205787781,0.205787781,0.105670103,0.105670103,0.105670103,0,0,0,0.521454112,0.521454112,0.521454112,0.579516539,0.579516539,0.579516539
71,20507.5,20504,20511,0.666666667,0.666666667,0.666666667,0.524590164,0.524590164,0.524590164,0,0,0,0.833333333,0.833333333,0.833333333,0.523809524,0.523809524,0.523809524,0,0,0,0.993952621,0.993952621,0.993952621,0.982566112,0.982566112,0.982566112,20507.5,20504,20511,0.14893617,0.14893617,0.14893617,0.045489007,0.045489007,0.045489007,0,0,0,0.066086957,0.066086957,0.066086957,0.065911432,0.065911432,0.065911432,0,0,0,0.684648236,0.684648236,0.684648236,0.5972717,0.5972717,0.5972717
72,20515.5,20512,20519,0.888888889,0.888888889,0.888888889,0.488549618,0.488549618,0.488549618,0,0,0,0.929577465,0.929577465,0.929577465,0.496124031,0.496124031,0.496124031,0,0,0,0.98095916,0.98095916,0.98095916,0.944154114,0.944154114,0.944154114,20515.5,20512,20519,0.141906874,0.141906874,0.141906874,0.048484848,0.048484848,0.048484848,0,0,0,0.068686869,0.068686869,0.068686869,0.067510549,0.067510549,0.067510549,0,0,0,0.692057896,0.692057896,0.692057896,0.281321474,0.281321474,0.281321474
73,20523.5,20520,20527,0.646464646,0.646464646,0.646464646,0.653061224,0.653061224,0.653061224,0,0,0,0.864864865,0.864864865,0.864864865,0.581818182,0.581818182,0.581818182,0,0,0,0.99225972,0.99225972,0.99225972,0.984248705,0.984248705,0.984248705,20523.5,20520,20527,0.156097561,0.156097561,0.156097561,0.047267356,0.047267356,0.047267356,0,0,0,0.139433551,0.139433551,0.139433551,0.06374502,0.06374502,0.06374502,0,0,0,0.673489234,0.673489234,0.673489234,0.268355078,0.268355078,0.268355078
74,20531.5,20528,20535,0.47761194,0.47761194,0.47761194,0.561403509,0.561403509,0.561403509,0,0,0,0.551724138,0.551724138,0.551724138,0.547008547,0.547008547,0.547008547,0,0,0,0.992170567,0.992170567,0.992170567,0.99099665,0.99099665,0.99099665,20531.5,20528,20535,0.129292929,0.129292929,0.129292929,0.044880785,0.044880785,0.044880785,0,0,0,0.120982987,0.120982987,0.120982987,0.06195547,0.06195547,0.06195547,0,0,0,0.625852974,0.625852974,0.625852974,0.278785025,0.278785025,0.278785025
75,20539.5,20536,20543,0.304761905,0.304761905,0.304761905,0.175438596,0.175438596,0.175438596,0,0,0,0.32,0.32,0.32,0.175438596,0.175438596,0.175438596,0,0,0,0.987457754,0.987457754,0.987457754,0.979948961,0.979948961,0.979948961,20539.5,20536,20543,0.118738404,0.118738404,0.118738404,0.007087172,0.007087172,0.007087172,0,0,0,0.121673004,0.121673004,0.121673004,0.008880995,0.008880995,0.008880995,0,0,0,0.559704069,0.559704069,0.559704069,0.284605729,0.284605729,0.284605729
76,20547.5,20544,20551,0.590163934,0.590163934,0.590163934,0.618556701,0.618556701,0.618556701,0,0,0,0.692307692,0.692307692,0.692307692,0.487804878,0.487804878,0.487804878,0,0,0,0.99417558,0.99417558,0.99417558,0.992961287,0.992961287,0.992961287,20547.5,20544,20551,0.086956522,0.086956522,0.086956522,0.045454545,0.045454545,0.045454545,0,0,0,0.056074766,0.056074766,0.056074766,0.061349693,0.061349693,0.061349693,0,0,0,0.769255769,0.769255769,0.769255769,0.240256959,0.240256959,0.240256959
