training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MAX
8883,97727,97727,97727,0.558293406,0.558293406,0.558293406,97727,97727,97727,0.520184825,0.520184825,0.520184825,97727,97727,97727,0.47385821,0.47385821,0.47385821,97727,97727,97727,0.394472689,0.394472689,0.394472689,97727,97727,97727,0.609825953,0.609825953,0.609825953,97727,97727,97727,0.625654171,0.625654171,0.625654171
8884,97736,97736,97736,0.446898122,0.446898122,0.446898122,97736,97736,97736,0.421065173,0.421065173,0.421065173,97736,97736,97736,0.366905601,0.366905601,0.366905601,97736,97736,97736,0.304500065,0.304500065,0.304500065,97736,97736,97736,0.539053442,0.539053442,0.539053442,97736,97736,97736,0.556282999,0.556282999,0.556282999
8885,97745,97745,97745,0.53266021,0.53266021,0.53266021,97745,97745,97745,0.467249404,0.467249404,0.467249404,97745,97745,97745,0.423440912,0.423440912,0.423440912,97745,97745,97745,0.340691489,0.340691489,0.340691489,97745,97745,97745,0.600306572,0.600306572,0.600306572,97745,97745,97745,0.609721832,0.609721832,0.609721832
8886,97754,97754,97754,0.458826155,0.458826155,0.458826155,97754,97754,97754,0.435349941,0.435349941,0.435349941,97754,97754,97754,0.393450757,0.393450757,0.393450757,97754,97754,97754,0.317335431,0.317335431,0.317335431,97754,97754,97754,0.534502321,0.534502321,0.534502321,97754,97754,97754,0.552433313,0.552433313,0.552433313
8887,97763,97763,97763,0.523031204,0.523031204,0.523031204,97763,97763,97763,0.480036505,0.480036505,0.480036505,97763,97763,97763,0.436084821,0.436084821,0.436084821,97763,97763,97763,0.358830597,0.358830597,0.358830597,97763,97763,97763,0.571484375,0.571484375,0.571484375,97763,97763,97763,0.581293037,0.581293037,0.581293037
8888,97772,97772,97772,0.475863821,0.475863821,0.475863821,97772,97772,97772,0.435973154,0.435973154,0.435973154,97772,97772,97772,0.376376652,0.376376652,0.376376652,97772,97772,97772,0.316739447,0.316739447,0.316739447,97772,97772,97772,0.542123687,0.542123687,0.542123687,97772,97772,97772,0.541705717,0.541705717,0.541705717
8889,97781,97781,97781,0.568083932,0.568083932,0.568083932,97781,97781,97781,0.53480715,0.53480715,0.53480715,97781,97781,97781,0.482544415,0.482544415,0.482544415,97781,97781,97781,0.396107456,0.396107456,0.396107456,97781,97781,97781,0.624004837,0.624004837,0.624004837,97781,97781,97781,0.633067729,0.633067729,0.633067729
8890,97790,97790,97790,0.498407152,0.498407152,0.498407152,97790,97790,97790,0.463739408,0.463739408,0.463739408,97790,97790,97790,0.419888216,0.419888216,0.419888216,97790,97790,97790,0.344862795,0.344862795,0.344862795,97790,97790,97790,0.537865911,0.537865911,0.537865911,97790,97790,97790,0.552196771,0.552196771,0.552196771
8891,97799,97799,97799,0.451043811,0.451043811,0.451043811,97799,97799,97799,0.407245472,0.407245472,0.407245472,97799,97799,97799,0.363932292,0.363932292,0.363932292,97799,97799,97799,0.290398126,0.290398126,0.290398126,97799,97799,97799,0.502327988,0.502327988,0.502327988,97799,97799,97799,0.498598726,0.498598726,0.498598726
8892,97808,97808,97808,0.55731179,0.55731179,0.55731179,97808,97808,97808,0.510701842,0.510701842,0.510701842,97808,97808,97808,0.452119309,0.452119309,0.452119309,97808,97808,97808,0.372565387,0.372565387,0.372565387,97808,97808,97808,0.611031911,0.611031911,0.611031911,97808,97808,97808,0.612954861,0.612954861,0.612954861
8893,97817,97817,97817,0.512590141,0.512590141,0.512590141,97817,97817,97817,0.475747675,0.475747675,0.475747675,97817,97817,97817,0.437735849,0.437735849,0.437735849,97817,97817,97817,0.369920993,0.369920993,0.369920993,97817,97817,97817,0.561866347,0.561866347,0.561866347,97817,97817,97817,0.568264889,0.568264889,0.568264889
8894,97826,97826,97826,0.507154538,0.507154538,0.507154538,97826,97826,97826,0.463577586,0.463577586,0.463577586,97826,97826,97826,0.409979306,0.409979306,0.409979306,97826,97826,97826,0.353283563,0.353283563,0.353283563,97826,97826,97826,0.576752104,0.576752104,0.576752104,97826,97826,97826,0.581406235,0.581406235,0.581406235
8895,97835,97835,97835,0.528931324,0.528931324,0.528931324,97835,97835,97835,0.500845206,0.500845206,0.500845206,97835,97835,97835,0.438498605,0.438498605,0.438498605,97835,97835,97835,0.359535386,0.359535386,0.359535386,97835,97835,97835,0.622434875,0.622434875,0.622434875,97835,97835,97835,0.630358974,0.630358974,0.630358974
8896,97844,97844,97844,0.416774345,0.416774345,0.416774345,97844,97844,97844,0.3810949,0.3810949,0.3810949,97844,97844,97844,0.33243278,0.33243278,0.33243278,97844,97844,97844,0.271995481,0.271995481,0.271995481,97844,97844,97844,0.480227223,0.480227223,0.480227223,97844,97844,97844,0.492606675,0.492606675,0.492606675
8897,97853,97853,97853,0.571668533,0.571668533,0.571668533,97853,97853,97853,0.50259542,0.50259542,0.50259542,97853,97853,97853,0.450716271,0.450716271,0.450716271,97853,97853,97853,0.371524951,0.371524951,0.371524951,97853,97853,97853,0.624989146,0.624989146,0.624989146,97853,97853,97853,0.635836177,0.635836177,0.635836177
8898,97862,97862,97862,0.638423162,0.638423162,0.638423162,97862,97862,97862,0.602787155,0.602787155,0.602787155,97862,97862,97862,0.548349375,0.548349375,0.548349375,97862,97862,97862,0.468093348,0.468093348,0.468093348,97862,97862,97862,0.682468904,0.682468904,0.682468904,97862,97862,97862,0.69753801,0.69753801,0.69753801
8899,97871,97871,97871,0.485159964,0.485159964,0.485159964,97871,97871,97871,0.442951216,0.442951216,0.442951216,97871,97871,97871,0.397955065,0.397955065,0.397955065,97871,97871,97871,0.3216459,0.3216459,0.3216459,97871,97871,97871,0.528216704,0.528216704,0.528216704,97871,97871,97871,0.555080722,0.555080722,0.555080722
8900,97880,97880,97880,0.583075045,0.583075045,0.583075045,97880,97880,97880,0.54176393,0.54176393,0.54176393,97880,97880,97880,0.4886982,0.4886982,0.4886982,97880,97880,97880,0.41363739,0.41363739,0.41363739,97880,97880,97880,0.623024831,0.623024831,0.623024831,97880,97880,97880,0.637335233,0.637335233,0.637335233
8901,97889,97889,97889,0.554829596,0.554829596,0.554829596,97889,97889,97889,0.500468252,0.500468252,0.500468252,97889,97889,97889,0.443046683,0.443046683,0.443046683,97889,97889,97889,0.361131716,0.361131716,0.361131716,97889,97889,97889,0.610359082,0.610359082,0.610359082,97889,97889,97889,0.632380037,0.632380037,0.632380037
8902,97898,97898,97898,0.442097322,0.442097322,0.442097322,97898,97898,97898,0.416541559,0.416541559,0.416541559,97898,97898,97898,0.369768387,0.369768387,0.369768387,97898,97898,97898,0.317080292,0.317080292,0.317080292,97898,97898,97898,0.505157056,0.505157056,0.505157056,97898,97898,97898,0.515538877,0.515538877,0.515538877
8903,97907,97907,97907,0.493963982,0.493963982,0.493963982,97907,97907,97907,0.453929252,0.453929252,0.453929252,97907,97907,97907,0.396137386,0.396137386,0.396137386,97907,97907,97907,0.323222635,0.323222635,0.323222635,97907,97907,97907,0.555972953,0.555972953,0.555972953,97907,97907,97907,0.569349704,0.569349704,0.569349704
8904,97916,97916,97916,0.495315582,0.495315582,0.495315582,97916,97916,97916,0.449633089,0.449633089,0.449633089,97916,97916,97916,0.399778055,0.399778055,0.399778055,97916,97916,97916,0.33127541,0.33127541,0.33127541,97916,97916,97916,0.550180832,0.550180832,0.550180832,97916,97916,97916,0.57050496,0.57050496,0.57050496
8905,97925,97925,97925,0.514255404,0.514255404,0.514255404,97925,97925,97925,0.447907648,0.447907648,0.447907648,97925,97925,97925,0.386542167,0.386542167,0.386542167,97925,97925,97925,0.286042316,0.286042316,0.286042316,97925,97925,97925,0.587351587,0.587351587,0.587351587,97925,97925,97925,0.6125,0.6125,0.6125
8906,97934,97934,97934,0.563576159,0.563576159,0.563576159,97934,97934,97934,0.50973911,0.50973911,0.50973911,97934,97934,97934,0.445507173,0.445507173,0.445507173,97934,97934,97934,0.348552339,0.348552339,0.348552339,97934,97934,97934,0.608213097,0.608213097,0.608213097,97934,97934,97934,0.635716434,0.635716434,0.635716434
8907,97943,97943,97943,0.452626642,0.452626642,0.452626642,97943,97943,97943,0.399802201,0.399802201,0.399802201,97943,97943,97943,0.369590343,0.369590343,0.369590343,97943,97943,97943,0.292874143,0.292874143,0.292874143,97943,97943,97943,0.508584386,0.508584386,0.508584386,97943,97943,97943,0.497741359,0.497741359,0.497741359
8908,97952,97952,97952,0.473643561,0.473643561,0.473643561,97952,97952,97952,0.422012644,0.422012644,0.422012644,97952,97952,97952,0.401324928,0.401324928,0.401324928,97952,97952,97952,0.320497769,0.320497769,0.320497769,97952,97952,97952,0.51370614,0.51370614,0.51370614,97952,97952,97952,0.530269159,0.530269159,0.530269159
8909,97961,97961,97961,0.480789321,0.480789321,0.480789321,97961,97961,97961,0.467535662,0.467535662,0.467535662,97961,97961,97961,0.412590064,0.412590064,0.412590064,97961,97961,97961,0.343830247,0.343830247,0.343830247,97961,97961,97961,0.550313428,0.550313428,0.550313428,97961,97961,97961,0.570558155,0.570558155,0.570558155
8910,97970,97970,97970,0.444023324,0.444023324,0.444023324,97970,97970,97970,0.410692588,0.410692588,0.410692588,97970,97970,97970,0.354634609,0.354634609,0.354634609,97970,97970,97970,0.272359096,0.272359096,0.272359096,97970,97970,97970,0.493823845,0.493823845,0.493823845,97970,97970,97970,0.508882062,0.508882062,0.508882062
8911,97979,97979,97979,0.431330215,0.431330215,0.431330215,97979,97979,97979,0.40687824,0.40687824,0.40687824,97979,97979,97979,0.37841286,0.37841286,0.37841286,97979,97979,97979,0.313976104,0.313976104,0.313976104,97979,97979,97979,0.481911263,0.481911263,0.481911263,97979,97979,97979,0.496812486,0.496812486,0.496812486
8912,97988,97988,97988,0.529405323,0.529405323,0.529405323,97988,97988,97988,0.490125044,0.490125044,0.490125044,97988,97988,97988,0.430753944,0.430753944,0.430753944,97988,97988,97988,0.345313983,0.345313983,0.345313983,97988,97988,97988,0.596409843,0.596409843,0.596409843,97988,97988,97988,0.607352795,0.607352795,0.607352795
8913,97997,97997,97997,0.518341654,0.518341654,0.518341654,97997,97997,97997,0.484316479,0.484316479,0.484316479,97997,97997,97997,0.433149171,0.433149171,0.433149171,97997,97997,97997,0.32932371,0.32932371,0.32932371,97997,97997,97997,0.590213757,0.590213757,0.590213757,97997,97997,97997,0.596258298,0.596258298,0.596258298
8914,98006,98006,98006,0.515640274,0.515640274,0.515640274,98006,98006,98006,0.485243286,0.485243286,0.485243286,98006,98006,98006,0.436368623,0.436368623,0.436368623,98006,98006,98006,0.351711603,0.351711603,0.351711603,98006,98006,98006,0.560221504,0.560221504,0.560221504,98006,98006,98006,0.570098763,0.570098763,0.570098763
8915,98015,98015,98015,0.470663401,0.470663401,0.470663401,98015,98015,98015,0.429929817,0.429929817,0.429929817,98015,98015,98015,0.405075188,0.405075188,0.405075188,98015,98015,98015,0.336403785,0.336403785,0.336403785,98015,98015,98015,0.522942885,0.522942885,0.522942885,98015,98015,98015,0.541075429,0.541075429,0.541075429
8916,98024,98024,98024,0.429065744,0.429065744,0.429065744,98024,98024,98024,0.396396396,0.396396396,0.396396396,98024,98024,98024,0.343661972,0.343661972,0.343661972,98024,98024,98024,0.294554831,0.294554831,0.294554831,98024,98024,98024,0.485915493,0.485915493,0.485915493,98024,98024,98024,0.49246005,0.49246005,0.49246005
8917,98033,98033,98033,0.494582362,0.494582362,0.494582362,98033,98033,98033,0.448020879,0.448020879,0.448020879,98033,98033,98033,0.403406544,0.403406544,0.403406544,98033,98033,98033,0.330637334,0.330637334,0.330637334,98033,98033,98033,0.549893577,0.549893577,0.549893577,98033,98033,98033,0.563044813,0.563044813,0.563044813
8918,98042,98042,98042,0.512898044,0.512898044,0.512898044,98042,98042,98042,0.472649919,0.472649919,0.472649919,98042,98042,98042,0.429093949,0.429093949,0.429093949,98042,98042,98042,0.364319891,0.364319891,0.364319891,98042,98042,98042,0.556989056,0.556989056,0.556989056,98042,98042,98042,0.56540234,0.56540234,0.56540234
8919,98051,98051,98051,0.518087215,0.518087215,0.518087215,98051,98051,98051,0.477737035,0.477737035,0.477737035,98051,98051,98051,0.429049345,0.429049345,0.429049345,98051,98051,98051,0.336956522,0.336956522,0.336956522,98051,98051,98051,0.566930867,0.566930867,0.566930867,98051,98051,98051,0.575786873,0.575786873,0.575786873
8920,98060,98060,98060,0.535750871,0.535750871,0.535750871,98060,98060,98060,0.473770313,0.473770313,0.473770313,98060,98060,98060,0.431279621,0.431279621,0.431279621,98060,98060,98060,0.355086849,0.355086849,0.355086849,98060,98060,98060,0.59058623,0.59058623,0.59058623,98060,98060,98060,0.601427115,0.601427115,0.601427115
8921,98069,98069,98069,0.525750395,0.525750395,0.525750395,98069,98069,98069,0.498829823,0.498829823,0.498829823,98069,98069,98069,0.431810255,0.431810255,0.431810255,98069,98069,98069,0.352746694,0.352746694,0.352746694,98069,98069,98069,0.601152681,0.601152681,0.601152681,98069,98069,98069,0.601422803,0.601422803,0.601422803
8922,98078,98078,98078,0.539918652,0.539918652,0.539918652,98078,98078,98078,0.489063652,0.489063652,0.489063652,98078,98078,98078,0.440730265,0.440730265,0.440730265,98078,98078,98078,0.359597653,0.359597653,0.359597653,98078,98078,98078,0.594946318,0.594946318,0.594946318,98078,98078,98078,0.599640174,0.599640174,0.599640174
8923,98087,98087,98087,0.581549815,0.581549815,0.581549815,98087,98087,98087,0.538446333,0.538446333,0.538446333,98087,98087,98087,0.492893924,0.492893924,0.492893924,98087,98087,98087,0.397999773,0.397999773,0.397999773,98087,98087,98087,0.62114237,0.62114237,0.62114237,98087,98087,98087,0.630487908,0.630487908,0.630487908
8924,98096,98096,98096,0.59824159,0.59824159,0.59824159,98096,98096,98096,0.560598504,0.560598504,0.560598504,98096,98096,98096,0.506257822,0.506257822,0.506257822,98096,98096,98096,0.428218378,0.428218378,0.428218378,98096,98096,98096,0.632,0.632,0.632,98096,98096,98096,0.652232747,0.652232747,0.652232747
8925,98105,98105,98105,0.496282257,0.496282257,0.496282257,98105,98105,98105,0.463951735,0.463951735,0.463951735,98105,98105,98105,0.406957057,0.406957057,0.406957057,98105,98105,98105,0.321102441,0.321102441,0.321102441,98105,98105,98105,0.541593872,0.541593872,0.541593872,98105,98105,98105,0.548497628,0.548497628,0.548497628
8926,98114,98114,98114,0.528563686,0.528563686,0.528563686,98114,98114,98114,0.475402081,0.475402081,0.475402081,98114,98114,98114,0.414678899,0.414678899,0.414678899,98114,98114,98114,0.344071997,0.344071997,0.344071997,98114,98114,98114,0.595305544,0.595305544,0.595305544,98114,98114,98114,0.603996004,0.603996004,0.603996004
8927,98123,98123,98123,0.544429409,0.544429409,0.544429409,98123,98123,98123,0.501799856,0.501799856,0.501799856,98123,98123,98123,0.449152542,0.449152542,0.449152542,98123,98123,98123,0.37145545,0.37145545,0.37145545,98123,98123,98123,0.592344698,0.592344698,0.592344698,98123,98123,98123,0.590615224,0.590615224,0.590615224
8928,98132,98132,98132,0.509916263,0.509916263,0.509916263,98132,98132,98132,0.481333646,0.481333646,0.481333646,98132,98132,98132,0.446253292,0.446253292,0.446253292,98132,98132,98132,0.377358491,0.377358491,0.377358491,98132,98132,98132,0.561879139,0.561879139,0.561879139,98132,98132,98132,0.577925345,0.577925345,0.577925345
8929,98141,98141,98141,0.546844712,0.546844712,0.546844712,98141,98141,98141,0.495938628,0.495938628,0.495938628,98141,98141,98141,0.454845555,0.454845555,0.454845555,98141,98141,98141,0.374348279,0.374348279,0.374348279,98141,98141,98141,0.59874264,0.59874264,0.59874264,98141,98141,98141,0.615461049,0.615461049,0.615461049
8930,98150,98150,98150,0.504031465,0.504031465,0.504031465,98150,98150,98150,0.452208583,0.452208583,0.452208583,98150,98150,98150,0.419923534,0.419923534,0.419923534,98150,98150,98150,0.359150103,0.359150103,0.359150103,98150,98150,98150,0.574361872,0.574361872,0.574361872,98150,98150,98150,0.565057167,0.565057167,0.565057167
8931,98159,98159,98159,0.56473637,0.56473637,0.56473637,98159,98159,98159,0.510999034,0.510999034,0.510999034,98159,98159,98159,0.466343443,0.466343443,0.466343443,98159,98159,98159,0.37714851,0.37714851,0.37714851,98159,98159,98159,0.616573557,0.616573557,0.616573557,98159,98159,98159,0.630037313,0.630037313,0.630037313
8932,98168,98168,98168,0.5093412,0.5093412,0.5093412,98168,98168,98168,0.46136181,0.46136181,0.46136181,98168,98168,98168,0.412554988,0.412554988,0.412554988,98168,98168,98168,0.318099195,0.318099195,0.318099195,98168,98168,98168,0.561028684,0.561028684,0.561028684,98168,98168,98168,0.590335727,0.590335727,0.590335727
8933,98177,98177,98177,0.515716681,0.515716681,0.515716681,98177,98177,98177,0.446336545,0.446336545,0.446336545,98177,98177,98177,0.394065282,0.394065282,0.394065282,98177,98177,98177,0.320341836,0.320341836,0.320341836,98177,98177,98177,0.569720743,0.569720743,0.569720743,98177,98177,98177,0.587113922,0.587113922,0.587113922
8934,98186,98186,98186,0.496721858,0.496721858,0.496721858,98186,98186,98186,0.455501051,0.455501051,0.455501051,98186,98186,98186,0.411323494,0.411323494,0.411323494,98186,98186,98186,0.330387315,0.330387315,0.330387315,98186,98186,98186,0.585111815,0.585111815,0.585111815,98186,98186,98186,0.593706154,0.593706154,0.593706154
8935,98195,98195,98195,0.51227754,0.51227754,0.51227754,98195,98195,98195,0.47311828,0.47311828,0.47311828,98195,98195,98195,0.420910872,0.420910872,0.420910872,98195,98195,98195,0.326493028,0.326493028,0.326493028,98195,98195,98195,0.601367229,0.601367229,0.601367229,98195,98195,98195,0.616126665,0.616126665,0.616126665
8936,98204,98204,98204,0.463183475,0.463183475,0.463183475,98204,98204,98204,0.429526749,0.429526749,0.429526749,98204,98204,98204,0.363462065,0.363462065,0.363462065,98204,98204,98204,0.293156733,0.293156733,0.293156733,98204,98204,98204,0.528717892,0.528717892,0.528717892,98204,98204,98204,0.533797758,0.533797758,0.533797758
8937,98213,98213,98213,0.533232791,0.533232791,0.533232791,98213,98213,98213,0.488382688,0.488382688,0.488382688,98213,98213,98213,0.444601603,0.444601603,0.444601603,98213,98213,98213,0.3663518,0.3663518,0.3663518,98213,98213,98213,0.575745527,0.575745527,0.575745527,98213,98213,98213,0.588499463,0.588499463,0.588499463
8938,98222,98222,98222,0.493765586,0.493765586,0.493765586,98222,98222,98222,0.446637595,0.446637595,0.446637595,98222,98222,98222,0.402916821,0.402916821,0.402916821,98222,98222,98222,0.324287836,0.324287836,0.324287836,98222,98222,98222,0.550604898,0.550604898,0.550604898,98222,98222,98222,0.554205153,0.554205153,0.554205153
8939,98231,98231,98231,0.532679739,0.532679739,0.532679739,98231,98231,98231,0.48234744,0.48234744,0.48234744,98231,98231,98231,0.429789249,0.429789249,0.429789249,98231,98231,98231,0.352044006,0.352044006,0.352044006,98231,98231,98231,0.602620087,0.602620087,0.602620087,98231,98231,98231,0.621584158,0.621584158,0.621584158
8940,98240,98240,98240,0.492076932,0.492076932,0.492076932,98240,98240,98240,0.466632178,0.466632178,0.466632178,98240,98240,98240,0.412127864,0.412127864,0.412127864,98240,98240,98240,0.331369884,0.331369884,0.331369884,98240,98240,98240,0.528409692,0.528409692,0.528409692,98240,98240,98240,0.535810671,0.535810671,0.535810671
8941,98249,98249,98249,0.497658318,0.497658318,0.497658318,98249,98249,98249,0.457050243,0.457050243,0.457050243,98249,98249,98249,0.400455581,0.400455581,0.400455581,98249,98249,98249,0.331840796,0.331840796,0.331840796,98249,98249,98249,0.568649458,0.568649458,0.568649458,98249,98249,98249,0.591872628,0.591872628,0.591872628
8942,98258,98258,98258,0.508844726,0.508844726,0.508844726,98258,98258,98258,0.469359004,0.469359004,0.469359004,98258,98258,98258,0.414549938,0.414549938,0.414549938,98258,98258,98258,0.338772758,0.338772758,0.338772758,98258,98258,98258,0.5774,0.5774,0.5774,98258,98258,98258,0.579982215,0.579982215,0.579982215
8943,98267,98267,98267,0.466567238,0.466567238,0.466567238,98267,98267,98267,0.399138743,0.399138743,0.399138743,98267,98267,98267,0.348036426,0.348036426,0.348036426,98267,98267,98267,0.256997062,0.256997062,0.256997062,98267,98267,98267,0.537566377,0.537566377,0.537566377,98267,98267,98267,0.54886717,0.54886717,0.54886717
