"validation_step","sso01-adamw-lr5e-5-base-291mo307 - _step","sso01-adamw-lr5e-5-base-291mo307 - _step__MIN","sso01-adamw-lr5e-5-base-291mo307 - _step__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MAX"
"10","20019.5","20016","20023","0.48076923076923084","0.48076923076923084","0.48076923076923084","0.5289256198347108","0.5289256198347108","0.5289256198347108","0","0","0","0.5714285714285715","0.5714285714285715","0.5714285714285715","0.6336633663366337","0.6336633663366337","0.6336633663366337","0","0","0","0.9893675527039414","0.9893675527039414","0.9893675527039414","0.9954820724790926","0.9954820724790926","0.9954820724790926","20019.5","20016","20023","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.9142857142857143","0.9142857142857143","0.9142857142857143","0","0","0","0.6493506493506493","0.6493506493506493","0.6493506493506493","0.955223880597015","0.955223880597015","0.955223880597015","0","0","0","0.28709025943762617","0.28709025943762617","0.28709025943762617","0.5324762149652867","0.5324762149652867","0.5324762149652867"
"11","20027.5","20024","20031","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.810126582278481","0.810126582278481","0.810126582278481","0","0","0","0.653061224489796","0.653061224489796","0.653061224489796","0.6881720430107526","0.6881720430107526","0.6881720430107526","0","0","0","0.9941758343348434","0.9941758343348434","0.9941758343348434","0.9988717562993606","0.9988717562993606","0.9988717562993606","20027.5","20024","20031","0.5517241379310345","0.5517241379310345","0.5517241379310345","0.9142857142857143","0.9142857142857143","0.9142857142857143","0","0","0","0.6274509803921569","0.6274509803921569","0.6274509803921569","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.05505899177690383","0.05505899177690383","0.05505899177690383","0.5036264517658212","0.5036264517658212","0.5036264517658212"
"12","20035.5","20032","20039","0.6274509803921569","0.6274509803921569","0.6274509803921569","0.09929078014184396","0.09929078014184396","0.09929078014184396","0","0","0","0.6464646464646464","0.6464646464646464","0.6464646464646464","0.10218978102189781","0.10218978102189781","0.10218978102189781","0","0","0","0.9841826367584365","0.9841826367584365","0.9841826367584365","0.968847352024922","0.968847352024922","0.968847352024922","20035.5","20032","20039","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.42424242424242425","0.42424242424242425","0.42424242424242425","0","0","0","0.6597938144329897","0.6597938144329897","0.6597938144329897","0.4117647058823529","0.4117647058823529","0.4117647058823529","0","0","0","0.3975589600152565","0.3975589600152565","0.3975589600152565","0.4327281471684502","0.4327281471684502","0.4327281471684502"
"13","20043.5","20040","20047","0.24137931034482762","0.24137931034482762","0.24137931034482762","0.6097560975609756","0.6097560975609756","0.6097560975609756","0","0","0","0.2857142857142857","0.2857142857142857","0.2857142857142857","0.5376344086021506","0.5376344086021506","0.5376344086021506","0","0","0","0.992450098252146","0.992450098252146","0.992450098252146","0.9710534168904804","0.9710534168904804","0.9710534168904804","20043.5","20040","20047","0.13084112149532712","0.13084112149532712","0.13084112149532712","0.8333333333333333","0.8333333333333333","0.8333333333333333","0","0","0","0.14893617021276595","0.14893617021276595","0.14893617021276595","0.8928571428571428","0.8928571428571428","0.8928571428571428","0","0","0","0.3559589581689029","0.3559589581689029","0.3559589581689029","0.2272197463147069","0.2272197463147069","0.2272197463147069"
"14","20051.5","20048","20055","0.3486238532110092","0.3486238532110092","0.3486238532110092","0.7032967032967034","0.7032967032967034","0.7032967032967034","0","0","0","0.4042553191489362","0.4042553191489362","0.4042553191489362","0.7710843373493976","0.7710843373493976","0.7710843373493976","0","0","0","0.9931347947540362","0.9931347947540362","0.9931347947540362","0.9908454496499731","0.9908454496499731","0.9908454496499731","20051.5","20048","20055","0.25","0.25","0.25","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","0.2571428571428571","0.2571428571428571","0.2571428571428571","0.7710843373493976","0.7710843373493976","0.7710843373493976","0","0","0","0.07163583605368154","0.07163583605368154","0.07163583605368154","0.5219159298311976","0.5219159298311976","0.5219159298311976"
"15","20059.5","20056","20063","0.48120300751879697","0.48120300751879697","0.48120300751879697","0.8311688311688311","0.8311688311688311","0.8311688311688311","0","0","0","0.5079365079365079","0.5079365079365079","0.5079365079365079","0.8533333333333333","0.8533333333333333","0.8533333333333333","0","0","0","0.9954320147730585","0.9954320147730585","0.9954320147730585","0.9944210797356451","0.9944210797356451","0.9944210797356451","20059.5","20056","20063","0.45070422535211263","0.45070422535211263","0.45070422535211263","0.735632183908046","0.735632183908046","0.735632183908046","0","0","0","0.48120300751879697","0.48120300751879697","0.48120300751879697","0.7804878048780487","0.7804878048780487","0.7804878048780487","0","0","0","0.09087550794237163","0.09087550794237163","0.09087550794237163","0.5421190565331336","0.5421190565331336","0.5421190565331336"
"16","20067.5","20064","20071","0.6153846153846153","0.6153846153846153","0.6153846153846153","0.5","0.5","0.5","0","0","0","0.653061224489796","0.653061224489796","0.653061224489796","0.4788732394366197","0.4788732394366197","0.4788732394366197","0","0","0","0.9979098509632861","0.9979098509632861","0.9979098509632861","0.9861043630356622","0.9861043630356622","0.9861043630356622","20067.5","20064","20071","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.41463414634146345","0.41463414634146345","0.41463414634146345","0","0","0","0.6336633663366337","0.6336633663366337","0.6336633663366337","0.425","0.425","0.425","0","0","0","0.06056871203451008","0.06056871203451008","0.06056871203451008","0.4893098005452719","0.4893098005452719","0.4893098005452719"
"17","20075.5","20072","20079","0.5263157894736842","0.5263157894736842","0.5263157894736842","0.3116883116883117","0.3116883116883117","0.3116883116883117","0","0","0","0.7272727272727273","0.7272727272727273","0.7272727272727273","0.3636363636363636","0.3636363636363636","0.3636363636363636","0","0","0","0.9950211430909836","0.9950211430909836","0.9950211430909836","0.9710716633793556","0.9710716633793556","0.9710716633793556","20075.5","20072","20079","0.43010752688172044","0.43010752688172044","0.43010752688172044","0.4615384615384615","0.4615384615384615","0.4615384615384615","0","0","0","0.5882352941176471","0.5882352941176471","0.5882352941176471","0.4799999999999999","0.4799999999999999","0.4799999999999999","0","0","0","0.15535803705558338","0.15535803705558338","0.15535803705558338","0.1816962380342662","0.1816962380342662","0.1816962380342662"
"18","20083.5","20080","20087","0","0","0","0.7710843373493976","0.7710843373493976","0.7710843373493976","0","0","0","0","0","0","0.7901234567901235","0.7901234567901235","0.7901234567901235","0","0","0","0.9972352657216833","0.9972352657216833","0.9972352657216833","0.9988602217386799","0.9988602217386799","0.9988602217386799","20083.5","20080","20087","0","0","0","0.761904761904762","0.761904761904762","0.761904761904762","0","0","0","0","0","0","0.7804878048780487","0.7804878048780487","0.7804878048780487","0","0","0","0.12428172713840091","0.12428172713840091","0.12428172713840091","0.47464181250309845","0.47464181250309845","0.47464181250309845"
"19","20091.5","20088","20095","0","0","0","0.9014084507042254","0.9014084507042254","0.9014084507042254","0","0","0","0","0","0","0.9142857142857143","0.9142857142857143","0.9142857142857143","0","0","0","0.9892982095081292","0.9892982095081292","0.9892982095081292","0.9959524857017158","0.9959524857017158","0.9959524857017158","20091.5","20088","20095","0","0","0","0.8767123287671234","0.8767123287671234","0.8767123287671234","0","0","0","0","0","0","0.8767123287671234","0.8767123287671234","0.8767123287671234","0","0","0","0.05423594615993666","0.05423594615993666","0.05423594615993666","0.8236411455289305","0.8236411455289305","0.8236411455289305"
"20","20099.5","20096","20103","0.3191489361702127","0.3191489361702127","0.3191489361702127","0.5964912280701754","0.5964912280701754","0.5964912280701754","0","0","0","0.4109589041095891","0.4109589041095891","0.4109589041095891","0.4415584415584416","0.4415584415584416","0.4415584415584416","0","0","0","0.9842390412083402","0.9842390412083402","0.9842390412083402","0.9897306146748027","0.9897306146748027","0.9897306146748027","20099.5","20096","20103","0.25","0.25","0.25","0.7391304347826086","0.7391304347826086","0.7391304347826086","0","0","0","0.2678571428571429","0.2678571428571429","0.2678571428571429","0.7727272727272727","0.7727272727272727","0.7727272727272727","0","0","0","0.0492248681476746","0.0492248681476746","0.0492248681476746","0.7752580484248495","0.7752580484248495","0.7752580484248495"
"21","20107.5","20104","20111","0.2517482517482518","0.2517482517482518","0.2517482517482518","0.3835616438356164","0.3835616438356164","0.3835616438356164","0","0","0","0.36","0.36","0.36","0.3218390804597701","0.3218390804597701","0.3218390804597701","0","0","0","0.9889058383025932","0.9889058383025932","0.9889058383025932","0.9649277925139994","0.9649277925139994","0.9649277925139994","20107.5","20104","20111","0.23841059602649003","0.23841059602649003","0.23841059602649003","0.35","0.35","0.35","0","0","0","0.2535211267605634","0.2535211267605634","0.2535211267605634","0.42424242424242425","0.42424242424242425","0.42424242424242425","0","0","0","0.07143329585290033","0.07143329585290033","0.07143329585290033","0.19517620887483902","0.19517620887483902","0.19517620887483902"
"22","20115.5","20112","20119","0","0","0","0.7032967032967034","0.7032967032967034","0.7032967032967034","0","0","0","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","0.9951463751085678","0.9951463751085678","0.9951463751085678","0.9997663733354101","0.9997663733354101","0.9997663733354101","20115.5","20112","20119","0","0","0","0.8205128205128205","0.8205128205128205","0.8205128205128205","0","0","0","0","0","0","0.810126582278481","0.810126582278481","0.810126582278481","0","0","0","0.05671376346210849","0.05671376346210849","0.05671376346210849","0.5717231486462256","0.5717231486462256","0.5717231486462256"
"23","20123.5","20120","20127","0","0","0","0.8767123287671234","0.8767123287671234","0.8767123287671234","0","0","0","0","0","0","0.9014084507042254","0.9014084507042254","0.9014084507042254","0","0","0","0.9975979305247598","0.9975979305247598","0.9975979305247598","0.9996305532465134","0.9996305532465134","0.9996305532465134","20123.5","20120","20127","0","0","0","0.9014084507042254","0.9014084507042254","0.9014084507042254","0","0","0","0","0","0","0.8533333333333333","0.8533333333333333","0.8533333333333333","0","0","0","0.010997067448680353","0.010997067448680353","0.010997067448680353","0.7981307717983904","0.7981307717983904","0.7981307717983904"
"24","20131.5","20128","20135","0.43750000000000006","0.43750000000000006","0.43750000000000006","0.704225352112676","0.704225352112676","0.704225352112676","0","0","0","0.4666666666666667","0.4666666666666667","0.4666666666666667","0.7575757575757575","0.7575757575757575","0.7575757575757575","0","0","0","0.9787867510234463","0.9787867510234463","0.9787867510234463","0.9959669288162937","0.9959669288162937","0.9959669288162937","20131.5","20128","20135","0.14","0.14","0.14","0.8333333333333333","0.8333333333333333","0.8333333333333333","0","0","0","0.19718309859154928","0.19718309859154928","0.19718309859154928","0.8771929824561403","0.8771929824561403","0.8771929824561403","0","0","0","0.036671368124118475","0.036671368124118475","0.036671368124118475","0.9506691666127886","0.9506691666127886","0.9506691666127886"
"25","20139.5","20136","20143","0.5981308411214953","0.5981308411214953","0.5981308411214953","0","0","0","0","0","0","0.6037735849056604","0.6037735849056604","0.6037735849056604","0","0","0","0","0","0","0.9822485207100593","0.9822485207100593","0.9822485207100593","0.9896821182004399","0.9896821182004399","0.9896821182004399","20139.5","20136","20143","0.41025641025641024","0.41025641025641024","0.41025641025641024","0","0","0","0","0","0","0.4295302013422819","0.4295302013422819","0.4295302013422819","0","0","0","0","0","0","0.10994441012970968","0.10994441012970968","0.10994441012970968","0.8943341604631928","0.8943341604631928","0.8943341604631928"
"26","20147.5","20144","20151","0.6274509803921569","0.6274509803921569","0.6274509803921569","0","0","0","0","0","0","0.7032967032967034","0.7032967032967034","0.7032967032967034","0","0","0","0","0","0","0.9838061762490585","0.9838061762490585","0.9838061762490585","0.9797140413051447","0.9797140413051447","0.9797140413051447","20147.5","20144","20151","0.6213592233009708","0.6213592233009708","0.6213592233009708","0","0","0","0","0","0","0.6274509803921569","0.6274509803921569","0.6274509803921569","0","0","0","0","0","0","0.1762820512820513","0.1762820512820513","0.1762820512820513","0.6953171310017783","0.6953171310017783","0.6953171310017783"
"27","20155.5","20152","20159","0.4576271186440678","0.4576271186440678","0.4576271186440678","0.21739130434782605","0.21739130434782605","0.21739130434782605","0","0","0","0.5510204081632654","0.5510204081632654","0.5510204081632654","0.1851851851851852","0.1851851851851852","0.1851851851851852","0","0","0","0.9925857604029941","0.9925857604029941","0.9925857604029941","0.9683192261185006","0.9683192261185006","0.9683192261185006","20155.5","20152","20159","0.43199999999999994","0.43199999999999994","0.43199999999999994","0.22727272727272727","0.22727272727272727","0.22727272727272727","0","0","0","0.47787610619469023","0.47787610619469023","0.47787610619469023","0.4166666666666667","0.4166666666666667","0.4166666666666667","0","0","0","0.20708412397216952","0.20708412397216952","0.20708412397216952","0.24969740982812874","0.24969740982812874","0.24969740982812874"
