"validation_step","sso01-adamw-lr5e-5-base-291mo307 - _step","sso01-adamw-lr5e-5-base-291mo307 - _step__MIN","sso01-adamw-lr5e-5-base-291mo307 - _step__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN","sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MAX","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MIN","sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MAX"
"738","45789.5","45786","45793","0.6736842105263158","0.6736842105263158","0.6736842105263158","0.8311688311688311","0.8311688311688311","0.8311688311688311","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.8767123287671234","0.8767123287671234","0.8767123287671234","0","0","0","0.9968201713366504","0.9968201713366504","0.9968201713366504","1","1","1","45789.5","45786","45793","0.653061224489796","0.653061224489796","0.653061224489796","0.8205128205128205","0.8205128205128205","0.8205128205128205","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.8","0.8","0.8","0","0","0","0.9570628500311139","0.9570628500311139","0.9570628500311139","0.8454987834549877","0.8454987834549877","0.8454987834549877"
"739","45797.5","45794","45801","0.7547169811320755","0.7547169811320755","0.7547169811320755","0.8108108108108109","0.8108108108108109","0.8108108108108109","0","0","0","0.7843137254901961","0.7843137254901961","0.7843137254901961","1","1","1","0","0","0","0.9984471001282831","0.9984471001282831","0.9984471001282831","0.9898138391289076","0.9898138391289076","0.9898138391289076","45797.5","45794","45801","0.6451612903225806","0.6451612903225806","0.6451612903225806","0.9090909090909091","0.9090909090909091","0.9090909090909091","0","0","0","0.6557377049180327","0.6557377049180327","0.6557377049180327","0.9375","0.9375","0.9375","0","0","0","0.98458187263878","0.98458187263878","0.98458187263878","0.8642136112015629","0.8642136112015629","0.8642136112015629"
"740","45805.5","45802","45809","0.9655172413793104","0.9655172413793104","0.9655172413793104","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.8787878787878788","0.8787878787878788","0.8787878787878788","0.9014084507042254","0.9014084507042254","0.9014084507042254","0","0","0","0.9984328475160633","0.9984328475160633","0.9984328475160633","0.9947460595446584","0.9947460595446584","0.9947460595446584","45805.5","45802","45809","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7901234567901235","0.7901234567901235","0.7901234567901235","0","0","0","0.6363636363636365","0.6363636363636365","0.6363636363636365","0.8205128205128205","0.8205128205128205","0.8205128205128205","0","0","0","0.9675480769230769","0.9675480769230769","0.9675480769230769","0.886651245067356","0.886651245067356","0.886651245067356"
"741","45813.5","45810","45817","1","1","1","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","1","1","1","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","0.9998036674912631","0.9998036674912631","0.9998036674912631","1","1","1","45813.5","45810","45817","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","0.6597938144329897","0.6597938144329897","0.6597938144329897","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.9795205588188601","0.9795205588188601","0.9795205588188601","0.9198763002530222","0.9198763002530222","0.9198763002530222"
"742","45821.5","45818","45825","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9354838709677419","0.9354838709677419","0.9354838709677419","0","0","0","1","1","1","0.9354838709677419","0.9354838709677419","0.9354838709677419","0","0","0","0.9997263807997498","0.9997263807997498","0.9997263807997498","0.9985302763080541","0.9985302763080541","0.9985302763080541","45821.5","45818","45825","0.6736842105263158","0.6736842105263158","0.6736842105263158","0.983050847457627","0.983050847457627","0.983050847457627","0","0","0","0.653061224489796","0.653061224489796","0.653061224489796","0.983050847457627","0.983050847457627","0.983050847457627","0","0","0","0.9860332991399037","0.9860332991399037","0.9860332991399037","0.9411427753114706","0.9411427753114706","0.9411427753114706"
"743","45829.5","45826","45833","0.8823529411764706","0.8823529411764706","0.8823529411764706","0.888888888888889","0.888888888888889","0.888888888888889","0","0","0","0.8823529411764706","0.8823529411764706","0.8823529411764706","0.85","0.85","0.85","0","0","0","0.9991094693096737","0.9991094693096737","0.9991094693096737","0.9875976113918236","0.9875976113918236","0.9875976113918236","45829.5","45826","45833","0.8571428571428571","0.8571428571428571","0.8571428571428571","0.6808510638297872","0.6808510638297872","0.6808510638297872","0","0","0","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.7727272727272727","0.7727272727272727","0.7727272727272727","0","0","0","0.9898956653391698","0.9898956653391698","0.9898956653391698","0.8539971278123504","0.8539971278123504","0.8539971278123504"
"744","45837.5","45834","45841","1","1","1","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","0.878048780487805","0.878048780487805","0.878048780487805","0.9705882352941176","0.9705882352941176","0.9705882352941176","0","0","0","0.9994814726177657","0.9994814726177657","0.9994814726177657","0.9986405655247418","0.9986405655247418","0.9986405655247418","45837.5","45834","45841","0.923076923076923","0.923076923076923","0.923076923076923","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.8372093023255813","0.8372093023255813","0.8372093023255813","0.9166666666666666","0.9166666666666666","0.9166666666666666","0","0","0","0.9939846005774784","0.9939846005774784","0.9939846005774784","0.9808849084347012","0.9808849084347012","0.9808849084347012"
"745","45845.5","45842","45849","0.9","0.9","0.9","0.9770992366412213","0.9770992366412213","0.9770992366412213","0","0","0","0.8737864077669902","0.8737864077669902","0.8737864077669902","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","0.9965618104377277","0.9965618104377277","0.9965618104377277","0.9961383875797936","0.9961383875797936","0.9961383875797936","45845.5","45842","45849","0.8411214953271028","0.8411214953271028","0.8411214953271028","0.9343065693430657","0.9343065693430657","0.9343065693430657","0","0","0","0.8737864077669902","0.8737864077669902","0.8737864077669902","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","0.950150408250967","0.950150408250967","0.950150408250967","0.9344952366885755","0.9344952366885755","0.9344952366885755"
"746","45853.5","45850","45857","0.8","0.8","0.8","0.7512690355329951","0.7512690355329951","0.7512690355329951","0","0","0","0.7904191616766467","0.7904191616766467","0.7904191616766467","0.74","0.74","0.74","0","0","0","0.9886371276810327","0.9886371276810327","0.9886371276810327","0.9976523066087568","0.9976523066087568","0.9976523066087568","45853.5","45850","45857","0.7857142857142858","0.7857142857142858","0.7857142857142858","0.6577777777777778","0.6577777777777778","0.6577777777777778","0","0","0","0.7951807228915663","0.7951807228915663","0.7951807228915663","0.6851851851851851","0.6851851851851851","0.6851851851851851","0","0","0","0.8672866843814585","0.8672866843814585","0.8672866843814585","0.9119397281214172","0.9119397281214172","0.9119397281214172"
"747","45861.5","45858","45865","0.8202247191011236","0.8202247191011236","0.8202247191011236","0.8050314465408805","0.8050314465408805","0.8050314465408805","0","0","0","0.8342857142857142","0.8342857142857142","0.8342857142857142","0.7191011235955056","0.7191011235955056","0.7191011235955056","0","0","0","0.990245506356861","0.990245506356861","0.990245506356861","0.99722668223617","0.99722668223617","0.99722668223617","45861.5","45858","45865","0.7525773195876289","0.7525773195876289","0.7525773195876289","0.624390243902439","0.624390243902439","0.624390243902439","0","0","0","0.7765957446808511","0.7765957446808511","0.7765957446808511","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0.885295178549958","0.885295178549958","0.885295178549958","0.8894145476049674","0.8894145476049674","0.8894145476049674"
"748","45869.5","45866","45873","0.8","0.8","0.8","0.6285714285714286","0.6285714285714286","0.6285714285714286","0","0","0","0.8","0.8","0.8","0.6407766990291262","0.6407766990291262","0.6407766990291262","0","0","0","0.9945276982657012","0.9945276982657012","0.9945276982657012","0.9983305509181971","0.9983305509181971","0.9983305509181971","45869.5","45866","45873","0.8","0.8","0.8","0.4782608695652174","0.4782608695652174","0.4782608695652174","0","0","0","0.7945205479452054","0.7945205479452054","0.7945205479452054","0.4714285714285714","0.4714285714285714","0.4714285714285714","0","0","0","0.9489607997895292","0.9489607997895292","0.9489607997895292","0.8945493793847814","0.8945493793847814","0.8945493793847814"
"749","45877.5","45874","45881","0.923076923076923","0.923076923076923","0.923076923076923","0.5098039215686275","0.5098039215686275","0.5098039215686275","0","0","0","0.9375","0.9375","0.9375","0.5217391304347827","0.5217391304347827","0.5217391304347827","0","0","0","0.9971326666200433","0.9971326666200433","0.9971326666200433","0.9842767295597484","0.9842767295597484","0.9842767295597484","45877.5","45874","45881","0.967741935483871","0.967741935483871","0.967741935483871","0.5306122448979591","0.5306122448979591","0.5306122448979591","0","0","0","0.8571428571428571","0.8571428571428571","0.8571428571428571","0.5416666666666666","0.5416666666666666","0.5416666666666666","0","0","0","0.9889685216413715","0.9889685216413715","0.9889685216413715","0.9293134025842412","0.9293134025842412","0.9293134025842412"
"750","45885.5","45882","45889","0.7272727272727273","0.7272727272727273","0.7272727272727273","1","1","1","0","0","0","0.5","0.5","0.5","1","1","1","0","0","0","0.998322915078518","0.998322915078518","0.998322915078518","0.9931188990238438","0.9931188990238438","0.9931188990238438","45885.5","45882","45889","0.5","0.5","0.5","0.9696969696969697","0.9696969696969697","0.9696969696969697","0","0","0","0.4210526315789474","0.4210526315789474","0.4210526315789474","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","0.9844907407407407","0.9844907407407407","0.9844907407407407","0.9374427830332622","0.9374427830332622","0.9374427830332622"
"751","45893.5","45890","45897","0.810126582278481","0.810126582278481","0.810126582278481","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.8533333333333333","0.8533333333333333","0.8533333333333333","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","0.9981342434584756","0.9981342434584756","0.9981342434584756","0.9994216310005783","0.9994216310005783","0.9994216310005783","45893.5","45890","45897","1","1","1","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.735632183908046","0.735632183908046","0.735632183908046","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","0.9804756176552235","0.9804756176552235","0.9804756176552235","0.963680387409201","0.963680387409201","0.963680387409201"
"752","45901.5","45898","45905","0.955223880597015","0.955223880597015","0.955223880597015","0.7457627118644068","0.7457627118644068","0.7457627118644068","0","0","0","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.846153846153846","0.846153846153846","0.846153846153846","0","0","0","0.9979162048326313","0.9979162048326313","0.9979162048326313","0.994513310302784","0.994513310302784","0.994513310302784","45901.5","45898","45905","1","1","1","0.7457627118644068","0.7457627118644068","0.7457627118644068","0","0","0","0.9014084507042254","0.9014084507042254","0.9014084507042254","0.7719298245614035","0.7719298245614035","0.7719298245614035","0","0","0","0.9699234414874226","0.9699234414874226","0.9699234414874226","0.9382479655337482","0.9382479655337482","0.9382479655337482"
"753","45909.5","45906","45913","0.7837837837837839","0.7837837837837839","0.7837837837837839","0.4615384615384615","0.4615384615384615","0.4615384615384615","0","0","0","0.9354838709677419","0.9354838709677419","0.9354838709677419","0.7499999999999999","0.7499999999999999","0.7499999999999999","0","0","0","0.9983361064891847","0.9983361064891847","0.9983361064891847","0.987475280158207","0.987475280158207","0.987475280158207","45909.5","45906","45913","0.8923076923076924","0.8923076923076924","0.8923076923076924","0.42857142857142855","0.42857142857142855","0.42857142857142855","0","0","0","0.8923076923076924","0.8923076923076924","0.8923076923076924","0.5454545454545454","0.5454545454545454","0.5454545454545454","0","0","0","0.9702376803512929","0.9702376803512929","0.9702376803512929","0.776576101292535","0.776576101292535","0.776576101292535"
"754","45917.5","45914","45921","0.9523809523809523","0.9523809523809523","0.9523809523809523","0.8421052631578948","0.8421052631578948","0.8421052631578948","0","0","0","0.846153846153846","0.846153846153846","0.846153846153846","0.8311688311688311","0.8311688311688311","0.8311688311688311","0","0","0","0.9940942688407681","0.9940942688407681","0.9940942688407681","0.9755301794453507","0.9755301794453507","0.9755301794453507","45917.5","45914","45921","0.9090909090909091","0.9090909090909091","0.9090909090909091","0.5871559633027523","0.5871559633027523","0.5871559633027523","0","0","0","0.7407407407407406","0.7407407407407406","0.7407407407407406","0.6037735849056604","0.6037735849056604","0.6037735849056604","0","0","0","0.9701282392785113","0.9701282392785113","0.9701282392785113","0.8850254223388553","0.8850254223388553","0.8850254223388553"
"755","45925.5","45922","45929","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","1","1","1","0.888888888888889","0.888888888888889","0.888888888888889","0","0","0","0.9994360750825747","0.9994360750825747","0.9994360750825747","0.9994700582935877","0.9994700582935877","0.9994700582935877","45925.5","45922","45929","1","1","1","0.6464646464646464","0.6464646464646464","0.6464646464646464","0","0","0","0.955223880597015","0.955223880597015","0.955223880597015","0.7804878048780487","0.7804878048780487","0.7804878048780487","0","0","0","0.9589603856633829","0.9589603856633829","0.9589603856633829","0.8910657382273104","0.8910657382273104","0.8910657382273104"
"756","45933.5","45930","45937","0.888888888888889","0.888888888888889","0.888888888888889","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","0.9411764705882353","0.9411764705882353","0.9411764705882353","0.9696969696969697","0.9696969696969697","0.9696969696969697","0","0","0","0.9969722659561585","0.9969722659561585","0.9969722659561585","0.9921031850486971","0.9921031850486971","0.9921031850486971","45933.5","45930","45937","0.8648648648648648","0.8648648648648648","0.8648648648648648","0.8421052631578948","0.8421052631578948","0.8421052631578948","0","0","0","0.9142857142857143","0.9142857142857143","0.9142857142857143","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.9778453697233754","0.9778453697233754","0.9778453697233754","0.9369234604836699","0.9369234604836699","0.9369234604836699"
"757","45941.5","45938","45945","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.2727272727272727","0.2727272727272727","0.2727272727272727","0","0","0","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.45454545454545453","0.45454545454545453","0.45454545454545453","0","0","0","0.9976069615663524","0.9976069615663524","0.9976069615663524","0.9831345125462774","0.9831345125462774","0.9831345125462774","45941.5","45938","45945","1","1","1","0.5","0.5","0.5","0","0","0","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","0.9955150462962963","0.9955150462962963","0.9955150462962963","0.9724466542365858","0.9724466542365858","0.9724466542365858"
"758","45949.5","45946","45953","0.923076923076923","0.923076923076923","0.923076923076923","0.9538461538461539","0.9538461538461539","0.9538461538461539","0","0","0","0.923076923076923","0.923076923076923","0.923076923076923","0.9393939393939393","0.9393939393939393","0.9393939393939393","0","0","0","0.9996177502866872","0.9996177502866872","0.9996177502866872","0.9972632731253421","0.9972632731253421","0.9972632731253421","45949.5","45946","45953","0.5142857142857142","0.5142857142857142","0.5142857142857142","0.673913043478261","0.673913043478261","0.673913043478261","0","0","0","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.738095238095238","0.738095238095238","0.738095238095238","0","0","0","0.9478814329878159","0.9478814329878159","0.9478814329878159","0.7080745341614907","0.7080745341614907","0.7080745341614907"
"759","45957.5","45954","45961","0.955223880597015","0.955223880597015","0.955223880597015","1","1","1","0","0","0","1","1","1","1","1","1","0","0","0","0.9998904669757932","0.9998904669757932","0.9998904669757932","1","1","1","45957.5","45954","45961","0.6153846153846153","0.6153846153846153","0.6153846153846153","0.761904761904762","0.761904761904762","0.761904761904762","0","0","0","0.6153846153846153","0.6153846153846153","0.6153846153846153","0.7901234567901235","0.7901234567901235","0.7901234567901235","0","0","0","0.9044514658241011","0.9044514658241011","0.9044514658241011","0.6775881057268722","0.6775881057268722","0.6775881057268722"
"760","45965.5","45962","45969","0.9014084507042254","0.9014084507042254","0.9014084507042254","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","0.9014084507042254","0.9014084507042254","0.9014084507042254","1","1","1","0","0","0","0.9994520948241225","0.9994520948241225","0.9994520948241225","1","1","1","45965.5","45962","45969","0.5871559633027523","0.5871559633027523","0.5871559633027523","0.6464646464646464","0.6464646464646464","0.6464646464646464","0","0","0","0.6808510638297872","0.6808510638297872","0.6808510638297872","0.6464646464646464","0.6464646464646464","0.6464646464646464","0","0","0","0.9049874616884926","0.9049874616884926","0.9049874616884926","0.6689151208544126","0.6689151208544126","0.6689151208544126"
"761","45973.5","45970","45977","0.9803921568627451","0.9803921568627451","0.9803921568627451","0.5789473684210525","0.5789473684210525","0.5789473684210525","0","0","0","0.9615384615384615","0.9615384615384615","0.9615384615384615","0.6857142857142856","0.6857142857142856","0.6857142857142856","0","0","0","0.9987384635814355","0.9987384635814355","0.9987384635814355","0.9795046968403074","0.9795046968403074","0.9795046968403074","45973.5","45970","45977","0.7812500000000001","0.7812500000000001","0.7812500000000001","0.5499999999999999","0.5499999999999999","0.5499999999999999","0","0","0","1","1","1","0.5106382978723404","0.5106382978723404","0.5106382978723404","0","0","0","0.9605715070751477","0.9605715070751477","0.9605715070751477","0.6590430334035511","0.6590430334035511","0.6590430334035511"
"762","45981.5","45978","45985","0.6808510638297872","0.6808510638297872","0.6808510638297872","0.955223880597015","0.955223880597015","0.955223880597015","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.9696969696969697","0.9696969696969697","0.9696969696969697","0","0","0","0.9992170261228557","0.9992170261228557","0.9992170261228557","0.9967547519703291","0.9967547519703291","0.9967547519703291","45981.5","45978","45985","0.5333333333333333","0.5333333333333333","0.5333333333333333","0.8421052631578948","0.8421052631578948","0.8421052631578948","0","0","0","0.7272727272727273","0.7272727272727273","0.7272727272727273","0.8205128205128205","0.8205128205128205","0.8205128205128205","0","0","0","0.979982593559617","0.979982593559617","0.979982593559617","0.8888888888888887","0.8888888888888887","0.8888888888888887"
"763","45989.5","45986","45993","0.955223880597015","0.955223880597015","0.955223880597015","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","0.9990668508081072","0.9990668508081072","0.9990668508081072","0.9980283204875425","0.9980283204875425","0.9980283204875425","45989.5","45986","45993","0.653061224489796","0.653061224489796","0.653061224489796","0.8311688311688311","0.8311688311688311","0.8311688311688311","0","0","0","0.7901234567901235","0.7901234567901235","0.7901234567901235","0.8648648648648648","0.8648648648648648","0.8648648648648648","0","0","0","0.9774362080714772","0.9774362080714772","0.9774362080714772","0.8955223880597015","0.8955223880597015","0.8955223880597015"
"764","45997.5","45994","46001","0.9411764705882353","0.9411764705882353","0.9411764705882353","0.888888888888889","0.888888888888889","0.888888888888889","0","0","0","0.9846153846153847","0.9846153846153847","0.9846153846153847","1","1","1","0","0","0","0.9997405197019684","0.9997405197019684","0.9997405197019684","0.9975974866013677","0.9975974866013677","0.9975974866013677","45997.5","45994","46001","0.6881720430107526","0.6881720430107526","0.6881720430107526","0.888888888888889","0.888888888888889","0.888888888888889","0","0","0","0.9411764705882353","0.9411764705882353","0.9411764705882353","0.8750000000000001","0.8750000000000001","0.8750000000000001","0","0","0","0.989998892866369","0.989998892866369","0.989998892866369","0.9446241674595622","0.9446241674595622","0.9446241674595622"
"765","46005.5","46002","46009","1","1","1","0.6857142857142856","0.6857142857142856","0.6857142857142856","0","0","0","0.9743589743589743","0.9743589743589743","0.9743589743589743","0.8","0.8","0.8","0","0","0","0.9993449066491975","0.9993449066491975","0.9993449066491975","0.9898270600203457","0.9898270600203457","0.9898270600203457","46005.5","46002","46009","0.7547169811320755","0.7547169811320755","0.7547169811320755","0.8","0.8","0.8","0","0","0","0.8636363636363636","0.8636363636363636","0.8636363636363636","0.7058823529411764","0.7058823529411764","0.7058823529411764","0","0","0","0.9900399052655484","0.9900399052655484","0.9900399052655484","0.8115942028985507","0.8115942028985507","0.8115942028985507"
"766","46013.5","46010","46017","0.8750000000000001","0.8750000000000001","0.8750000000000001","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","0.7241379310344828","0.7241379310344828","0.7241379310344828","1","1","1","0","0","0","0.9988366682177757","0.9988366682177757","0.9988366682177757","0.9968263563548435","0.9968263563548435","0.9968263563548435","46013.5","46010","46017","0.7924528301886793","0.7924528301886793","0.7924528301886793","0.955223880597015","0.955223880597015","0.955223880597015","0","0","0","0.711864406779661","0.711864406779661","0.711864406779661","0.955223880597015","0.955223880597015","0.955223880597015","0","0","0","0.9928231531320695","0.9928231531320695","0.9928231531320695","0.9736530491415039","0.9736530491415039","0.9736530491415039"
"767","46021.5","46018","46025","0.8767123287671234","0.8767123287671234","0.8767123287671234","0.955223880597015","0.955223880597015","0.955223880597015","0","0","0","0.888888888888889","0.888888888888889","0.888888888888889","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.9984554101292578","0.9984554101292578","0.9984554101292578","0.9983240943663788","0.9983240943663788","0.9983240943663788","46021.5","46018","46025","0.9014084507042254","0.9014084507042254","0.9014084507042254","0.927536231884058","0.927536231884058","0.927536231884058","0","0","0","0.9014084507042254","0.9014084507042254","0.9014084507042254","0.9142857142857143","0.9142857142857143","0.9142857142857143","0","0","0","0.9873573598226747","0.9873573598226747","0.9873573598226747","0.9646117293985242","0.9646117293985242","0.9646117293985242"
"768","46029.5","46026","46033","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.8421052631578948","0.8421052631578948","0.8421052631578948","0","0","0","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.923076923076923","0.923076923076923","0.923076923076923","0","0","0","0.9994150450415318","0.9994150450415318","0.9994150450415318","0.9982243267238828","0.9982243267238828","0.9982243267238828","46029.5","46026","46033","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.761904761904762","0.761904761904762","0.761904761904762","0","0","0","1","1","1","0.7499999999999999","0.7499999999999999","0.7499999999999999","0","0","0","0.994870991738773","0.994870991738773","0.994870991738773","0.9842151417714119","0.9842151417714119","0.9842151417714119"
"769","46037.5","46034","46041","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.9811320754716981","0.9811320754716981","0.9811320754716981","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","1","1","1","0","0","0","0.9997535298052885","0.9997535298052885","0.9997535298052885","0.9990253411306044","0.9990253411306044","0.9990253411306044","46037.5","46034","46041","0.47619047619047616","0.47619047619047616","0.47619047619047616","0.9285714285714286","0.9285714285714286","0.9285714285714286","0","0","0","0.45454545454545453","0.45454545454545453","0.45454545454545453","0.9642857142857143","0.9642857142857143","0.9642857142857143","0","0","0","0.991309223437062","0.991309223437062","0.991309223437062","0.9420106356039504","0.9420106356039504","0.9420106356039504"
"770","46045.5","46042","46049","1","1","1","0.955223880597015","0.955223880597015","0.955223880597015","0","0","0","0.9454545454545454","0.9454545454545454","0.9454545454545454","0.955223880597015","0.955223880597015","0.955223880597015","0","0","0","0.9996736748869516","0.9996736748869516","0.9996736748869516","0.9998173182316406","0.9998173182316406","0.9998173182316406","46045.5","46042","46049","1","1","1","0.9142857142857143","0.9142857142857143","0.9142857142857143","0","0","0","1","1","1","0.888888888888889","0.888888888888889","0.888888888888889","0","0","0","0.9804256936526036","0.9804256936526036","0.9804256936526036","0.9649215582584171","0.9649215582584171","0.9649215582584171"
"771","46053.5","46050","46057","1","1","1","0.9142857142857143","0.9142857142857143","0.9142857142857143","0","0","0","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9411764705882353","0.9411764705882353","0.9411764705882353","0","0","0","0.999485139246431","0.999485139246431","0.999485139246431","1","1","1","46053.5","46050","46057","1","1","1","0.8205128205128205","0.8205128205128205","0.8205128205128205","0","0","0","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.8421052631578948","0.8421052631578948","0.8421052631578948","0","0","0","0.989316441334972","0.989316441334972","0.989316441334972","0.9822369008301347","0.9822369008301347","0.9822369008301347"
