validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX
1908,95041.5,95038,95045,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.99985879,0.99985879,0.99985879,1,1,1
1909,95049.5,95046,95053,1,1,1,0.088888889,0.088888889,0.088888889,0,0,0,1,1,1,0.181818182,0.181818182,0.181818182,0,0,0,0.999264165,0.999264165,0.999264165,0.9897343,0.9897343,0.9897343
1910,95057.5,95054,95061,0.625,0.625,0.625,0.964285714,0.964285714,0.964285714,0,0,0,0.588235294,0.588235294,0.588235294,0.964285714,0.964285714,0.964285714,0,0,0,0.999048123,0.999048123,0.999048123,0.989830508,0.989830508,0.989830508
1911,95065.5,95062,95069,1,1,1,1,1,1,0,0,0,0.978723404,0.978723404,0.978723404,0.984615385,0.984615385,0.984615385,0,0,0,0.999953076,0.999953076,0.999953076,0.999909967,0.999909967,0.999909967
1912,95073.5,95070,95077,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.998947671,0.998947671,0.998947671,0.9986053,0.9986053,0.9986053
1913,95081.5,95078,95085,1,1,1,0.647058824,0.647058824,0.647058824,0,0,0,1,1,1,0.709677419,0.709677419,0.709677419,0,0,0,0.999549789,0.999549789,0.999549789,0.996506114,0.996506114,0.996506114
1914,95089.5,95086,95093,1,1,1,0.933333333,0.933333333,0.933333333,0,0,0,1,1,1,0.875,0.875,0.875,0,0,0,0.999864636,0.999864636,0.999864636,0.997629529,0.997629529,0.997629529
1915,95097.5,95094,95101,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.965517241,0.965517241,0.965517241,0.914285714,0.914285714,0.914285714,0,0,0,0.999481776,0.999481776,0.999481776,0.999566724,0.999566724,0.999566724
1916,95105.5,95102,95109,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999956716,0.999956716,0.999956716,0.999892253,0.999892253,0.999892253
1917,95113.5,95110,95117,1,1,1,0.551724138,0.551724138,0.551724138,0,0,0,1,1,1,0.533333333,0.533333333,0.533333333,0,0,0,0.999767658,0.999767658,0.999767658,0.995021874,0.995021874,0.995021874
1918,95121.5,95118,95125,0.8,0.8,0.8,0.962962963,0.962962963,0.962962963,0,0,0,0.8,0.8,0.8,0.981132075,0.981132075,0.981132075,0,0,0,0.999931605,0.999931605,0.999931605,0.996626802,0.996626802,0.996626802
1919,95129.5,95126,95133,0.98245614,0.98245614,0.98245614,0.888888889,0.888888889,0.888888889,0,0,0,0.965517241,0.965517241,0.965517241,0.853333333,0.853333333,0.853333333,0,0,0,0.99651538,0.99651538,0.99651538,0.993101938,0.993101938,0.993101938
1920,95137.5,95134,95141,0.956521739,0.956521739,0.956521739,0.965517241,0.965517241,0.965517241,0,0,0,0.985074627,0.985074627,0.985074627,0.974358974,0.974358974,0.974358974,0,0,0,0.999598917,0.999598917,0.999598917,0.999432049,0.999432049,0.999432049
1921,95145.5,95142,95149,1,1,1,0.957446809,0.957446809,0.957446809,0,0,0,1,1,1,0.967741935,0.967741935,0.967741935,0,0,0,0.99972165,0.99972165,0.99972165,0.999437965,0.999437965,0.999437965
1922,95153.5,95150,95157,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.999877895,0.999877895,0.999877895,0.9997426,0.9997426,0.9997426
1923,95161.5,95158,95165,1,1,1,0.777777778,0.777777778,0.777777778,0,0,0,1,1,1,0.736842105,0.736842105,0.736842105,0,0,0,0.999025376,0.999025376,0.999025376,0.992455993,0.992455993,0.992455993
1924,95169.5,95166,95173,0.952380952,0.952380952,0.952380952,0.9375,0.9375,0.9375,0,0,0,0.869565217,0.869565217,0.869565217,0.885714286,0.885714286,0.885714286,0,0,0,0.999789769,0.999789769,0.999789769,0.99745028,0.99745028,0.99745028
1925,95177.5,95174,95181,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.999847165,0.999847165,0.999847165,1,1,1
1926,95185.5,95182,95189,0.955223881,0.955223881,0.955223881,0.927536232,0.927536232,0.927536232,0,0,0,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.999426627,0.999426627,0.999426627,1,1,1
1927,95193.5,95190,95197,1,1,1,0.846153846,0.846153846,0.846153846,0,0,0,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,0.999509804,0.999509804,0.999509804,0.994338652,0.994338652,0.994338652
1928,95201.5,95198,95205,0.977777778,0.977777778,0.977777778,0.901408451,0.901408451,0.901408451,0,0,0,0.936170213,0.936170213,0.936170213,0.864864865,0.864864865,0.864864865,0,0,0,0.999027048,0.999027048,0.999027048,0.998509243,0.998509243,0.998509243
1929,95209.5,95206,95213,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999919452,0.999919452,0.999919452,1,1,1
1930,95217.5,95214,95221,1,1,1,0.651162791,0.651162791,0.651162791,0,0,0,1,1,1,0.736842105,0.736842105,0.736842105,0,0,0,0.999585859,0.999585859,0.999585859,0.993867121,0.993867121,0.993867121
1931,95225.5,95222,95229,0.9,0.9,0.9,0.93877551,0.93877551,0.93877551,0,0,0,0.857142857,0.857142857,0.857142857,0.978723404,0.978723404,0.978723404,0,0,0,0.999200306,0.999200306,0.999200306,0.99251737,0.99251737,0.99251737
1932,95233.5,95230,95237,0.923076923,0.923076923,0.923076923,0.941176471,0.941176471,0.941176471,0,0,0,0.905660377,0.905660377,0.905660377,0.955223881,0.955223881,0.955223881,0,0,0,0.999632116,0.999632116,0.999632116,0.999249108,0.999249108,0.999249108
1933,95241.5,95238,95245,0.984615385,0.984615385,0.984615385,0.975,0.975,0.975,0,0,0,0.984615385,0.984615385,0.984615385,0.975,0.975,0.975,0,0,0,0.998587172,0.998587172,0.998587172,0.99784095,0.99784095,0.99784095
1934,95249.5,95246,95253,0.96969697,0.96969697,0.96969697,0.945945946,0.945945946,0.945945946,0,0,0,1,1,1,0.945945946,0.945945946,0.945945946,0,0,0,0.999735743,0.999735743,0.999735743,0.998884012,0.998884012,0.998884012
1935,95257.5,95254,95261,0.98245614,0.98245614,0.98245614,0.984615385,0.984615385,0.984615385,0,0,0,0.933333333,0.933333333,0.933333333,0.955223881,0.955223881,0.955223881,0,0,0,0.999763342,0.999763342,0.999763342,0.99967719,0.99967719,0.99967719
1936,95265.5,95262,95269,1,1,1,0.920634921,0.920634921,0.920634921,0,0,0,1,1,1,0.966666667,0.966666667,0.966666667,0,0,0,0.999702753,0.999702753,0.999702753,0.999614594,0.999614594,0.999614594
1937,95273.5,95270,95277,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.999954659,0.999954659,0.999954659,0.998083924,0.998083924,0.998083924
1938,95281.5,95278,95285,1,1,1,0.530612245,0.530612245,0.530612245,0,0,0,0.972972973,0.972972973,0.972972973,0.622222222,0.622222222,0.622222222,0,0,0,0.998670036,0.998670036,0.998670036,0.987067167,0.987067167,0.987067167
1939,95289.5,95286,95293,0.958333333,0.958333333,0.958333333,0.955223881,0.955223881,0.955223881,0,0,0,0.93877551,0.93877551,0.93877551,0.96969697,0.96969697,0.96969697,0,0,0,0.999568904,0.999568904,0.999568904,0.999562746,0.999562746,0.999562746
1940,95297.5,95294,95301,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.941176471,0.941176471,0.941176471,0.984615385,0.984615385,0.984615385,0,0,0,0.999636496,0.999636496,0.999636496,1,1,1
1941,95305.5,95302,95309,1,1,1,0.861538462,0.861538462,0.861538462,0,0,0,1,1,1,0.861538462,0.861538462,0.861538462,0,0,0,0.999165063,0.999165063,0.999165063,0.998552223,0.998552223,0.998552223
1942,95313.5,95310,95317,0.975609756,0.975609756,0.975609756,0.978723404,0.978723404,0.978723404,0,0,0,1,1,1,0.978723404,0.978723404,0.978723404,0,0,0,0.99979886,0.99979886,0.99979886,0.997343454,0.997343454,0.997343454
1943,95321.5,95318,95325,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.999539187,0.999539187,0.999539187,0.999519462,0.999519462,0.999519462
1944,95329.5,95326,95333,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999858257,0.999858257,0.999858257,1,1,1
1945,95337.5,95334,95341,1,1,1,0.896551724,0.896551724,0.896551724,0,0,0,1,1,1,0.945454545,0.945454545,0.945454545,0,0,0,0.999823789,0.999823789,0.999823789,0.999005964,0.999005964,0.999005964
1946,95345.5,95342,95349,0.888888889,0.888888889,0.888888889,1,1,1,0,0,0,0.8,0.8,0.8,1,1,1,0,0,0,0.999729236,0.999729236,0.999729236,0.99594046,0.99594046,0.99594046
1947,95353.5,95350,95357,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.955223881,0.955223881,0.955223881,0.96969697,0.96969697,0.96969697,0,0,0,0.999615631,0.999615631,0.999615631,1,1,1
1948,95361.5,95358,95365,0.984615385,0.984615385,0.984615385,0.888888889,0.888888889,0.888888889,0,0,0,0.984615385,0.984615385,0.984615385,0.876712329,0.876712329,0.876712329,0,0,0,0.998931578,0.998931578,0.998931578,0.999330805,0.999330805,0.999330805
1949,95369.5,95366,95373,1,1,1,0.277777778,0.277777778,0.277777778,0,0,0,1,1,1,0.347826087,0.347826087,0.347826087,0,0,0,0.999331104,0.999331104,0.999331104,0.990799206,0.990799206,0.990799206
1950,95377.5,95374,95381,0.545454545,0.545454545,0.545454545,0.98245614,0.98245614,0.98245614,0,0,0,0.428571429,0.428571429,0.428571429,1,1,1,0,0,0,0.99962343,0.99962343,0.99962343,0.993006993,0.993006993,0.993006993
1951,95385.5,95382,95389,0.954545455,0.954545455,0.954545455,1,1,1,0,0,0,0.893617021,0.893617021,0.893617021,1,1,1,0,0,0,0.999824684,0.999824684,0.999824684,0.999479438,0.999479438,0.999479438
1952,95393.5,95390,95397,0.955223881,0.955223881,0.955223881,0.984615385,0.984615385,0.984615385,0,0,0,0.955223881,0.955223881,0.955223881,0.984615385,0.984615385,0.984615385,0,0,0,0.99963964,0.99963964,0.99963964,1,1,1
1953,95401.5,95398,95405,0.984615385,0.984615385,0.984615385,0.741935484,0.741935484,0.741935484,0,0,0,0.984615385,0.984615385,0.984615385,0.836363636,0.836363636,0.836363636,0,0,0,0.999423835,0.999423835,0.999423835,0.996744659,0.996744659,0.996744659
1954,95409.5,95406,95413,0.9,0.9,0.9,0.3125,0.3125,0.3125,0,0,0,0.981818182,0.981818182,0.981818182,0.357142857,0.357142857,0.357142857,0,0,0,0.999409374,0.999409374,0.999409374,0.989679522,0.989679522,0.989679522
1955,95417.5,95414,95421,0.277777778,0.277777778,0.277777778,0.984615385,0.984615385,0.984615385,0,0,0,0.588235294,0.588235294,0.588235294,0.984615385,0.984615385,0.984615385,0,0,0,0.998484045,0.998484045,0.998484045,0.995882062,0.995882062,0.995882062
1956,95425.5,95422,95429,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.999662048,0.999662048,0.999662048,0.999885123,0.999885123,0.999885123
1957,95433.5,95430,95437,0.831168831,0.831168831,0.831168831,0.927536232,0.927536232,0.927536232,0,0,0,0.876712329,0.876712329,0.876712329,0.901408451,0.901408451,0.901408451,0,0,0,0.998350324,0.998350324,0.998350324,0.999425881,0.999425881,0.999425881
1958,95441.5,95438,95445,0.979591837,0.979591837,0.979591837,0.666666667,0.666666667,0.666666667,0,0,0,0.979591837,0.979591837,0.979591837,0.666666667,0.666666667,0.666666667,0,0,0,0.999450247,0.999450247,0.999450247,0.989970501,0.989970501,0.989970501
1959,95449.5,95446,95453,0.857142857,0.857142857,0.857142857,1,1,1,0,0,0,0.818181818,0.818181818,0.818181818,1,1,1,0,0,0,0.999963714,0.999963714,0.999963714,0.998370672,0.998370672,0.998370672
1960,95457.5,95454,95461,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1961,95465.5,95462,95469,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1962,95473.5,95470,95477,1,1,1,0.733333333,0.733333333,0.733333333,0,0,0,1,1,1,0.733333333,0.733333333,0.733333333,0,0,0,0.999893937,0.999893937,0.999893937,0.996410625,0.996410625,0.996410625
1963,95481.5,95478,95485,0.875,0.875,0.875,0.955223881,0.955223881,0.955223881,0,0,0,0.903225806,0.903225806,0.903225806,0.955223881,0.955223881,0.955223881,0,0,0,0.999273994,0.999273994,0.999273994,0.995709908,0.995709908,0.995709908
1964,95489.5,95486,95493,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.99996113,0.99996113,0.99996113,1,1,1
1965,95497.5,95494,95501,1,1,1,0.862068966,0.862068966,0.862068966,0,0,0,1,1,1,0.909090909,0.909090909,0.909090909,0,0,0,0.999652818,0.999652818,0.999652818,0.999382335,0.999382335,0.999382335
1966,95505.5,95502,95509,0.9375,0.9375,0.9375,0.971428571,0.971428571,0.971428571,0,0,0,0.9375,0.9375,0.9375,0.971428571,0.971428571,0.971428571,0,0,0,0.999867224,0.999867224,0.999867224,0.999159664,0.999159664,0.999159664
1967,95513.5,95510,95517,0.833333333,0.833333333,0.833333333,0.955223881,0.955223881,0.955223881,0,0,0,0.833333333,0.833333333,0.833333333,0.927536232,0.927536232,0.927536232,0,0,0,0.998627231,0.998627231,0.998627231,0.99892151,0.99892151,0.99892151
1968,95521.5,95518,95525,0.96969697,0.96969697,0.96969697,0.955223881,0.955223881,0.955223881,0,0,0,0.96969697,0.96969697,0.96969697,0.927536232,0.927536232,0.927536232,0,0,0,0.999495714,0.999495714,0.999495714,1,1,1
1969,95529.5,95526,95533,0.984615385,0.984615385,0.984615385,0.846153846,0.846153846,0.846153846,0,0,0,0.984615385,0.984615385,0.984615385,0.862745098,0.862745098,0.862745098,0,0,0,0.999589289,0.999589289,0.999589289,0.999131406,0.999131406,0.999131406
1970,95537.5,95534,95541,1,1,1,0.740740741,0.740740741,0.740740741,0,0,0,0.956521739,0.956521739,0.956521739,0.8,0.8,0.8,0,0,0,0.999395608,0.999395608,0.999395608,0.994108984,0.994108984,0.994108984
1971,95545.5,95542,95549,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.901408451,0.901408451,0.901408451,0,0,0,0.999339934,0.999339934,0.999339934,0.998670802,0.998670802,0.998670802
1972,95553.5,95550,95557,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0.999186771,0.999186771,0.999186771,0.999906699,0.999906699,0.999906699
1973,95561.5,95558,95565,0.8,0.8,0.8,0.542372881,0.542372881,0.542372881,0,0,0,0.8,0.8,0.8,0.62745098,0.62745098,0.62745098,0,0,0,0.997993518,0.997993518,0.997993518,0.997574217,0.997574217,0.997574217
1974,95569.5,95566,95573,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.998241891,0.998241891,0.998241891,0.995678046,0.995678046,0.995678046
1975,95577.5,95574,95581,0.955223881,0.955223881,0.955223881,0.277511962,0.277511962,0.277511962,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.996115073,0.996115073,0.996115073,0.99052252,0.99052252,0.99052252
1976,95585.5,95582,95589,0,0,0,0.324873096,0.324873096,0.324873096,0,0,0,0,0,0,0,0,0,0,0,0,0.998531571,0.998531571,0.998531571,0.995066804,0.995066804,0.995066804
1977,95593.5,95590,95597,0.8,0.8,0.8,0.281481481,0.281481481,0.281481481,0,0,0,0.705882353,0.705882353,0.705882353,0,0,0,0,0,0,0.978856153,0.978856153,0.978856153,0.997663472,0.997663472,0.997663472
1978,95601.5,95598,95605,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.997062983,0.997062983,0.997062983,0.997550389,0.997550389,0.997550389
1979,95609.5,95606,95613,1,1,1,0.612244898,0.612244898,0.612244898,0,0,0,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,0.997605572,0.997605572,0.997605572,0.996013667,0.996013667,0.996013667
1980,95617.5,95614,95621,0.983333333,0.983333333,0.983333333,0.927536232,0.927536232,0.927536232,0,0,0,0.967213115,0.967213115,0.967213115,0.941176471,0.941176471,0.941176471,0,0,0,0.999912465,0.999912465,0.999912465,0.998618931,0.998618931,0.998618931
1981,95625.5,95622,95629,0.985915493,0.985915493,0.985915493,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.999926368,0.999926368,0.999926368,1,1,1
1982,95633.5,95630,95637,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999816143,0.999816143,0.999816143,1,1,1
1983,95641.5,95638,95645,0.956521739,0.956521739,0.956521739,0.615384615,0.615384615,0.615384615,0,0,0,0.977777778,0.977777778,0.977777778,0.666666667,0.666666667,0.666666667,0,0,0,0.995117982,0.995117982,0.995117982,0.955254237,0.955254237,0.955254237
1984,95649.5,95646,95653,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.998070243,0.998070243,0.998070243
1985,95657.5,95654,95661,0.936170213,0.936170213,0.936170213,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999767739,0.999767739,0.999767739,0.999868404,0.999868404,0.999868404
1986,95665.5,95662,95669,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.999513382,0.999513382,0.999513382,0.999937253,0.999937253,0.999937253
1987,95673.5,95670,95677,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.998861646,0.998861646,0.998861646,0.990625,0.990625,0.990625
1988,95681.5,95678,95685,1,1,1,0.930232558,0.930232558,0.930232558,0,0,0,1,1,1,0.952380952,0.952380952,0.952380952,0,0,0,0.999699329,0.999699329,0.999699329,0.994560995,0.994560995,0.994560995
1989,95689.5,95686,95693,0.833333333,0.833333333,0.833333333,0.901408451,0.901408451,0.901408451,0,0,0,0.896551724,0.896551724,0.896551724,0.901408451,0.901408451,0.901408451,0,0,0,0.998867222,0.998867222,0.998867222,0.999216915,0.999216915,0.999216915
1990,95697.5,95694,95701,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999918613,0.999918613,0.999918613,1,1,1
1991,95705.5,95702,95709,0.984615385,0.984615385,0.984615385,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.999884228,0.999884228,0.999884228,0.99938763,0.99938763,0.99938763
1992,95713.5,95710,95717,0.368421053,0.368421053,0.368421053,0.806451613,0.806451613,0.806451613,0,0,0,0.583333333,0.583333333,0.583333333,0.769230769,0.769230769,0.769230769,0,0,0,0.987940983,0.987940983,0.987940983,0.911111111,0.911111111,0.911111111
1993,95721.5,95718,95725,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.988926554,0.988926554,0.988926554,0.988286275,0.988286275,0.988286275
1994,95729.5,95726,95733,0.979591837,0.979591837,0.979591837,0.864864865,0.864864865,0.864864865,0,0,0,0.943396226,0.943396226,0.943396226,0.864864865,0.864864865,0.864864865,0,0,0,0.983769998,0.983769998,0.983769998,0.994192897,0.994192897,0.994192897
1995,95737.5,95734,95741,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.999701314,0.999701314,0.999701314,0.998375688,0.998375688,0.998375688
1996,95745.5,95742,95749,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999818676,0.999818676,0.999818676,0.995484677,0.995484677,0.995484677
1997,95753.5,95750,95757,0.857142857,0.857142857,0.857142857,0.80952381,0.80952381,0.80952381,0,0,0,0.833333333,0.833333333,0.833333333,0.829268293,0.829268293,0.829268293,0,0,0,0.999798495,0.999798495,0.999798495,0.992619926,0.992619926,0.992619926
1998,95761.5,95758,95765,0.961538462,0.961538462,0.961538462,0.984615385,0.984615385,0.984615385,0,0,0,0.961538462,0.961538462,0.961538462,0.984615385,0.984615385,0.984615385,0,0,0,0.99992083,0.99992083,0.99992083,0.99944009,0.99944009,0.99944009
1999,95769.5,95766,95773,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0,0,0,0.955223881,0.955223881,0.955223881,0.901408451,0.901408451,0.901408451,0,0,0,0.998435055,0.998435055,0.998435055,0.997179315,0.997179315,0.997179315
2000,95777.5,95774,95781,1,1,1,0.98245614,0.98245614,0.98245614,0,0,0,1,1,1,0.949152542,0.949152542,0.949152542,0,0,0,0.99935959,0.99935959,0.99935959,0.998381004,0.998381004,0.998381004
2001,95785.5,95782,95789,0.944444444,0.944444444,0.944444444,0.965517241,0.965517241,0.965517241,0,0,0,0.971428571,0.971428571,0.971428571,0.967741935,0.967741935,0.967741935,0,0,0,0.999863126,0.999863126,0.999863126,0.99847793,0.99847793,0.99847793
2002,95793.5,95790,95797,0.909090909,0.909090909,0.909090909,1,1,1,0,0,0,0.857142857,0.857142857,0.857142857,1,1,1,0,0,0,1,1,1,0.998952331,0.998952331,0.998952331
2003,95801.5,95798,95805,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999956835,0.999956835,0.999956835,0.999891505,0.999891505,0.999891505
2004,95809.5,95806,95813,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999913667,0.999913667,0.999913667,1,1,1
2005,95817.5,95814,95821,0.551724138,0.551724138,0.551724138,0.666666667,0.666666667,0.666666667,0,0,0,0.727272727,0.727272727,0.727272727,0.842105263,0.842105263,0.842105263,0,0,0,0.998440911,0.998440911,0.998440911,0.99610245,0.99610245,0.99610245
2006,95825.5,95822,95829,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.99900325,0.99900325,0.99900325,0.996698264,0.996698264,0.996698264
2007,95833.5,95830,95837,0.652173913,0.652173913,0.652173913,0.927536232,0.927536232,0.927536232,0,0,0,0.652173913,0.652173913,0.652173913,0.927536232,0.927536232,0.927536232,0,0,0,0.998660714,0.998660714,0.998660714,0.998102267,0.998102267,0.998102267
2008,95841.5,95838,95845,0.96969697,0.96969697,0.96969697,0.833333333,0.833333333,0.833333333,0,0,0,0.96969697,0.96969697,0.96969697,0.892857143,0.892857143,0.892857143,0,0,0,0.998121069,0.998121069,0.998121069,0.999057119,0.999057119,0.999057119
2009,95849.5,95846,95853,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999031737,0.999031737,0.999031737,0.994589916,0.994589916,0.994589916
2010,95857.5,95854,95861,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.998595298,0.998595298,0.998595298,0.994256068,0.994256068,0.994256068
2011,95865.5,95862,95869,0.571428571,0.571428571,0.571428571,0.983606557,0.983606557,0.983606557,0,0,0,0.8,0.8,0.8,0.967741935,0.967741935,0.967741935,0,0,0,0.999864911,0.999864911,0.999864911,0.998272884,0.998272884,0.998272884
2012,95873.5,95870,95877,0.947368421,0.947368421,0.947368421,0.941176471,0.941176471,0.941176471,0,0,0,0.931034483,0.931034483,0.931034483,0.888888889,0.888888889,0.888888889,0,0,0,0.999358717,0.999358717,0.999358717,0.999058507,0.999058507,0.999058507
2013,95881.5,95878,95885,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,0.999597132,0.999597132,0.999597132,1,1,1
2014,95889.5,95886,95893,0.955223881,0.955223881,0.955223881,0.571428571,0.571428571,0.571428571,0,0,0,0.984615385,0.984615385,0.984615385,0.547945205,0.547945205,0.547945205,0,0,0,0.996910563,0.996910563,0.996910563,0.993818075,0.993818075,0.993818075
2015,95897.5,95894,95901,0.962962963,0.962962963,0.962962963,0.926829268,0.926829268,0.926829268,0,0,0,1,1,1,0.926829268,0.926829268,0.926829268,0,0,0,0.999868074,0.999868074,0.999868074,0.998627002,0.998627002,0.998627002
2016,95905.5,95902,95909,0.909090909,0.909090909,0.909090909,0.96969697,0.96969697,0.96969697,0,0,0,0.9375,0.9375,0.9375,0.984615385,0.984615385,0.984615385,0,0,0,0.999749332,0.999749332,0.999749332,0.999764927,0.999764927,0.999764927
2017,95913.5,95910,95917,0.914285714,0.914285714,0.914285714,0.901408451,0.901408451,0.901408451,0,0,0,0.914285714,0.914285714,0.914285714,0.901408451,0.901408451,0.901408451,0,0,0,0.998211091,0.998211091,0.998211091,0.99859972,0.99859972,0.99859972
2018,95921.5,95918,95925,1,1,1,0.548387097,0.548387097,0.548387097,0,0,0,1,1,1,0.790697674,0.790697674,0.790697674,0,0,0,0.99919118,0.99919118,0.99919118,0.993943472,0.993943472,0.993943472
2019,95929.5,95926,95933,0.857142857,0.857142857,0.857142857,0.787878788,0.787878788,0.787878788,0,0,0,0.818181818,0.818181818,0.818181818,0.875,0.875,0.875,0,0,0,0.99969987,0.99969987,0.99969987,0.990407674,0.990407674,0.990407674
2020,95937.5,95934,95941,0.981132075,0.981132075,0.981132075,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.999610197,0.999610197,0.999610197,1,1,1
2021,95945.5,95942,95949,1,1,1,0.864864865,0.864864865,0.864864865,0,0,0,1,1,1,0.853333333,0.853333333,0.853333333,0,0,0,0.999170714,0.999170714,0.999170714,1,1,1
