validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX
87,20635.5,20632,20639,0.556521739,0.556521739,0.556521739,0.60952381,0.60952381,0.60952381,0,0,0,0.598130841,0.598130841,0.598130841,0.576576577,0.576576577,0.576576577,0,0,0,0.989704873,0.989704873,0.989704873,0.999019682,0.999019682,0.999019682
88,20643.5,20640,20647,0.688172043,0.688172043,0.688172043,0.323943662,0.323943662,0.323943662,0,0,0,0.711111111,0.711111111,0.711111111,0.26993865,0.26993865,0.26993865,0,0,0,0.988606574,0.988606574,0.988606574,0.989769406,0.989769406,0.989769406
89,20651.5,20648,20655,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.991856494,0.991856494,0.991856494,0.972320795,0.972320795,0.972320795
90,20659.5,20656,20663,0.553846154,0.553846154,0.553846154,0.816901408,0.816901408,0.816901408,0,0,0,0.5625,0.5625,0.5625,0.617021277,0.617021277,0.617021277,0,0,0,0.992955338,0.992955338,0.992955338,0.967139175,0.967139175,0.967139175
91,20667.5,20664,20671,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,1,1,1,0.659793814,0.659793814,0.659793814,0,0,0,0.99794078,0.99794078,0.99794078,0.995453458,0.995453458,0.995453458
92,20675.5,20672,20679,1,1,1,0.680851064,0.680851064,0.680851064,0,0,0,1,1,1,0.537815126,0.537815126,0.537815126,0,0,0,0.996979281,0.996979281,0.996979281,1,1,1
93,20683.5,20680,20687,0.676056338,0.676056338,0.676056338,0.690909091,0.690909091,0.690909091,0,0,0,0.741935484,0.741935484,0.741935484,0.633333333,0.633333333,0.633333333,0,0,0,0.996013801,0.996013801,0.996013801,0.973611658,0.973611658,0.973611658
94,20691.5,20688,20695,0.56,0.56,0.56,0.864864865,0.864864865,0.864864865,0,0,0,0.682926829,0.682926829,0.682926829,0.876712329,0.876712329,0.876712329,0,0,0,0.996303495,0.996303495,0.996303495,0.992371368,0.992371368,0.992371368
95,20699.5,20696,20703,0.621359223,0.621359223,0.621359223,0.984615385,0.984615385,0.984615385,0,0,0,0.735632184,0.735632184,0.735632184,0.984615385,0.984615385,0.984615385,0,0,0,0.997293085,0.997293085,0.997293085,0.999748047,0.999748047,0.999748047
96,20707.5,20704,20711,1,1,1,0.878787879,0.878787879,0.878787879,0,0,0,0.984615385,0.984615385,0.984615385,0.783783784,0.783783784,0.783783784,0,0,0,0.999061263,0.999061263,0.999061263,0.999237611,0.999237611,0.999237611
97,20715.5,20712,20719,0.633333333,0.633333333,0.633333333,0.366197183,0.366197183,0.366197183,0,0,0,0.644067797,0.644067797,0.644067797,0.276595745,0.276595745,0.276595745,0,0,0,0.99236798,0.99236798,0.99236798,0.949314632,0.949314632,0.949314632
98,20723.5,20720,20727,0.875,0.875,0.875,0.576576577,0.576576577,0.576576577,0,0,0,0.882352941,0.882352941,0.882352941,0.457142857,0.457142857,0.457142857,0,0,0,0.99366765,0.99366765,0.99366765,0.995071035,0.995071035,0.995071035
99,20731.5,20728,20735,0.984615385,0.984615385,0.984615385,0.576576577,0.576576577,0.576576577,0,0,0,1,1,1,0.566371681,0.566371681,0.566371681,0,0,0,0.988778878,0.988778878,0.988778878,0.978252765,0.978252765,0.978252765
100,20739.5,20736,20743,0.719101124,0.719101124,0.719101124,0.680555556,0.680555556,0.680555556,0,0,0,0.771084337,0.771084337,0.771084337,0.579881657,0.579881657,0.579881657,0,0,0,0.992244031,0.992244031,0.992244031,0.995372411,0.995372411,0.995372411
101,20747.5,20744,20751,0.901098901,0.901098901,0.901098901,0.684563758,0.684563758,0.684563758,0,0,0,0.901098901,0.901098901,0.901098901,0.573033708,0.573033708,0.573033708,0,0,0,0.990512334,0.990512334,0.990512334,0.994441708,0.994441708,0.994441708
102,20755.5,20752,20759,0.703296703,0.703296703,0.703296703,0.659793814,0.659793814,0.659793814,0,0,0,0.719101124,0.719101124,0.719101124,0.566371681,0.566371681,0.566371681,0,0,0,0.993458195,0.993458195,0.993458195,0.998791784,0.998791784,0.998791784
103,20763.5,20760,20767,0.96969697,0.96969697,0.96969697,0.325581395,0.325581395,0.325581395,0,0,0,1,1,1,0.325581395,0.325581395,0.325581395,0,0,0,0.996707098,0.996707098,0.996707098,0.990056308,0.990056308,0.990056308
104,20771.5,20768,20775,0.488888889,0.488888889,0.488888889,0.579710145,0.579710145,0.579710145,0,0,0,0.628571429,0.628571429,0.628571429,0.567567568,0.567567568,0.567567568,0,0,0,0.996326379,0.996326379,0.996326379,0.972323379,0.972323379,0.972323379
105,20779.5,20776,20783,0.727272727,0.727272727,0.727272727,0.735632184,0.735632184,0.735632184,0,0,0,0.842105263,0.842105263,0.842105263,0.703296703,0.703296703,0.703296703,0,0,0,0.995981453,0.995981453,0.995981453,0.997195388,0.997195388,0.997195388
106,20787.5,20784,20791,0.831168831,0.831168831,0.831168831,0.598726115,0.598726115,0.598726115,0,0,0,0.901408451,0.901408451,0.901408451,0.602564103,0.602564103,0.602564103,0,0,0,0.986676566,0.986676566,0.986676566,0.977570565,0.977570565,0.977570565
107,20795.5,20792,20799,0.943089431,0.943089431,0.943089431,0.525714286,0.525714286,0.525714286,0,0,0,0.950819672,0.950819672,0.950819672,0.520231214,0.520231214,0.520231214,0,0,0,0.979152794,0.979152794,0.979152794,0.972532737,0.972532737,0.972532737
108,20803.5,20800,20807,0.888888889,0.888888889,0.888888889,0.380952381,0.380952381,0.380952381,0,0,0,0.935064935,0.935064935,0.935064935,0.363636364,0.363636364,0.363636364,0,0,0,0.988853373,0.988853373,0.988853373,0.993795243,0.993795243,0.993795243
109,20811.5,20808,20815,0.876712329,0.876712329,0.876712329,0.21192053,0.21192053,0.21192053,0,0,0,0.927536232,0.927536232,0.927536232,0.209150327,0.209150327,0.209150327,0,0,0,0.991487386,0.991487386,0.991487386,0.993385827,0.993385827,0.993385827
110,20819.5,20816,20823,0.266666667,0.266666667,0.266666667,0.41025641,0.41025641,0.41025641,0,0,0,0.432432432,0.432432432,0.432432432,0.396694215,0.396694215,0.396694215,0,0,0,0.988117404,0.988117404,0.988117404,0.906001446,0.906001446,0.906001446
111,20827.5,20824,20831,0.740740741,0.740740741,0.740740741,0.592592593,0.592592593,0.592592593,0,0,0,0.759493671,0.759493671,0.759493671,0.542372881,0.542372881,0.542372881,0,0,0,0.996052632,0.996052632,0.996052632,0.987648097,0.987648097,0.987648097
112,20835.5,20832,20839,0.96969697,0.96969697,0.96969697,0.52892562,0.52892562,0.52892562,0,0,0,0.955223881,0.955223881,0.955223881,0.566371681,0.566371681,0.566371681,0,0,0,0.997611006,0.997611006,0.997611006,0.990619137,0.990619137,0.990619137
113,20843.5,20840,20847,0.831168831,0.831168831,0.831168831,0.391304348,0.391304348,0.391304348,0,0,0,0.831168831,0.831168831,0.831168831,0.418604651,0.418604651,0.418604651,0,0,0,0.992659806,0.992659806,0.992659806,0.952326901,0.952326901,0.952326901
114,20851.5,20848,20855,0.376237624,0.376237624,0.376237624,0.75,0.75,0.75,0,0,0,0.441860465,0.441860465,0.441860465,0.75,0.75,0.75,0,0,0,0.981304898,0.981304898,0.981304898,0.869479235,0.869479235,0.869479235
115,20859.5,20856,20863,0.62745098,0.62745098,0.62745098,0.680851064,0.680851064,0.680851064,0,0,0,0.646464646,0.646464646,0.646464646,0.666666667,0.666666667,0.666666667,0,0,0,0.991504213,0.991504213,0.991504213,0.972694487,0.972694487,0.972694487
116,20867.5,20864,20871,0.8,0.8,0.8,0.831168831,0.831168831,0.831168831,0,0,0,0.810126582,0.810126582,0.810126582,0.820512821,0.820512821,0.820512821,0,0,0,0.994800084,0.994800084,0.994800084,0.976708075,0.976708075,0.976708075
117,20875.5,20872,20879,0.539325843,0.539325843,0.539325843,0.488888889,0.488888889,0.488888889,0,0,0,0.630136986,0.630136986,0.630136986,0.458333333,0.458333333,0.458333333,0,0,0,0.995526238,0.995526238,0.995526238,0.947786606,0.947786606,0.947786606
118,20883.5,20880,20887,0.64,0.64,0.64,0.810126582,0.810126582,0.810126582,0,0,0,0.842105263,0.842105263,0.842105263,0.864864865,0.864864865,0.864864865,0,0,0,0.998548289,0.998548289,0.998548289,0.999840434,0.999840434,0.999840434
119,20891.5,20888,20895,0.566371681,0.566371681,0.566371681,0.894736842,0.894736842,0.894736842,0,0,0,0.695652174,0.695652174,0.695652174,0.904347826,0.904347826,0.904347826,0,0,0,0.995315935,0.995315935,0.995315935,0.999645516,0.999645516,0.999645516
120,20899.5,20896,20903,0.760736196,0.760736196,0.760736196,0.907801418,0.907801418,0.907801418,0,0,0,0.905109489,0.905109489,0.905109489,0.820512821,0.820512821,0.820512821,0,0,0,0.994959042,0.994959042,0.994959042,0.999196191,0.999196191,0.999196191
121,20907.5,20904,20911,0.786206897,0.786206897,0.786206897,0.743801653,0.743801653,0.743801653,0,0,0,0.912,0.912,0.912,0.592105263,0.592105263,0.592105263,0,0,0,0.984142522,0.984142522,0.984142522,0.977625375,0.977625375,0.977625375
122,20915.5,20912,20919,0.691729323,0.691729323,0.691729323,0.521126761,0.521126761,0.521126761,0,0,0,0.71875,0.71875,0.71875,0.371859296,0.371859296,0.371859296,0,0,0,0.982608696,0.982608696,0.982608696,0.962019853,0.962019853,0.962019853
123,20923.5,20920,20927,0.576576577,0.576576577,0.576576577,0.488549618,0.488549618,0.488549618,0,0,0,0.615384615,0.615384615,0.615384615,0.300469484,0.300469484,0.300469484,0,0,0,0.990037459,0.990037459,0.990037459,0.989838271,0.989838271,0.989838271
124,20931.5,20928,20935,0.621359223,0.621359223,0.621359223,0.527272727,0.527272727,0.527272727,0,0,0,0.653061224,0.653061224,0.653061224,0.487394958,0.487394958,0.487394958,0,0,0,0.994744537,0.994744537,0.994744537,0.989135159,0.989135159,0.989135159
125,20939.5,20936,20943,0.536585366,0.536585366,0.536585366,0.206185567,0.206185567,0.206185567,0,0,0,0.6,0.6,0.6,0.208333333,0.208333333,0.208333333,0,0,0,0.991381318,0.991381318,0.991381318,0.927807487,0.927807487,0.927807487
126,20947.5,20944,20951,0,0,0,0.542372881,0.542372881,0.542372881,0,0,0,0,0,0,0.52892562,0.52892562,0.52892562,0,0,0,0.994165409,0.994165409,0.994165409,0.999236058,0.999236058,0.999236058
127,20955.5,20952,20959,0.913043478,0.913043478,0.913043478,0.659793814,0.659793814,0.659793814,0,0,0,0.933333333,0.933333333,0.933333333,0.653061224,0.653061224,0.653061224,0,0,0,0.994051232,0.994051232,0.994051232,0.997103275,0.997103275,0.997103275
128,20963.5,20960,20967,0.719101124,0.719101124,0.719101124,0.582278481,0.582278481,0.582278481,0,0,0,0.810126582,0.810126582,0.810126582,0.541176471,0.541176471,0.541176471,0,0,0,0.980750487,0.980750487,0.980750487,0.981751825,0.981751825,0.981751825
129,20971.5,20968,20975,0.901408451,0.901408451,0.901408451,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.992336362,0.992336362,0.992336362,0.973507594,0.973507594,0.973507594
130,20979.5,20976,20983,0.529411765,0.529411765,0.529411765,0.683544304,0.683544304,0.683544304,0,0,0,0.765957447,0.765957447,0.765957447,0.545454545,0.545454545,0.545454545,0,0,0,0.995861408,0.995861408,0.995861408,0.987138264,0.987138264,0.987138264
131,20987.5,20984,20991,0.711111111,0.711111111,0.711111111,0.666666667,0.666666667,0.666666667,0,0,0,0.853333333,0.853333333,0.853333333,0.533333333,0.533333333,0.533333333,0,0,0,0.995464036,0.995464036,0.995464036,0.999776836,0.999776836,0.999776836
132,20995.5,20992,20999,0.735632184,0.735632184,0.735632184,0.842105263,0.842105263,0.842105263,0,0,0,0.780487805,0.780487805,0.780487805,0.589473684,0.589473684,0.589473684,0,0,0,0.995346579,0.995346579,0.995346579,0.994754539,0.994754539,0.994754539
133,21003.5,21000,21007,0.857142857,0.857142857,0.857142857,0.707070707,0.707070707,0.707070707,0,0,0,0.921568627,0.921568627,0.921568627,0.429447853,0.429447853,0.429447853,0,0,0,0.993467712,0.993467712,0.993467712,0.994036526,0.994036526,0.994036526
134,21011.5,21008,21015,0.96969697,0.96969697,0.96969697,0.810126582,0.810126582,0.810126582,0,0,0,0.955223881,0.955223881,0.955223881,0.646464646,0.646464646,0.646464646,0,0,0,0.997586978,0.997586978,0.997586978,1,1,1
135,21019.5,21016,21023,0.790123457,0.790123457,0.790123457,0.426229508,0.426229508,0.426229508,0,0,0,0.864864865,0.864864865,0.864864865,0.4,0.4,0.4,0,0,0,0.991300164,0.991300164,0.991300164,0.972761597,0.972761597,0.972761597
136,21027.5,21024,21031,0.242424242,0.242424242,0.242424242,0.64,0.64,0.64,0,0,0,0.245614035,0.245614035,0.245614035,0.631578947,0.631578947,0.631578947,0,0,0,0.993124149,0.993124149,0.993124149,0.982503365,0.982503365,0.982503365
137,21035.5,21032,21039,0.467532468,0.467532468,0.467532468,0.621359223,0.621359223,0.621359223,0,0,0,0.553846154,0.553846154,0.553846154,0.503937008,0.503937008,0.503937008,0,0,0,0.99153454,0.99153454,0.99153454,0.999173326,0.999173326,0.999173326
138,21043.5,21040,21047,0.864864865,0.864864865,0.864864865,0.727272727,0.727272727,0.727272727,0,0,0,0.876712329,0.876712329,0.876712329,0.484848485,0.484848485,0.484848485,0,0,0,0.994533366,0.994533366,0.994533366,0.999832888,0.999832888,0.999832888
139,21051.5,21048,21055,0.727272727,0.727272727,0.727272727,0.626506024,0.626506024,0.626506024,0,0,0,0.876712329,0.876712329,0.876712329,0.641975309,0.641975309,0.641975309,0,0,0,0.995645198,0.995645198,0.995645198,0.988952381,0.988952381,0.988952381
140,21059.5,21056,21063,0.333333333,0.333333333,0.333333333,0.876712329,0.876712329,0.876712329,0,0,0,0.52173913,0.52173913,0.52173913,0.842105263,0.842105263,0.842105263,0,0,0,0.99263519,0.99263519,0.99263519,0.989689086,0.989689086,0.989689086
141,21067.5,21064,21071,0,0,0,0.901408451,0.901408451,0.901408451,0,0,0,0,0,0,0.901408451,0.901408451,0.901408451,0,0,0,0.995164076,0.995164076,0.995164076,0.999186252,0.999186252,0.999186252
142,21075.5,21072,21079,0.75,0.75,0.75,0.597402597,0.597402597,0.597402597,0,0,0,0.75,0.75,0.75,0.547619048,0.547619048,0.547619048,0,0,0,0.982831228,0.982831228,0.982831228,0.996932933,0.996932933,0.996932933
143,21083.5,21080,21087,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.949265847,0.949265847,0.949265847,0.978864102,0.978864102,0.978864102
144,21091.5,21088,21095,0.914285714,0.914285714,0.914285714,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.97184924,0.97184924,0.97184924,0.956701981,0.956701981,0.956701981
145,21099.5,21096,21103,0.793103448,0.793103448,0.793103448,0.333333333,0.333333333,0.333333333,0,0,0,0.741935484,0.741935484,0.741935484,0.367346939,0.367346939,0.367346939,0,0,0,0.997055339,0.997055339,0.997055339,0.986072423,0.986072423,0.986072423
146,21107.5,21104,21111,0.32,0.32,0.32,0.735632184,0.735632184,0.735632184,0,0,0,0.326530612,0.326530612,0.326530612,0.927536232,0.927536232,0.927536232,0,0,0,0.995208698,0.995208698,0.995208698,0.994475138,0.994475138,0.994475138
147,21115.5,21112,21119,0.547008547,0.547008547,0.547008547,0.719101124,0.719101124,0.719101124,0,0,0,0.615384615,0.615384615,0.615384615,0.703296703,0.703296703,0.703296703,0,0,0,0.992014197,0.992014197,0.992014197,0.999084958,0.999084958,0.999084958
148,21123.5,21120,21127,0.914285714,0.914285714,0.914285714,0.338461538,0.338461538,0.338461538,0,0,0,0.984615385,0.984615385,0.984615385,0.222222222,0.222222222,0.222222222,0,0,0,0.99194893,0.99194893,0.99194893,0.981424421,0.981424421,0.981424421
149,21131.5,21128,21135,0.434782609,0.434782609,0.434782609,0.452830189,0.452830189,0.452830189,0,0,0,0.49382716,0.49382716,0.49382716,0.352941176,0.352941176,0.352941176,0,0,0,0.991893591,0.991893591,0.991893591,0.943947244,0.943947244,0.943947244
150,21139.5,21136,21143,0,0,0,0.615384615,0.615384615,0.615384615,0,0,0,0,0,0,0.60952381,0.60952381,0.60952381,0,0,0,0.9924669,0.9924669,0.9924669,0.993569662,0.993569662,0.993569662
151,21147.5,21144,21151,0.955223881,0.955223881,0.955223881,0.680412371,0.680412371,0.680412371,0,0,0,0.955223881,0.955223881,0.955223881,0.611111111,0.611111111,0.611111111,0,0,0,0.9957711,0.9957711,0.9957711,0.998113769,0.998113769,0.998113769
152,21155.5,21152,21159,0.931506849,0.931506849,0.931506849,0.744186047,0.744186047,0.744186047,0,0,0,0.918918919,0.918918919,0.918918919,0.659793814,0.659793814,0.659793814,0,0,0,0.994736842,0.994736842,0.994736842,0.993348958,0.993348958,0.993348958
153,21163.5,21160,21167,0.892086331,0.892086331,0.892086331,0.467153285,0.467153285,0.467153285,0,0,0,0.892086331,0.892086331,0.892086331,0.387878788,0.387878788,0.387878788,0,0,0,0.993505311,0.993505311,0.993505311,0.989541226,0.989541226,0.989541226
154,21171.5,21168,21175,0.927536232,0.927536232,0.927536232,0.615384615,0.615384615,0.615384615,0,0,0,0.984615385,0.984615385,0.984615385,0.598130841,0.598130841,0.598130841,0,0,0,0.997034291,0.997034291,0.997034291,0.990387308,0.990387308,0.990387308
155,21179.5,21176,21183,0.842105263,0.842105263,0.842105263,0.045454545,0.045454545,0.045454545,0,0,0,0.955223881,0.955223881,0.955223881,0.041666667,0.041666667,0.041666667,0,0,0,0.998656976,0.998656976,0.998656976,0.983495556,0.983495556,0.983495556
156,21187.5,21184,21191,0.411764706,0.411764706,0.411764706,0.53968254,0.53968254,0.53968254,0,0,0,0.651162791,0.651162791,0.651162791,0.461538462,0.461538462,0.461538462,0,0,0,0.985504362,0.985504362,0.985504362,0.8389112,0.8389112,0.8389112
157,21195.5,21192,21199,0.965517241,0.965517241,0.965517241,0.566371681,0.566371681,0.566371681,0,0,0,1,1,1,0.474074074,0.474074074,0.474074074,0,0,0,0.994292332,0.994292332,0.994292332,0.9979159,0.9979159,0.9979159
158,21203.5,21200,21207,0.735632184,0.735632184,0.735632184,0.551724138,0.551724138,0.551724138,0,0,0,0.831168831,0.831168831,0.831168831,0.556521739,0.556521739,0.556521739,0,0,0,0.992977154,0.992977154,0.992977154,0.998050682,0.998050682,0.998050682
159,21211.5,21208,21215,0.914285714,0.914285714,0.914285714,0.454545455,0.454545455,0.454545455,0,0,0,0.927536232,0.927536232,0.927536232,0.431034483,0.431034483,0.431034483,0,0,0,0.99420188,0.99420188,0.99420188,0.995267641,0.995267641,0.995267641
160,21219.5,21216,21223,0.731707317,0.731707317,0.731707317,0.033057851,0.033057851,0.033057851,0,0,0,0.769230769,0.769230769,0.769230769,0.030534351,0.030534351,0.030534351,0,0,0,0.973371391,0.973371391,0.973371391,0.867501648,0.867501648,0.867501648
161,21227.5,21224,21231,0.714285714,0.714285714,0.714285714,0.587155963,0.587155963,0.587155963,0,0,0,0.769230769,0.769230769,0.769230769,0.402515723,0.402515723,0.402515723,0,0,0,0.992805755,0.992805755,0.992805755,0.978665456,0.978665456,0.978665456
162,21235.5,21232,21239,0.673684211,0.673684211,0.673684211,0.659793814,0.659793814,0.659793814,0,0,0,0.735632184,0.735632184,0.735632184,0.380952381,0.380952381,0.380952381,0,0,0,0.992328393,0.992328393,0.992328393,1,1,1
163,21243.5,21240,21247,1,1,1,0.60952381,0.60952381,0.60952381,0,0,0,0.984615385,0.984615385,0.984615385,0.426666667,0.426666667,0.426666667,0,0,0,0.995113354,0.995113354,0.995113354,0.998628258,0.998628258,0.998628258
164,21251.5,21248,21255,0.876712329,0.876712329,0.876712329,0.333333333,0.333333333,0.333333333,0,0,0,0.901408451,0.901408451,0.901408451,0.236220472,0.236220472,0.236220472,0,0,0,0.990658363,0.990658363,0.990658363,0.960588346,0.960588346,0.960588346
165,21259.5,21256,21263,0.363636364,0.363636364,0.363636364,0.470588235,0.470588235,0.470588235,0,0,0,0.5,0.5,0.5,0.417910448,0.417910448,0.417910448,0,0,0,0.994184057,0.994184057,0.994184057,0.990714057,0.990714057,0.990714057
166,21267.5,21264,21271,0.931034483,0.931034483,0.931034483,0.492307692,0.492307692,0.492307692,0,0,0,0.964285714,0.964285714,0.964285714,0.496124031,0.496124031,0.496124031,0,0,0,0.991525796,0.991525796,0.991525796,0.990729035,0.990729035,0.990729035
167,21275.5,21272,21279,0.752941176,0.752941176,0.752941176,0.547008547,0.547008547,0.547008547,0,0,0,0.831168831,0.831168831,0.831168831,0.571428571,0.571428571,0.571428571,0,0,0,0.994217101,0.994217101,0.994217101,0.998541059,0.998541059,0.998541059
168,21283.5,21280,21287,0.646464646,0.646464646,0.646464646,0.122699387,0.122699387,0.122699387,0,0,0,0.810126582,0.810126582,0.810126582,0.101010101,0.101010101,0.101010101,0,0,0,0.986725153,0.986725153,0.986725153,0.981675393,0.981675393,0.981675393
169,21291.5,21288,21295,0,0,0,0.652631579,0.652631579,0.652631579,0,0,0,0,0,0,0.695652174,0.695652174,0.695652174,0,0,0,0.993774176,0.993774176,0.993774176,0.997313891,0.997313891,0.997313891
170,21299.5,21296,21303,0,0,0,0.744186047,0.744186047,0.744186047,0,0,0,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0.993467552,0.993467552,0.993467552,0.997522949,0.997522949,0.997522949
171,21307.5,21304,21311,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0,0,0,0.719101124,0.719101124,0.719101124,0,0,0,0.970016022,0.970016022,0.970016022,0.99344692,0.99344692,0.99344692
172,21315.5,21312,21319,0.72,0.72,0.72,0.657142857,0.657142857,0.657142857,0,0,0,0.782608696,0.782608696,0.782608696,0.638888889,0.638888889,0.638888889,0,0,0,0.983905125,0.983905125,0.983905125,0.999277457,0.999277457,0.999277457
173,21323.5,21320,21327,0.853333333,0.853333333,0.853333333,0.186666667,0.186666667,0.186666667,0,0,0,0.853333333,0.853333333,0.853333333,0.146341463,0.146341463,0.146341463,0,0,0,0.971228759,0.971228759,0.971228759,0.974117647,0.974117647,0.974117647
174,21331.5,21328,21335,0.927272727,0.927272727,0.927272727,0.516129032,0.516129032,0.516129032,0,0,0,0.918918919,0.918918919,0.918918919,0.470588235,0.470588235,0.470588235,0,0,0,0.979865772,0.979865772,0.979865772,0.984375921,0.984375921,0.984375921
175,21339.5,21336,21343,0.961538462,0.961538462,0.961538462,0.488549618,0.488549618,0.488549618,0,0,0,0.97029703,0.97029703,0.97029703,0.43537415,0.43537415,0.43537415,0,0,0,0.990185283,0.990185283,0.990185283,0.989352263,0.989352263,0.989352263
176,21347.5,21344,21351,1,1,1,0.329411765,0.329411765,0.329411765,0,0,0,1,1,1,0.240740741,0.240740741,0.240740741,0,0,0,0.995984265,0.995984265,0.995984265,0.990271636,0.990271636,0.990271636
177,21355.5,21352,21359,0.52173913,0.52173913,0.52173913,0.608695652,0.608695652,0.608695652,0,0,0,0.53125,0.53125,0.53125,0.509090909,0.509090909,0.509090909,0,0,0,0.995814521,0.995814521,0.995814521,0.976248182,0.976248182,0.976248182
178,21363.5,21360,21367,0.75,0.75,0.75,0.853333333,0.853333333,0.853333333,0,0,0,0.722222222,0.722222222,0.722222222,0.62745098,0.62745098,0.62745098,0,0,0,0.99652838,0.99652838,0.99652838,0.996257085,0.996257085,0.996257085
179,21371.5,21368,21375,0.955223881,0.955223881,0.955223881,0.474074074,0.474074074,0.474074074,0,0,0,0.955223881,0.955223881,0.955223881,0.507936508,0.507936508,0.507936508,0,0,0,0.993101395,0.993101395,0.993101395,1,1,1
180,21379.5,21376,21383,0.888888889,0.888888889,0.888888889,0.330827068,0.330827068,0.330827068,0,0,0,1,1,1,0.275,0.275,0.275,0,0,0,0.991516797,0.991516797,0.991516797,0.992574685,0.992574685,0.992574685
181,21387.5,21384,21391,0.583333333,0.583333333,0.583333333,0.087912088,0.087912088,0.087912088,0,0,0,0.608695652,0.608695652,0.608695652,0.076923077,0.076923077,0.076923077,0,0,0,0.992416035,0.992416035,0.992416035,0.975301866,0.975301866,0.975301866
182,21395.5,21392,21399,0.708333333,0.708333333,0.708333333,0.842105263,0.842105263,0.842105263,0,0,0,0.85,0.85,0.85,0.842105263,0.842105263,0.842105263,0,0,0,0.99838112,0.99838112,0.99838112,0.998913752,0.998913752,0.998913752
183,21403.5,21400,21407,0.752941176,0.752941176,0.752941176,0.711111111,0.711111111,0.711111111,0,0,0,0.876712329,0.876712329,0.876712329,0.735632184,0.735632184,0.735632184,0,0,0,0.996144199,0.996144199,0.996144199,0.995708155,0.995708155,0.995708155
184,21411.5,21408,21415,0.653061224,0.653061224,0.653061224,0.64,0.64,0.64,0,0,0,0.659793814,0.659793814,0.659793814,0.621359223,0.621359223,0.621359223,0,0,0,0.994676464,0.994676464,0.994676464,1,1,1
185,21419.5,21416,21423,0.526315789,0.526315789,0.526315789,0.576923077,0.576923077,0.576923077,0,0,0,0.540540541,0.540540541,0.540540541,0.517241379,0.517241379,0.517241379,0,0,0,0.995873359,0.995873359,0.995873359,0.987926136,0.987926136,0.987926136
186,21427.5,21424,21431,0.666666667,0.666666667,0.666666667,0.556521739,0.556521739,0.556521739,0,0,0,0.585858586,0.585858586,0.585858586,0.551724138,0.551724138,0.551724138,0,0,0,0.994295606,0.994295606,0.994295606,0.993095343,0.993095343,0.993095343
187,21435.5,21432,21439,0.752941176,0.752941176,0.752941176,0.369942197,0.369942197,0.369942197,0,0,0,0.659793814,0.659793814,0.659793814,0.372093023,0.372093023,0.372093023,0,0,0,0.990528276,0.990528276,0.990528276,0.995348837,0.995348837,0.995348837
