training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,eps1e-8,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX,eps1e-6,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MAX
10075,108455,108455,108455,0.993783555,0.993783555,0.993783555,108455,108455,108455,0.8952155,0.8952155,0.8952155
10076,108464,108464,108464,0.996363636,0.996363636,0.996363636,108464,108464,108464,0.914790287,0.914790287,0.914790287
10077,108473,108473,108473,0.993159549,0.993159549,0.993159549,108473,108473,108473,0.900524491,0.900524491,0.900524491
10078,108482,108482,108482,0.993537742,0.993537742,0.993537742,108482,108482,108482,0.83821906,0.83821906,0.83821906
10079,108491,108491,108491,0.993545302,0.993545302,0.993545302,108491,108491,108491,0.889212501,0.889212501,0.889212501
10080,108500,108500,108500,0.987368221,0.987368221,0.987368221,108500,108500,108500,0.854919212,0.854919212,0.854919212
10081,108509,108509,108509,0.992661049,0.992661049,0.992661049,108509,108509,108509,0.861776447,0.861776447,0.861776447
10082,108518,108518,108518,0.990761025,0.990761025,0.990761025,108518,108518,108518,0.870723741,0.870723741,0.870723741
10083,108527,108527,108527,0.993304379,0.993304379,0.993304379,108527,108527,108527,0.900068213,0.900068213,0.900068213
10084,108536,108536,108536,0.989788649,0.989788649,0.989788649,108536,108536,108536,0.906468125,0.906468125,0.906468125
10085,108545,108545,108545,0.99479492,0.99479492,0.99479492,108545,108545,108545,0.902978472,0.902978472,0.902978472
10086,108554,108554,108554,0.992318947,0.992318947,0.992318947,108554,108554,108554,0.92774982,0.92774982,0.92774982
10087,108563,108563,108563,0.987613789,0.987613789,0.987613789,108563,108563,108563,0.90059812,0.90059812,0.90059812
10088,108572,108572,108572,0.991128853,0.991128853,0.991128853,108572,108572,108572,0.896516288,0.896516288,0.896516288
10089,108581,108581,108581,0.992776956,0.992776956,0.992776956,108581,108581,108581,0.896446374,0.896446374,0.896446374
10090,108590,108590,108590,0.990210124,0.990210124,0.990210124,108590,108590,108590,0.846432375,0.846432375,0.846432375
10091,108599,108599,108599,0.99024941,0.99024941,0.99024941,108599,108599,108599,0.881254668,0.881254668,0.881254668
10092,108608,108608,108608,0.997997998,0.997997998,0.997997998,108608,108608,108608,0.921467997,0.921467997,0.921467997
10093,108617,108617,108617,0.990457644,0.990457644,0.990457644,108617,108617,108617,0.908037654,0.908037654,0.908037654
10094,108626,108626,108626,0.985128205,0.985128205,0.985128205,108626,108626,108626,0.899051734,0.899051734,0.899051734
10095,108635,108635,108635,0.978148186,0.978148186,0.978148186,108635,108635,108635,0.856234097,0.856234097,0.856234097
10096,108644,108644,108644,0.992348159,0.992348159,0.992348159,108644,108644,108644,0.902523836,0.902523836,0.902523836
10097,108653,108653,108653,0.989637306,0.989637306,0.989637306,108653,108653,108653,0.89265195,0.89265195,0.89265195
10098,108662,108662,108662,0.992661172,0.992661172,0.992661172,108662,108662,108662,0.929084185,0.929084185,0.929084185
10099,108671,108671,108671,0.991579718,0.991579718,0.991579718,108671,108671,108671,0.907565962,0.907565962,0.907565962
10100,108680,108680,108680,0.988834812,0.988834812,0.988834812,108680,108680,108680,0.887373827,0.887373827,0.887373827
10101,108689,108689,108689,0.996458784,0.996458784,0.996458784,108689,108689,108689,0.883258729,0.883258729,0.883258729
10102,108698,108698,108698,0.984531822,0.984531822,0.984531822,108698,108698,108698,0.878143551,0.878143551,0.878143551
10103,108707,108707,108707,0.988258851,0.988258851,0.988258851,108707,108707,108707,0.912548849,0.912548849,0.912548849
10104,108716,108716,108716,0.990188991,0.990188991,0.990188991,108716,108716,108716,0.876096073,0.876096073,0.876096073
10105,108725,108725,108725,0.991238017,0.991238017,0.991238017,108725,108725,108725,0.867564843,0.867564843,0.867564843
10106,108734,108734,108734,0.987700417,0.987700417,0.987700417,108734,108734,108734,0.88208548,0.88208548,0.88208548
10107,108743,108743,108743,0.993168681,0.993168681,0.993168681,108743,108743,108743,0.922769507,0.922769507,0.922769507
10108,108752,108752,108752,0.99487848,0.99487848,0.99487848,108752,108752,108752,0.877216801,0.877216801,0.877216801
10109,108761,108761,108761,0.995730592,0.995730592,0.995730592,108761,108761,108761,0.918744839,0.918744839,0.918744839
10110,108770,108770,108770,0.990298113,0.990298113,0.990298113,108770,108770,108770,0.898742447,0.898742447,0.898742447
10111,108779,108779,108779,0.991628615,0.991628615,0.991628615,108779,108779,108779,0.891920437,0.891920437,0.891920437
10112,108788,108788,108788,0.992713351,0.992713351,0.992713351,108788,108788,108788,0.866227826,0.866227826,0.866227826
10113,108797,108797,108797,0.996560709,0.996560709,0.996560709,108797,108797,108797,0.862100965,0.862100965,0.862100965
10114,108806,108806,108806,0.99493209,0.99493209,0.99493209,108806,108806,108806,0.872593275,0.872593275,0.872593275
10115,108815,108815,108815,0.985259507,0.985259507,0.985259507,108815,108815,108815,0.883297279,0.883297279,0.883297279
10116,108824,108824,108824,0.995381062,0.995381062,0.995381062,108824,108824,108824,0.896507254,0.896507254,0.896507254
10117,108833,108833,108833,0.989219331,0.989219331,0.989219331,108833,108833,108833,0.908911424,0.908911424,0.908911424
10118,108842,108842,108842,0.993293886,0.993293886,0.993293886,108842,108842,108842,0.88616802,0.88616802,0.88616802
10119,108851,108851,108851,0.989023855,0.989023855,0.989023855,108851,108851,108851,0.84474945,0.84474945,0.84474945
10120,108860,108860,108860,0.988631985,0.988631985,0.988631985,108860,108860,108860,0.880363993,0.880363993,0.880363993
10121,108869,108869,108869,0.994574695,0.994574695,0.994574695,108869,108869,108869,0.892145263,0.892145263,0.892145263
10122,108878,108878,108878,0.987533875,0.987533875,0.987533875,108878,108878,108878,0.870678617,0.870678617,0.870678617
10123,108887,108887,108887,0.996651038,0.996651038,0.996651038,108887,108887,108887,0.878211311,0.878211311,0.878211311
10124,108896,108896,108896,0.986399739,0.986399739,0.986399739,108896,108896,108896,0.892310789,0.892310789,0.892310789
10125,108905,108905,108905,0.992411101,0.992411101,0.992411101,108905,108905,108905,0.879677257,0.879677257,0.879677257
10126,108914,108914,108914,0.985049635,0.985049635,0.985049635,108914,108914,108914,0.845314506,0.845314506,0.845314506
10127,108923,108923,108923,0.990610329,0.990610329,0.990610329,108923,108923,108923,0.830793543,0.830793543,0.830793543
10128,108932,108932,108932,0.988250775,0.988250775,0.988250775,108932,108932,108932,0.889415066,0.889415066,0.889415066
10129,108941,108941,108941,0.982916909,0.982916909,0.982916909,108941,108941,108941,0.860534125,0.860534125,0.860534125
10130,108950,108950,108950,0.986942513,0.986942513,0.986942513,108950,108950,108950,0.895477546,0.895477546,0.895477546
10131,108959,108959,108959,0.991614256,0.991614256,0.991614256,108959,108959,108959,0.906887597,0.906887597,0.906887597
10132,108968,108968,108968,0.994481913,0.994481913,0.994481913,108968,108968,108968,0.906988045,0.906988045,0.906988045
10133,108977,108977,108977,0.990720524,0.990720524,0.990720524,108977,108977,108977,0.859903382,0.859903382,0.859903382
10134,108986,108986,108986,0.991699432,0.991699432,0.991699432,108986,108986,108986,0.82953353,0.82953353,0.82953353
10135,108995,108995,108995,0.976331361,0.976331361,0.976331361,108995,108995,108995,0.818181818,0.818181818,0.818181818
10136,109004,109004,109004,0.984830805,0.984830805,0.984830805,109004,109004,109004,0.885038504,0.885038504,0.885038504
10137,109013,109013,109013,0.993008215,0.993008215,0.993008215,109013,109013,109013,0.906637429,0.906637429,0.906637429
10138,109022,109022,109022,0.99200971,0.99200971,0.99200971,109022,109022,109022,0.922585021,0.922585021,0.922585021
10139,109031,109031,109031,0.991447064,0.991447064,0.991447064,109031,109031,109031,0.901914134,0.901914134,0.901914134
10140,109040,109040,109040,0.989298454,0.989298454,0.989298454,109040,109040,109040,0.891682965,0.891682965,0.891682965
10141,109049,109049,109049,0.986338798,0.986338798,0.986338798,109049,109049,109049,0.875964912,0.875964912,0.875964912
10142,109058,109058,109058,0.994565217,0.994565217,0.994565217,109058,109058,109058,0.855113962,0.855113962,0.855113962
10143,109067,109067,109067,0.994006279,0.994006279,0.994006279,109067,109067,109067,0.907649835,0.907649835,0.907649835
10144,109076,109076,109076,0.988191806,0.988191806,0.988191806,109076,109076,109076,0.90794329,0.90794329,0.90794329
10145,109085,109085,109085,0.991875274,0.991875274,0.991875274,109085,109085,109085,0.898643092,0.898643092,0.898643092
10146,109094,109094,109094,0.986183074,0.986183074,0.986183074,109094,109094,109094,0.906252334,0.906252334,0.906252334
10147,109103,109103,109103,0.990247074,0.990247074,0.990247074,109103,109103,109103,0.909531992,0.909531992,0.909531992
10148,109112,109112,109112,0.991994607,0.991994607,0.991994607,109112,109112,109112,0.889876619,0.889876619,0.889876619
10149,109121,109121,109121,0.988428963,0.988428963,0.988428963,109121,109121,109121,0.893900678,0.893900678,0.893900678
10150,109130,109130,109130,0.989690722,0.989690722,0.989690722,109130,109130,109130,0.819121447,0.819121447,0.819121447
10151,109139,109139,109139,0.993017456,0.993017456,0.993017456,109139,109139,109139,0.88757676,0.88757676,0.88757676
10152,109148,109148,109148,0.980974034,0.980974034,0.980974034,109148,109148,109148,0.898721051,0.898721051,0.898721051
10153,109157,109157,109157,0.987423561,0.987423561,0.987423561,109157,109157,109157,0.881057269,0.881057269,0.881057269
10154,109166,109166,109166,0.993450016,0.993450016,0.993450016,109166,109166,109166,0.891401793,0.891401793,0.891401793
10155,109175,109175,109175,0.972828724,0.972828724,0.972828724,109175,109175,109175,0.830099181,0.830099181,0.830099181
10156,109184,109184,109184,0.982670518,0.982670518,0.982670518,109184,109184,109184,0.896950578,0.896950578,0.896950578
10157,109193,109193,109193,0.988111237,0.988111237,0.988111237,109193,109193,109193,0.891951268,0.891951268,0.891951268
10158,109202,109202,109202,0.984223443,0.984223443,0.984223443,109202,109202,109202,0.855359221,0.855359221,0.855359221
10159,109211,109211,109211,0.988463427,0.988463427,0.988463427,109211,109211,109211,0.889933501,0.889933501,0.889933501
10160,109220,109220,109220,0.987624897,0.987624897,0.987624897,109220,109220,109220,0.910588639,0.910588639,0.910588639
10161,109229,109229,109229,0.994150907,0.994150907,0.994150907,109229,109229,109229,0.919668112,0.919668112,0.919668112
10162,109238,109238,109238,0.987540378,0.987540378,0.987540378,109238,109238,109238,0.897078064,0.897078064,0.897078064
10163,109247,109247,109247,0.987793228,0.987793228,0.987793228,109247,109247,109247,0.88245017,0.88245017,0.88245017
10164,109256,109256,109256,0.992098125,0.992098125,0.992098125,109256,109256,109256,0.920987654,0.920987654,0.920987654
10165,109265,109265,109265,0.990698222,0.990698222,0.990698222,109265,109265,109265,0.888168558,0.888168558,0.888168558
10166,109274,109274,109274,0.994497249,0.994497249,0.994497249,109274,109274,109274,0.923301822,0.923301822,0.923301822
10167,109283,109283,109283,0.99497992,0.99497992,0.99497992,109283,109283,109283,0.926952141,0.926952141,0.926952141
10168,109292,109292,109292,0.989308624,0.989308624,0.989308624,109292,109292,109292,0.876553593,0.876553593,0.876553593
10169,109301,109301,109301,0.990548204,0.990548204,0.990548204,109301,109301,109301,0.877467479,0.877467479,0.877467479
10170,109310,109310,109310,0.993516001,0.993516001,0.993516001,109310,109310,109310,0.874382567,0.874382567,0.874382567
10171,109319,109319,109319,0.988351147,0.988351147,0.988351147,109319,109319,109319,0.882951933,0.882951933,0.882951933
10172,109328,109328,109328,0.986799857,0.986799857,0.986799857,109328,109328,109328,0.897469602,0.897469602,0.897469602
10173,109337,109337,109337,0.994595787,0.994595787,0.994595787,109337,109337,109337,0.881404078,0.881404078,0.881404078
10174,109346,109346,109346,0.993248131,0.993248131,0.993248131,109346,109346,109346,0.868473673,0.868473673,0.868473673
10175,109355,109355,109355,0.99072761,0.99072761,0.99072761,109355,109355,109355,0.851862603,0.851862603,0.851862603
10176,109364,109364,109364,0.987047254,0.987047254,0.987047254,109364,109364,109364,0.837707327,0.837707327,0.837707327
10177,109373,109373,109373,0.986236495,0.986236495,0.986236495,109373,109373,109373,0.861784288,0.861784288,0.861784288
10178,109382,109382,109382,0.995522834,0.995522834,0.995522834,109382,109382,109382,0.926611602,0.926611602,0.926611602
10179,109391,109391,109391,0.994022781,0.994022781,0.994022781,109391,109391,109391,0.910058542,0.910058542,0.910058542
10180,109400,109400,109400,0.991378393,0.991378393,0.991378393,109400,109400,109400,0.875819552,0.875819552,0.875819552
10181,109409,109409,109409,0.990470072,0.990470072,0.990470072,109409,109409,109409,0.876631079,0.876631079,0.876631079
10182,109418,109418,109418,0.990632319,0.990632319,0.990632319,109418,109418,109418,0.870773416,0.870773416,0.870773416
10183,109427,109427,109427,0.985687023,0.985687023,0.985687023,109427,109427,109427,0.861226271,0.861226271,0.861226271
10184,109436,109436,109436,0.989103101,0.989103101,0.989103101,109436,109436,109436,0.870449328,0.870449328,0.870449328
10185,109445,109445,109445,0.993343574,0.993343574,0.993343574,109445,109445,109445,0.845025942,0.845025942,0.845025942
10186,109454,109454,109454,0.99070308,0.99070308,0.99070308,109454,109454,109454,0.909695291,0.909695291,0.909695291
10187,109463,109463,109463,0.990895448,0.990895448,0.990895448,109463,109463,109463,0.887455065,0.887455065,0.887455065
10188,109472,109472,109472,0.988768634,0.988768634,0.988768634,109472,109472,109472,0.843248175,0.843248175,0.843248175
10189,109481,109481,109481,0.993682881,0.993682881,0.993682881,109481,109481,109481,0.884950553,0.884950553,0.884950553
10190,109490,109490,109490,0.990263401,0.990263401,0.990263401,109490,109490,109490,0.875568182,0.875568182,0.875568182
10191,109499,109499,109499,0.990323342,0.990323342,0.990323342,109499,109499,109499,0.866782007,0.866782007,0.866782007
10192,109508,109508,109508,0.994099052,0.994099052,0.994099052,109508,109508,109508,0.916954676,0.916954676,0.916954676
10193,109517,109517,109517,0.981174699,0.981174699,0.981174699,109517,109517,109517,0.864473079,0.864473079,0.864473079
10194,109526,109526,109526,0.982682341,0.982682341,0.982682341,109526,109526,109526,0.870495897,0.870495897,0.870495897
10195,109535,109535,109535,0.994590262,0.994590262,0.994590262,109535,109535,109535,0.915946434,0.915946434,0.915946434
10196,109544,109544,109544,0.992114014,0.992114014,0.992114014,109544,109544,109544,0.881826012,0.881826012,0.881826012
10197,109553,109553,109553,0.99241534,0.99241534,0.99241534,109553,109553,109553,0.910649455,0.910649455,0.910649455
10198,109562,109562,109562,0.985769191,0.985769191,0.985769191,109562,109562,109562,0.897991181,0.897991181,0.897991181
10199,109571,109571,109571,0.984425103,0.984425103,0.984425103,109571,109571,109571,0.873618558,0.873618558,0.873618558
10200,109580,109580,109580,0.988137604,0.988137604,0.988137604,109580,109580,109580,0.871542979,0.871542979,0.871542979
10201,109589,109589,109589,0.992385787,0.992385787,0.992385787,109589,109589,109589,0.886688028,0.886688028,0.886688028
10202,109598,109598,109598,0.986895161,0.986895161,0.986895161,109598,109598,109598,0.838893317,0.838893317,0.838893317
10203,109607,109607,109607,0.989830508,0.989830508,0.989830508,109607,109607,109607,0.893058526,0.893058526,0.893058526
10204,109616,109616,109616,0.989237248,0.989237248,0.989237248,109616,109616,109616,0.902728454,0.902728454,0.902728454
10205,109625,109625,109625,0.978812451,0.978812451,0.978812451,109625,109625,109625,0.852412488,0.852412488,0.852412488
10206,109634,109634,109634,0.991042758,0.991042758,0.991042758,109634,109634,109634,0.919395672,0.919395672,0.919395672
10207,109643,109643,109643,0.991233337,0.991233337,0.991233337,109643,109643,109643,0.913980935,0.913980935,0.913980935
10208,109652,109652,109652,0.983890679,0.983890679,0.983890679,109652,109652,109652,0.902018503,0.902018503,0.902018503
10209,109661,109661,109661,0.994796856,0.994796856,0.994796856,109661,109661,109661,0.910695524,0.910695524,0.910695524
10210,109670,109670,109670,0.98507109,0.98507109,0.98507109,109670,109670,109670,0.851054577,0.851054577,0.851054577
10211,109679,109679,109679,0.995378151,0.995378151,0.995378151,109679,109679,109679,0.896849544,0.896849544,0.896849544
10212,109688,109688,109688,0.987698061,0.987698061,0.987698061,109688,109688,109688,0.861831369,0.861831369,0.861831369
10213,109697,109697,109697,0.989928319,0.989928319,0.989928319,109697,109697,109697,0.922982992,0.922982992,0.922982992
10214,109706,109706,109706,0.99596258,0.99596258,0.99596258,109706,109706,109706,0.886101083,0.886101083,0.886101083
10215,109715,109715,109715,0.989023912,0.989023912,0.989023912,109715,109715,109715,0.885626246,0.885626246,0.885626246
10216,109724,109724,109724,0.988851946,0.988851946,0.988851946,109724,109724,109724,0.860166939,0.860166939,0.860166939
10217,109733,109733,109733,0.995186522,0.995186522,0.995186522,109733,109733,109733,0.895610644,0.895610644,0.895610644
10218,109742,109742,109742,0.988880368,0.988880368,0.988880368,109742,109742,109742,0.877848599,0.877848599,0.877848599
10219,109751,109751,109751,0.992910849,0.992910849,0.992910849,109751,109751,109751,0.921336654,0.921336654,0.921336654
10220,109760,109760,109760,0.991477564,0.991477564,0.991477564,109760,109760,109760,0.913263322,0.913263322,0.913263322
10221,109769,109769,109769,0.986346816,0.986346816,0.986346816,109769,109769,109769,0.846417945,0.846417945,0.846417945
10222,109778,109778,109778,0.992105526,0.992105526,0.992105526,109778,109778,109778,0.853420195,0.853420195,0.853420195
10223,109787,109787,109787,0.997340426,0.997340426,0.997340426,109787,109787,109787,0.890353058,0.890353058,0.890353058
10224,109796,109796,109796,0.990305337,0.990305337,0.990305337,109796,109796,109796,0.889184029,0.889184029,0.889184029
10225,109805,109805,109805,0.993451212,0.993451212,0.993451212,109805,109805,109805,0.925856698,0.925856698,0.925856698
10226,109814,109814,109814,0.985540178,0.985540178,0.985540178,109814,109814,109814,0.911684919,0.911684919,0.911684919
10227,109823,109823,109823,0.9758056,0.9758056,0.9758056,109823,109823,109823,0.891064619,0.891064619,0.891064619
10228,109832,109832,109832,0.990020329,0.990020329,0.990020329,109832,109832,109832,0.848968182,0.848968182,0.848968182
10229,109841,109841,109841,0.984289181,0.984289181,0.984289181,109841,109841,109841,0.906464428,0.906464428,0.906464428
10230,109850,109850,109850,0.990149893,0.990149893,0.990149893,109850,109850,109850,0.85934638,0.85934638,0.85934638
10231,109859,109859,109859,0.984988821,0.984988821,0.984988821,109859,109859,109859,0.884576511,0.884576511,0.884576511
10232,109868,109868,109868,0.981658387,0.981658387,0.981658387,109868,109868,109868,0.889071487,0.889071487,0.889071487
10233,109877,109877,109877,0.996336996,0.996336996,0.996336996,109877,109877,109877,0.86165104,0.86165104,0.86165104
10234,109886,109886,109886,0.979782271,0.979782271,0.979782271,109886,109886,109886,0.838497453,0.838497453,0.838497453
10235,109895,109895,109895,0.994527767,0.994527767,0.994527767,109895,109895,109895,0.87398524,0.87398524,0.87398524
10236,109904,109904,109904,0.993375917,0.993375917,0.993375917,109904,109904,109904,0.85483871,0.85483871,0.85483871
10237,109913,109913,109913,0.989501312,0.989501312,0.989501312,109913,109913,109913,0.855473315,0.855473315,0.855473315
10238,109922,109922,109922,0.994549419,0.994549419,0.994549419,109922,109922,109922,0.897911051,0.897911051,0.897911051
10239,109931,109931,109931,0.986427657,0.986427657,0.986427657,109931,109931,109931,0.907196511,0.907196511,0.907196511
10240,109940,109940,109940,0.993718289,0.993718289,0.993718289,109940,109940,109940,0.867513204,0.867513204,0.867513204
10241,109949,109949,109949,0.991855874,0.991855874,0.991855874,109949,109949,109949,0.843763676,0.843763676,0.843763676
10242,109958,109958,109958,0.983447925,0.983447925,0.983447925,109958,109958,109958,0.86400557,0.86400557,0.86400557
10243,109967,109967,109967,0.990936556,0.990936556,0.990936556,109967,109967,109967,0.877889536,0.877889536,0.877889536
10244,109976,109976,109976,0.992340254,0.992340254,0.992340254,109976,109976,109976,0.909263118,0.909263118,0.909263118
10245,109985,109985,109985,0.989492713,0.989492713,0.989492713,109985,109985,109985,0.866347232,0.866347232,0.866347232
10246,109994,109994,109994,0.991570403,0.991570403,0.991570403,109994,109994,109994,0.84286136,0.84286136,0.84286136
10247,110003,110003,110003,0.9952733,0.9952733,0.9952733,110003,110003,110003,0.912643678,0.912643678,0.912643678
10248,110012,110012,110012,0.993618773,0.993618773,0.993618773,110012,110012,110012,0.856617309,0.856617309,0.856617309
10249,110021,110021,110021,0.994926311,0.994926311,0.994926311,110021,110021,110021,0.918703809,0.918703809,0.918703809
10250,110030,110030,110030,0.987973161,0.987973161,0.987973161,110030,110030,110030,0.880709747,0.880709747,0.880709747
10251,110039,110039,110039,0.99202194,0.99202194,0.99202194,110039,110039,110039,0.825718743,0.825718743,0.825718743
10252,110048,110048,110048,0.991657453,0.991657453,0.991657453,110048,110048,110048,0.863410138,0.863410138,0.863410138
10253,110057,110057,110057,0.986828998,0.986828998,0.986828998,110057,110057,110057,0.865875729,0.865875729,0.865875729
10254,110066,110066,110066,0.992984097,0.992984097,0.992984097,110066,110066,110066,0.884393064,0.884393064,0.884393064
10255,110075,110075,110075,0.991562199,0.991562199,0.991562199,110075,110075,110075,0.842760428,0.842760428,0.842760428
10256,110084,110084,110084,0.991298354,0.991298354,0.991298354,110084,110084,110084,0.893763865,0.893763865,0.893763865
10257,110093,110093,110093,0.985705622,0.985705622,0.985705622,110093,110093,110093,0.902082483,0.902082483,0.902082483
10258,110102,110102,110102,0.983392766,0.983392766,0.983392766,110102,110102,110102,0.840804546,0.840804546,0.840804546
10259,110111,110111,110111,0.984991274,0.984991274,0.984991274,110111,110111,110111,0.897661773,0.897661773,0.897661773
10260,110120,110120,110120,0.996041172,0.996041172,0.996041172,110120,110120,110120,0.881591718,0.881591718,0.881591718
10261,110129,110129,110129,0.992934015,0.992934015,0.992934015,110129,110129,110129,0.876644081,0.876644081,0.876644081
10262,110138,110138,110138,0.989570164,0.989570164,0.989570164,110138,110138,110138,0.866492905,0.866492905,0.866492905
10263,110147,110147,110147,0.996088657,0.996088657,0.996088657,110147,110147,110147,0.872347444,0.872347444,0.872347444
10264,110156,110156,110156,0.996415771,0.996415771,0.996415771,110156,110156,110156,0.911770299,0.911770299,0.911770299
10265,110165,110165,110165,0.990735695,0.990735695,0.990735695,110165,110165,110165,0.891691692,0.891691692,0.891691692
10266,110174,110174,110174,0.995756719,0.995756719,0.995756719,110174,110174,110174,0.900581154,0.900581154,0.900581154
10267,110183,110183,110183,0.99159315,0.99159315,0.99159315,110183,110183,110183,0.913222331,0.913222331,0.913222331
10268,110192,110192,110192,0.983352395,0.983352395,0.983352395,110192,110192,110192,0.883799421,0.883799421,0.883799421
10269,110201,110201,110201,0.994090757,0.994090757,0.994090757,110201,110201,110201,0.904911181,0.904911181,0.904911181
10270,110210,110210,110210,0.988716502,0.988716502,0.988716502,110210,110210,110210,0.895516681,0.895516681,0.895516681
10271,110219,110219,110219,0.995441284,0.995441284,0.995441284,110219,110219,110219,0.908661417,0.908661417,0.908661417
10272,110228,110228,110228,0.990767337,0.990767337,0.990767337,110228,110228,110228,0.874773486,0.874773486,0.874773486
10273,110237,110237,110237,0.994374498,0.994374498,0.994374498,110237,110237,110237,0.884940571,0.884940571,0.884940571
10274,110246,110246,110246,0.988830681,0.988830681,0.988830681,110246,110246,110246,0.909107807,0.909107807,0.909107807
10275,110255,110255,110255,0.980243331,0.980243331,0.980243331,110255,110255,110255,0.907114625,0.907114625,0.907114625
10276,110264,110264,110264,0.990634006,0.990634006,0.990634006,110264,110264,110264,0.869131975,0.869131975,0.869131975
10277,110273,110273,110273,0.994803267,0.994803267,0.994803267,110273,110273,110273,0.897257552,0.897257552,0.897257552
10278,110282,110282,110282,0.988627748,0.988627748,0.988627748,110282,110282,110282,0.915062288,0.915062288,0.915062288
10279,110291,110291,110291,0.98925275,0.98925275,0.98925275,110291,110291,110291,0.858879136,0.858879136,0.858879136
10280,110300,110300,110300,0.992607803,0.992607803,0.992607803,110300,110300,110300,0.878327709,0.878327709,0.878327709
10281,110309,110309,110309,0.990256864,0.990256864,0.990256864,110309,110309,110309,0.854271357,0.854271357,0.854271357
10282,110318,110318,110318,0.99320637,0.99320637,0.99320637,110318,110318,110318,0.898496241,0.898496241,0.898496241
10283,110327,110327,110327,0.989205646,0.989205646,0.989205646,110327,110327,110327,0.893253629,0.893253629,0.893253629
10284,110336,110336,110336,0.996920708,0.996920708,0.996920708,110336,110336,110336,0.866785927,0.866785927,0.866785927
10285,110345,110345,110345,0.990973167,0.990973167,0.990973167,110345,110345,110345,0.896567611,0.896567611,0.896567611
10286,110354,110354,110354,0.993150685,0.993150685,0.993150685,110354,110354,110354,0.875437914,0.875437914,0.875437914
10287,110363,110363,110363,0.983409611,0.983409611,0.983409611,110363,110363,110363,0.852012491,0.852012491,0.852012491
10288,110372,110372,110372,0.992158913,0.992158913,0.992158913,110372,110372,110372,0.881516588,0.881516588,0.881516588
10289,110381,110381,110381,0.990933595,0.990933595,0.990933595,110381,110381,110381,0.86949429,0.86949429,0.86949429
10290,110390,110390,110390,0.995010164,0.995010164,0.995010164,110390,110390,110390,0.900488827,0.900488827,0.900488827
10291,110399,110399,110399,0.989870384,0.989870384,0.989870384,110399,110399,110399,0.858085809,0.858085809,0.858085809
10292,110408,110408,110408,0.994152047,0.994152047,0.994152047,110408,110408,110408,0.919621523,0.919621523,0.919621523
10293,110417,110417,110417,0.993740557,0.993740557,0.993740557,110417,110417,110417,0.871558715,0.871558715,0.871558715
10294,110426,110426,110426,0.977072694,0.977072694,0.977072694,110426,110426,110426,0.861808285,0.861808285,0.861808285
10295,110435,110435,110435,0.990782422,0.990782422,0.990782422,110435,110435,110435,0.925212809,0.925212809,0.925212809
10296,110444,110444,110444,0.991100324,0.991100324,0.991100324,110444,110444,110444,0.919347049,0.919347049,0.919347049
10297,110453,110453,110453,0.985735263,0.985735263,0.985735263,110453,110453,110453,0.859806045,0.859806045,0.859806045
10298,110462,110462,110462,0.990189902,0.990189902,0.990189902,110462,110462,110462,0.919772476,0.919772476,0.919772476
10299,110471,110471,110471,0.996996433,0.996996433,0.996996433,110471,110471,110471,0.921111811,0.921111811,0.921111811
10300,110480,110480,110480,0.993769995,0.993769995,0.993769995,110480,110480,110480,0.901514557,0.901514557,0.901514557
10301,110489,110489,110489,0.990381973,0.990381973,0.990381973,110489,110489,110489,0.849969825,0.849969825,0.849969825
10302,110498,110498,110498,0.994326241,0.994326241,0.994326241,110498,110498,110498,0.877343821,0.877343821,0.877343821
10303,110507,110507,110507,0.995321216,0.995321216,0.995321216,110507,110507,110507,0.916926185,0.916926185,0.916926185
10304,110516,110516,110516,0.991050501,0.991050501,0.991050501,110516,110516,110516,0.882180717,0.882180717,0.882180717
10305,110525,110525,110525,0.983962647,0.983962647,0.983962647,110525,110525,110525,0.896648305,0.896648305,0.896648305
10306,110534,110534,110534,0.993294841,0.993294841,0.993294841,110534,110534,110534,0.910475516,0.910475516,0.910475516
10307,110543,110543,110543,0.984726465,0.984726465,0.984726465,110543,110543,110543,0.873850197,0.873850197,0.873850197
10308,110552,110552,110552,0.993645395,0.993645395,0.993645395,110552,110552,110552,0.919026243,0.919026243,0.919026243
10309,110561,110561,110561,0.994474169,0.994474169,0.994474169,110561,110561,110561,0.906526456,0.906526456,0.906526456
10310,110570,110570,110570,0.990380916,0.990380916,0.990380916,110570,110570,110570,0.873945586,0.873945586,0.873945586
10311,110579,110579,110579,0.987632892,0.987632892,0.987632892,110579,110579,110579,0.85111859,0.85111859,0.85111859
10312,110588,110588,110588,0.991602842,0.991602842,0.991602842,110588,110588,110588,0.897517395,0.897517395,0.897517395
