training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,eps1e-8,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX,eps1e-6,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MAX
1653,14885,14885,14885,0.962831071,0.962831071,0.962831071,14885,14885,14885,0.506762468,0.506762468,0.506762468
1654,14894,14894,14894,0.959967813,0.959967813,0.959967813,14894,14894,14894,0.531200212,0.531200212,0.531200212
1655,14903,14903,14903,0.967725278,0.967725278,0.967725278,14903,14903,14903,0.435181267,0.435181267,0.435181267
1656,14912,14912,14912,0.954473025,0.954473025,0.954473025,14912,14912,14912,0.498570532,0.498570532,0.498570532
1657,14921,14921,14921,0.973368571,0.973368571,0.973368571,14921,14921,14921,0.526424071,0.526424071,0.526424071
1658,14930,14930,14930,0.982324585,0.982324585,0.982324585,14930,14930,14930,0.616112532,0.616112532,0.616112532
1659,14939,14939,14939,0.936965812,0.936965812,0.936965812,14939,14939,14939,0.479355806,0.479355806,0.479355806
1660,14948,14948,14948,0.962253393,0.962253393,0.962253393,14948,14948,14948,0.571738625,0.571738625,0.571738625
1661,14957,14957,14957,0.95388751,0.95388751,0.95388751,14957,14957,14957,0.608568572,0.608568572,0.608568572
1662,14966,14966,14966,0.956887755,0.956887755,0.956887755,14966,14966,14966,0.613069016,0.613069016,0.613069016
1663,14975,14975,14975,0.971990082,0.971990082,0.971990082,14975,14975,14975,0.671572118,0.671572118,0.671572118
1664,14984,14984,14984,0.960495928,0.960495928,0.960495928,14984,14984,14984,0.726304579,0.726304579,0.726304579
1665,14993,14993,14993,0.941304112,0.941304112,0.941304112,14993,14993,14993,0.72392638,0.72392638,0.72392638
1666,15002,15002,15002,0.956466069,0.956466069,0.956466069,15002,15002,15002,0.733981885,0.733981885,0.733981885
1667,15011,15011,15011,0.956617795,0.956617795,0.956617795,15011,15011,15011,0.708207432,0.708207432,0.708207432
1668,15020,15020,15020,0.969967435,0.969967435,0.969967435,15020,15020,15020,0.701662921,0.701662921,0.701662921
1669,15029,15029,15029,0.972215737,0.972215737,0.972215737,15029,15029,15029,0.665075577,0.665075577,0.665075577
1670,15038,15038,15038,0.965233215,0.965233215,0.965233215,15038,15038,15038,0.71103353,0.71103353,0.71103353
1671,15047,15047,15047,0.958009913,0.958009913,0.958009913,15047,15047,15047,0.753861321,0.753861321,0.753861321
1672,15056,15056,15056,0.96691627,0.96691627,0.96691627,15056,15056,15056,0.695876289,0.695876289,0.695876289
1673,15065,15065,15065,0.942564347,0.942564347,0.942564347,15065,15065,15065,0.732893652,0.732893652,0.732893652
1674,15074,15074,15074,0.960367482,0.960367482,0.960367482,15074,15074,15074,0.717827384,0.717827384,0.717827384
1675,15083,15083,15083,0.954134367,0.954134367,0.954134367,15083,15083,15083,0.730801266,0.730801266,0.730801266
1676,15092,15092,15092,0.970238095,0.970238095,0.970238095,15092,15092,15092,0.71926833,0.71926833,0.71926833
1677,15101,15101,15101,0.909417609,0.909417609,0.909417609,15101,15101,15101,0.665918564,0.665918564,0.665918564
1678,15110,15110,15110,0.926580631,0.926580631,0.926580631,15110,15110,15110,0.744203511,0.744203511,0.744203511
1679,15119,15119,15119,0.949941793,0.949941793,0.949941793,15119,15119,15119,0.653244337,0.653244337,0.653244337
1680,15128,15128,15128,0.950586497,0.950586497,0.950586497,15128,15128,15128,0.770596089,0.770596089,0.770596089
1681,15137,15137,15137,0.957115829,0.957115829,0.957115829,15137,15137,15137,0.717301707,0.717301707,0.717301707
1682,15146,15146,15146,0.971652191,0.971652191,0.971652191,15146,15146,15146,0.708562337,0.708562337,0.708562337
1683,15155,15155,15155,0.977130977,0.977130977,0.977130977,15155,15155,15155,0.761700555,0.761700555,0.761700555
1684,15164,15164,15164,0.968781928,0.968781928,0.968781928,15164,15164,15164,0.678990228,0.678990228,0.678990228
1685,15173,15173,15173,0.960504549,0.960504549,0.960504549,15173,15173,15173,0.671098944,0.671098944,0.671098944
1686,15182,15182,15182,0.94707391,0.94707391,0.94707391,15182,15182,15182,0.661235909,0.661235909,0.661235909
1687,15191,15191,15191,0.969805071,0.969805071,0.969805071,15191,15191,15191,0.684843321,0.684843321,0.684843321
1688,15200,15200,15200,0.975247525,0.975247525,0.975247525,15200,15200,15200,0.636828866,0.636828866,0.636828866
1689,15209,15209,15209,0.952182374,0.952182374,0.952182374,15209,15209,15209,0.605147059,0.605147059,0.605147059
1690,15218,15218,15218,0.966518758,0.966518758,0.966518758,15218,15218,15218,0.711114585,0.711114585,0.711114585
1691,15227,15227,15227,0.961551784,0.961551784,0.961551784,15227,15227,15227,0.719023359,0.719023359,0.719023359
1692,15236,15236,15236,0.96485231,0.96485231,0.96485231,15236,15236,15236,0.779574748,0.779574748,0.779574748
1693,15245,15245,15245,0.977842354,0.977842354,0.977842354,15245,15245,15245,0.787685542,0.787685542,0.787685542
1694,15254,15254,15254,0.942431762,0.942431762,0.942431762,15254,15254,15254,0.739518472,0.739518472,0.739518472
1695,15263,15263,15263,0.96485623,0.96485623,0.96485623,15263,15263,15263,0.656220502,0.656220502,0.656220502
1696,15272,15272,15272,0.975019603,0.975019603,0.975019603,15272,15272,15272,0.695531863,0.695531863,0.695531863
1697,15281,15281,15281,0.956546382,0.956546382,0.956546382,15281,15281,15281,0.700199546,0.700199546,0.700199546
1698,15290,15290,15290,0.973976608,0.973976608,0.973976608,15290,15290,15290,0.669555349,0.669555349,0.669555349
1699,15299,15299,15299,0.959077057,0.959077057,0.959077057,15299,15299,15299,0.785919114,0.785919114,0.785919114
1700,15308,15308,15308,0.906502676,0.906502676,0.906502676,15308,15308,15308,0.727011494,0.727011494,0.727011494
1701,15317,15317,15317,0.925217048,0.925217048,0.925217048,15317,15317,15317,0.762568255,0.762568255,0.762568255
1702,15326,15326,15326,0.907994861,0.907994861,0.907994861,15326,15326,15326,0.782102652,0.782102652,0.782102652
1703,15335,15335,15335,0.906288231,0.906288231,0.906288231,15335,15335,15335,0.705947502,0.705947502,0.705947502
1704,15344,15344,15344,0.922330097,0.922330097,0.922330097,15344,15344,15344,0.731244282,0.731244282,0.731244282
1705,15353,15353,15353,0.929602531,0.929602531,0.929602531,15353,15353,15353,0.736029229,0.736029229,0.736029229
1706,15362,15362,15362,0.967220726,0.967220726,0.967220726,15362,15362,15362,0.720560339,0.720560339,0.720560339
1707,15371,15371,15371,0.933997245,0.933997245,0.933997245,15371,15371,15371,0.739200777,0.739200777,0.739200777
1708,15380,15380,15380,0.955285818,0.955285818,0.955285818,15380,15380,15380,0.708767531,0.708767531,0.708767531
1709,15389,15389,15389,0.975745272,0.975745272,0.975745272,15389,15389,15389,0.672172999,0.672172999,0.672172999
1710,15398,15398,15398,0.960740975,0.960740975,0.960740975,15398,15398,15398,0.705815,0.705815,0.705815
1711,15407,15407,15407,0.963634591,0.963634591,0.963634591,15407,15407,15407,0.766063738,0.766063738,0.766063738
1712,15416,15416,15416,0.899749373,0.899749373,0.899749373,15416,15416,15416,0.575247202,0.575247202,0.575247202
1713,15425,15425,15425,0.950856126,0.950856126,0.950856126,15425,15425,15425,0.744431644,0.744431644,0.744431644
1714,15434,15434,15434,0.951908328,0.951908328,0.951908328,15434,15434,15434,0.738179479,0.738179479,0.738179479
1715,15443,15443,15443,0.962883038,0.962883038,0.962883038,15443,15443,15443,0.735514596,0.735514596,0.735514596
1716,15452,15452,15452,0.95609431,0.95609431,0.95609431,15452,15452,15452,0.717707782,0.717707782,0.717707782
1717,15461,15461,15461,0.959209688,0.959209688,0.959209688,15461,15461,15461,0.683425456,0.683425456,0.683425456
1718,15470,15470,15470,0.956816257,0.956816257,0.956816257,15470,15470,15470,0.655438118,0.655438118,0.655438118
1719,15479,15479,15479,0.951954575,0.951954575,0.951954575,15479,15479,15479,0.682478599,0.682478599,0.682478599
1720,15488,15488,15488,0.968466994,0.968466994,0.968466994,15488,15488,15488,0.682859339,0.682859339,0.682859339
1721,15497,15497,15497,0.948082967,0.948082967,0.948082967,15497,15497,15497,0.656142167,0.656142167,0.656142167
1722,15506,15506,15506,0.953805626,0.953805626,0.953805626,15506,15506,15506,0.734233847,0.734233847,0.734233847
1723,15515,15515,15515,0.950189496,0.950189496,0.950189496,15515,15515,15515,0.722125813,0.722125813,0.722125813
1724,15524,15524,15524,0.980014276,0.980014276,0.980014276,15524,15524,15524,0.782811978,0.782811978,0.782811978
1725,15533,15533,15533,0.962406015,0.962406015,0.962406015,15533,15533,15533,0.679749401,0.679749401,0.679749401
1726,15542,15542,15542,0.962046805,0.962046805,0.962046805,15542,15542,15542,0.689785284,0.689785284,0.689785284
1727,15551,15551,15551,0.976387078,0.976387078,0.976387078,15551,15551,15551,0.607345149,0.607345149,0.607345149
1728,15560,15560,15560,0.961123596,0.961123596,0.961123596,15560,15560,15560,0.672794992,0.672794992,0.672794992
1729,15569,15569,15569,0.967075386,0.967075386,0.967075386,15569,15569,15569,0.64096462,0.64096462,0.64096462
1730,15578,15578,15578,0.962492053,0.962492053,0.962492053,15578,15578,15578,0.756520981,0.756520981,0.756520981
1731,15587,15587,15587,0.957941613,0.957941613,0.957941613,15587,15587,15587,0.77003455,0.77003455,0.77003455
1732,15596,15596,15596,0.954089461,0.954089461,0.954089461,15596,15596,15596,0.68044926,0.68044926,0.68044926
1733,15605,15605,15605,0.952117047,0.952117047,0.952117047,15605,15605,15605,0.77346707,0.77346707,0.77346707
1734,15614,15614,15614,0.912384473,0.912384473,0.912384473,15614,15614,15614,0.660545248,0.660545248,0.660545248
1735,15623,15623,15623,0.926131236,0.926131236,0.926131236,15623,15623,15623,0.664473684,0.664473684,0.664473684
1736,15632,15632,15632,0.960608866,0.960608866,0.960608866,15632,15632,15632,0.731561462,0.731561462,0.731561462
1737,15641,15641,15641,0.97511335,0.97511335,0.97511335,15641,15641,15641,0.765430059,0.765430059,0.765430059
1738,15650,15650,15650,0.957644022,0.957644022,0.957644022,15650,15650,15650,0.730658225,0.730658225,0.730658225
1739,15659,15659,15659,0.948819318,0.948819318,0.948819318,15659,15659,15659,0.694592657,0.694592657,0.694592657
1740,15668,15668,15668,0.954975996,0.954975996,0.954975996,15668,15668,15668,0.737537928,0.737537928,0.737537928
1741,15677,15677,15677,0.918478261,0.918478261,0.918478261,15677,15677,15677,0.711103158,0.711103158,0.711103158
1742,15686,15686,15686,0.968626953,0.968626953,0.968626953,15686,15686,15686,0.758577274,0.758577274,0.758577274
1743,15695,15695,15695,0.968956597,0.968956597,0.968956597,15695,15695,15695,0.717504718,0.717504718,0.717504718
1744,15704,15704,15704,0.9775921,0.9775921,0.9775921,15704,15704,15704,0.844303689,0.844303689,0.844303689
1745,15713,15713,15713,0.954361999,0.954361999,0.954361999,15713,15713,15713,0.718154786,0.718154786,0.718154786
1746,15722,15722,15722,0.932481312,0.932481312,0.932481312,15722,15722,15722,0.723113617,0.723113617,0.723113617
1747,15731,15731,15731,0.947914627,0.947914627,0.947914627,15731,15731,15731,0.793026066,0.793026066,0.793026066
1748,15740,15740,15740,0.962248244,0.962248244,0.962248244,15740,15740,15740,0.748185889,0.748185889,0.748185889
1749,15749,15749,15749,0.9693237,0.9693237,0.9693237,15749,15749,15749,0.67553469,0.67553469,0.67553469
1750,15758,15758,15758,0.966514992,0.966514992,0.966514992,15758,15758,15758,0.707420295,0.707420295,0.707420295
1751,15767,15767,15767,0.957022929,0.957022929,0.957022929,15767,15767,15767,0.739663592,0.739663592,0.739663592
1752,15776,15776,15776,0.967584931,0.967584931,0.967584931,15776,15776,15776,0.704674668,0.704674668,0.704674668
1753,15785,15785,15785,0.975300336,0.975300336,0.975300336,15785,15785,15785,0.684799329,0.684799329,0.684799329
1754,15794,15794,15794,0.967065193,0.967065193,0.967065193,15794,15794,15794,0.638728751,0.638728751,0.638728751
1755,15803,15803,15803,0.946050322,0.946050322,0.946050322,15803,15803,15803,0.679740707,0.679740707,0.679740707
1756,15812,15812,15812,0.966100121,0.966100121,0.966100121,15812,15812,15812,0.775385604,0.775385604,0.775385604
1757,15821,15821,15821,0.963395104,0.963395104,0.963395104,15821,15821,15821,0.770427163,0.770427163,0.770427163
1758,15830,15830,15830,0.962240219,0.962240219,0.962240219,15830,15830,15830,0.803247632,0.803247632,0.803247632
1759,15839,15839,15839,0.963326899,0.963326899,0.963326899,15839,15839,15839,0.739130435,0.739130435,0.739130435
1760,15848,15848,15848,0.975450478,0.975450478,0.975450478,15848,15848,15848,0.665412248,0.665412248,0.665412248
1761,15857,15857,15857,0.981872419,0.981872419,0.981872419,15857,15857,15857,0.628505923,0.628505923,0.628505923
1762,15866,15866,15866,0.970269236,0.970269236,0.970269236,15866,15866,15866,0.600697748,0.600697748,0.600697748
1763,15875,15875,15875,0.966612044,0.966612044,0.966612044,15875,15875,15875,0.693890083,0.693890083,0.693890083
1764,15884,15884,15884,0.955256724,0.955256724,0.955256724,15884,15884,15884,0.741347532,0.741347532,0.741347532
1765,15893,15893,15893,0.934332425,0.934332425,0.934332425,15893,15893,15893,0.720510563,0.720510563,0.720510563
1766,15902,15902,15902,0.961488961,0.961488961,0.961488961,15902,15902,15902,0.776759467,0.776759467,0.776759467
1767,15911,15911,15911,0.958888889,0.958888889,0.958888889,15911,15911,15911,0.780115024,0.780115024,0.780115024
1768,15920,15920,15920,0.966802444,0.966802444,0.966802444,15920,15920,15920,0.671972627,0.671972627,0.671972627
1769,15929,15929,15929,0.97104004,0.97104004,0.97104004,15929,15929,15929,0.616047745,0.616047745,0.616047745
1770,15938,15938,15938,0.964010534,0.964010534,0.964010534,15938,15938,15938,0.712898956,0.712898956,0.712898956
1771,15947,15947,15947,0.969639794,0.969639794,0.969639794,15947,15947,15947,0.732098604,0.732098604,0.732098604
1772,15956,15956,15956,0.970622797,0.970622797,0.970622797,15956,15956,15956,0.679613002,0.679613002,0.679613002
1773,15965,15965,15965,0.915272531,0.915272531,0.915272531,15965,15965,15965,0.656657678,0.656657678,0.656657678
1774,15974,15974,15974,0.930195096,0.930195096,0.930195096,15974,15974,15974,0.691374395,0.691374395,0.691374395
1775,15983,15983,15983,0.977728695,0.977728695,0.977728695,15983,15983,15983,0.720244151,0.720244151,0.720244151
1776,15992,15992,15992,0.931022688,0.931022688,0.931022688,15992,15992,15992,0.711914231,0.711914231,0.711914231
1777,16001,16001,16001,0.934373891,0.934373891,0.934373891,16001,16001,16001,0.714660176,0.714660176,0.714660176
1778,16010,16010,16010,0.966448231,0.966448231,0.966448231,16010,16010,16010,0.708975713,0.708975713,0.708975713
1779,16019,16019,16019,0.957227286,0.957227286,0.957227286,16019,16019,16019,0.782300008,0.782300008,0.782300008
1780,16028,16028,16028,0.980266784,0.980266784,0.980266784,16028,16028,16028,0.705795918,0.705795918,0.705795918
1781,16037,16037,16037,0.966862337,0.966862337,0.966862337,16037,16037,16037,0.701495837,0.701495837,0.701495837
1782,16046,16046,16046,0.943917761,0.943917761,0.943917761,16046,16046,16046,0.635774712,0.635774712,0.635774712
1783,16055,16055,16055,0.94688027,0.94688027,0.94688027,16055,16055,16055,0.626313292,0.626313292,0.626313292
1784,16064,16064,16064,0.967532468,0.967532468,0.967532468,16064,16064,16064,0.606188467,0.606188467,0.606188467
1785,16073,16073,16073,0.970849661,0.970849661,0.970849661,16073,16073,16073,0.61687363,0.61687363,0.61687363
1786,16082,16082,16082,0.959163543,0.959163543,0.959163543,16082,16082,16082,0.566967466,0.566967466,0.566967466
1787,16091,16091,16091,0.963116024,0.963116024,0.963116024,16091,16091,16091,0.569506726,0.569506726,0.569506726
1788,16100,16100,16100,0.959054453,0.959054453,0.959054453,16100,16100,16100,0.579831933,0.579831933,0.579831933
1789,16109,16109,16109,0.940329218,0.940329218,0.940329218,16109,16109,16109,0.648395937,0.648395937,0.648395937
1790,16118,16118,16118,0.960479574,0.960479574,0.960479574,16118,16118,16118,0.632431629,0.632431629,0.632431629
1791,16127,16127,16127,0.957687861,0.957687861,0.957687861,16127,16127,16127,0.624138459,0.624138459,0.624138459
1792,16136,16136,16136,0.958091286,0.958091286,0.958091286,16136,16136,16136,0.626279507,0.626279507,0.626279507
1793,16145,16145,16145,0.954140999,0.954140999,0.954140999,16145,16145,16145,0.60276717,0.60276717,0.60276717
1794,16154,16154,16154,0.981666667,0.981666667,0.981666667,16154,16154,16154,0.458289335,0.458289335,0.458289335
1795,16163,16163,16163,0.976252204,0.976252204,0.976252204,16163,16163,16163,0.521868952,0.521868952,0.521868952
1796,16172,16172,16172,0.984245896,0.984245896,0.984245896,16172,16172,16172,0.47141103,0.47141103,0.47141103
1797,16181,16181,16181,0.967827131,0.967827131,0.967827131,16181,16181,16181,0.441977469,0.441977469,0.441977469
1798,16190,16190,16190,0.973436787,0.973436787,0.973436787,16190,16190,16190,0.513770412,0.513770412,0.513770412
1799,16199,16199,16199,0.964979757,0.964979757,0.964979757,16199,16199,16199,0.470046083,0.470046083,0.470046083
1800,16208,16208,16208,0.945461783,0.945461783,0.945461783,16208,16208,16208,0.465042739,0.465042739,0.465042739
1801,16217,16217,16217,0.950794852,0.950794852,0.950794852,16217,16217,16217,0.395167247,0.395167247,0.395167247
1802,16226,16226,16226,0.978202201,0.978202201,0.978202201,16226,16226,16226,0.465936922,0.465936922,0.465936922
1803,16235,16235,16235,0.966255678,0.966255678,0.966255678,16235,16235,16235,0.444803392,0.444803392,0.444803392
1804,16244,16244,16244,0.977713528,0.977713528,0.977713528,16244,16244,16244,0.416389697,0.416389697,0.416389697
1805,16253,16253,16253,0.963664758,0.963664758,0.963664758,16253,16253,16253,0.46767317,0.46767317,0.46767317
1806,16262,16262,16262,0.965034965,0.965034965,0.965034965,16262,16262,16262,0.449124614,0.449124614,0.449124614
1807,16271,16271,16271,0.959316438,0.959316438,0.959316438,16271,16271,16271,0.480136437,0.480136437,0.480136437
1808,16280,16280,16280,0.969327605,0.969327605,0.969327605,16280,16280,16280,0.47816021,0.47816021,0.47816021
1809,16289,16289,16289,0.970525416,0.970525416,0.970525416,16289,16289,16289,0.456945917,0.456945917,0.456945917
1810,16298,16298,16298,0.961077292,0.961077292,0.961077292,16298,16298,16298,0.503152267,0.503152267,0.503152267
1811,16307,16307,16307,0.917119716,0.917119716,0.917119716,16307,16307,16307,0.464153574,0.464153574,0.464153574
1812,16316,16316,16316,0.972882969,0.972882969,0.972882969,16316,16316,16316,0.424958769,0.424958769,0.424958769
1813,16325,16325,16325,0.980241817,0.980241817,0.980241817,16325,16325,16325,0.491905355,0.491905355,0.491905355
1814,16334,16334,16334,0.977164605,0.977164605,0.977164605,16334,16334,16334,0.430002768,0.430002768,0.430002768
1815,16343,16343,16343,0.947068747,0.947068747,0.947068747,16343,16343,16343,0.481619606,0.481619606,0.481619606
1816,16352,16352,16352,0.986460348,0.986460348,0.986460348,16352,16352,16352,0.454339289,0.454339289,0.454339289
1817,16361,16361,16361,0.976176176,0.976176176,0.976176176,16361,16361,16361,0.488168834,0.488168834,0.488168834
1818,16370,16370,16370,0.950732357,0.950732357,0.950732357,16370,16370,16370,0.42268623,0.42268623,0.42268623
1819,16379,16379,16379,0.962341145,0.962341145,0.962341145,16379,16379,16379,0.452532011,0.452532011,0.452532011
1820,16388,16388,16388,0.960405867,0.960405867,0.960405867,16388,16388,16388,0.443243839,0.443243839,0.443243839
1821,16397,16397,16397,0.944506898,0.944506898,0.944506898,16397,16397,16397,0.481834523,0.481834523,0.481834523
1822,16406,16406,16406,0.935661765,0.935661765,0.935661765,16406,16406,16406,0.456795484,0.456795484,0.456795484
1823,16415,16415,16415,0.957150452,0.957150452,0.957150452,16415,16415,16415,0.446455009,0.446455009,0.446455009
1824,16424,16424,16424,0.946629213,0.946629213,0.946629213,16424,16424,16424,0.357925579,0.357925579,0.357925579
1825,16433,16433,16433,0.976616231,0.976616231,0.976616231,16433,16433,16433,0.461983003,0.461983003,0.461983003
1826,16442,16442,16442,0.929150005,0.929150005,0.929150005,16442,16442,16442,0.486200293,0.486200293,0.486200293
1827,16451,16451,16451,0.939401623,0.939401623,0.939401623,16451,16451,16451,0.430230481,0.430230481,0.430230481
1828,16460,16460,16460,0.961626763,0.961626763,0.961626763,16460,16460,16460,0.474238876,0.474238876,0.474238876
1829,16469,16469,16469,0.976427355,0.976427355,0.976427355,16469,16469,16469,0.569485165,0.569485165,0.569485165
1830,16478,16478,16478,0.9525417,0.9525417,0.9525417,16478,16478,16478,0.536392592,0.536392592,0.536392592
1831,16487,16487,16487,0.990439061,0.990439061,0.990439061,16487,16487,16487,0.574039106,0.574039106,0.574039106
1832,16496,16496,16496,0.935008192,0.935008192,0.935008192,16496,16496,16496,0.549119642,0.549119642,0.549119642
1833,16505,16505,16505,0.910775339,0.910775339,0.910775339,16505,16505,16505,0.521000071,0.521000071,0.521000071
1834,16514,16514,16514,0.969387755,0.969387755,0.969387755,16514,16514,16514,0.534912475,0.534912475,0.534912475
1835,16523,16523,16523,0.960109175,0.960109175,0.960109175,16523,16523,16523,0.521017193,0.521017193,0.521017193
1836,16532,16532,16532,0.978151261,0.978151261,0.978151261,16532,16532,16532,0.629559818,0.629559818,0.629559818
1837,16541,16541,16541,0.976216087,0.976216087,0.976216087,16541,16541,16541,0.470399358,0.470399358,0.470399358
1838,16550,16550,16550,0.965454956,0.965454956,0.965454956,16550,16550,16550,0.472841097,0.472841097,0.472841097
1839,16559,16559,16559,0.979515092,0.979515092,0.979515092,16559,16559,16559,0.531684134,0.531684134,0.531684134
1840,16568,16568,16568,0.974595843,0.974595843,0.974595843,16568,16568,16568,0.502297273,0.502297273,0.502297273
1841,16577,16577,16577,0.97369336,0.97369336,0.97369336,16577,16577,16577,0.459763021,0.459763021,0.459763021
1842,16586,16586,16586,0.958543984,0.958543984,0.958543984,16586,16586,16586,0.384172846,0.384172846,0.384172846
1843,16595,16595,16595,0.904312449,0.904312449,0.904312449,16595,16595,16595,0.537797454,0.537797454,0.537797454
1844,16604,16604,16604,0.93079486,0.93079486,0.93079486,16604,16604,16604,0.490676913,0.490676913,0.490676913
1845,16613,16613,16613,0.956938755,0.956938755,0.956938755,16613,16613,16613,0.498322243,0.498322243,0.498322243
1846,16622,16622,16622,0.958071851,0.958071851,0.958071851,16622,16622,16622,0.52668175,0.52668175,0.52668175
1847,16631,16631,16631,0.973802877,0.973802877,0.973802877,16631,16631,16631,0.474346452,0.474346452,0.474346452
1848,16640,16640,16640,0.941699479,0.941699479,0.941699479,16640,16640,16640,0.429014925,0.429014925,0.429014925
1849,16649,16649,16649,0.975391907,0.975391907,0.975391907,16649,16649,16649,0.53625912,0.53625912,0.53625912
1850,16658,16658,16658,0.966914077,0.966914077,0.966914077,16658,16658,16658,0.428579949,0.428579949,0.428579949
1851,16667,16667,16667,0.965174129,0.965174129,0.965174129,16667,16667,16667,0.436514032,0.436514032,0.436514032
1852,16676,16676,16676,0.951627089,0.951627089,0.951627089,16676,16676,16676,0.472471119,0.472471119,0.472471119
1853,16685,16685,16685,0.967293177,0.967293177,0.967293177,16685,16685,16685,0.387644006,0.387644006,0.387644006
1854,16694,16694,16694,0.98005698,0.98005698,0.98005698,16694,16694,16694,0.398739363,0.398739363,0.398739363
1855,16703,16703,16703,0.977027027,0.977027027,0.977027027,16703,16703,16703,0.462723717,0.462723717,0.462723717
1856,16712,16712,16712,0.956080072,0.956080072,0.956080072,16712,16712,16712,0.501155906,0.501155906,0.501155906
1857,16721,16721,16721,0.969225855,0.969225855,0.969225855,16721,16721,16721,0.485635715,0.485635715,0.485635715
1858,16730,16730,16730,0.933469341,0.933469341,0.933469341,16730,16730,16730,0.470992643,0.470992643,0.470992643
1859,16739,16739,16739,0.981551921,0.981551921,0.981551921,16739,16739,16739,0.520312141,0.520312141,0.520312141
1860,16748,16748,16748,0.95770235,0.95770235,0.95770235,16748,16748,16748,0.417691367,0.417691367,0.417691367
1861,16757,16757,16757,0.970971185,0.970971185,0.970971185,16757,16757,16757,0.470966178,0.470966178,0.470966178
1862,16766,16766,16766,0.936932689,0.936932689,0.936932689,16766,16766,16766,0.446958605,0.446958605,0.446958605
1863,16775,16775,16775,0.959073359,0.959073359,0.959073359,16775,16775,16775,0.430217316,0.430217316,0.430217316
1864,16784,16784,16784,0.977364493,0.977364493,0.977364493,16784,16784,16784,0.463031488,0.463031488,0.463031488
1865,16793,16793,16793,0.969948596,0.969948596,0.969948596,16793,16793,16793,0.502926337,0.502926337,0.502926337
1866,16802,16802,16802,0.955867347,0.955867347,0.955867347,16802,16802,16802,0.453992283,0.453992283,0.453992283
1867,16811,16811,16811,0.979803922,0.979803922,0.979803922,16811,16811,16811,0.526516701,0.526516701,0.526516701
1868,16820,16820,16820,0.961589113,0.961589113,0.961589113,16820,16820,16820,0.476916247,0.476916247,0.476916247
1869,16829,16829,16829,0.977899863,0.977899863,0.977899863,16829,16829,16829,0.466650843,0.466650843,0.466650843
1870,16838,16838,16838,0.978168716,0.978168716,0.978168716,16838,16838,16838,0.505428965,0.505428965,0.505428965
1871,16847,16847,16847,0.968444949,0.968444949,0.968444949,16847,16847,16847,0.481922126,0.481922126,0.481922126
1872,16856,16856,16856,0.968822171,0.968822171,0.968822171,16856,16856,16856,0.487781273,0.487781273,0.487781273
1873,16865,16865,16865,0.971246605,0.971246605,0.971246605,16865,16865,16865,0.514043863,0.514043863,0.514043863
1874,16874,16874,16874,0.964645905,0.964645905,0.964645905,16874,16874,16874,0.488507199,0.488507199,0.488507199
1875,16883,16883,16883,0.94719881,0.94719881,0.94719881,16883,16883,16883,0.457472716,0.457472716,0.457472716
1876,16892,16892,16892,0.918986032,0.918986032,0.918986032,16892,16892,16892,0.491070673,0.491070673,0.491070673
1877,16901,16901,16901,0.910194789,0.910194789,0.910194789,16901,16901,16901,0.448666355,0.448666355,0.448666355
1878,16910,16910,16910,0.947789474,0.947789474,0.947789474,16910,16910,16910,0.517455522,0.517455522,0.517455522
1879,16919,16919,16919,0.962773013,0.962773013,0.962773013,16919,16919,16919,0.516635279,0.516635279,0.516635279
1880,16928,16928,16928,0.954229066,0.954229066,0.954229066,16928,16928,16928,0.482000692,0.482000692,0.482000692
1881,16937,16937,16937,0.961896514,0.961896514,0.961896514,16937,16937,16937,0.476487399,0.476487399,0.476487399
1882,16946,16946,16946,0.95534447,0.95534447,0.95534447,16946,16946,16946,0.464855541,0.464855541,0.464855541
1883,16955,16955,16955,0.944409548,0.944409548,0.944409548,16955,16955,16955,0.382716049,0.382716049,0.382716049
1884,16964,16964,16964,0.96802168,0.96802168,0.96802168,16964,16964,16964,0.459509721,0.459509721,0.459509721
1885,16973,16973,16973,0.967509837,0.967509837,0.967509837,16973,16973,16973,0.472369681,0.472369681,0.472369681
1886,16982,16982,16982,0.970420933,0.970420933,0.970420933,16982,16982,16982,0.440017399,0.440017399,0.440017399
1887,16991,16991,16991,0.96890103,0.96890103,0.96890103,16991,16991,16991,0.44623337,0.44623337,0.44623337
1888,17000,17000,17000,0.977772551,0.977772551,0.977772551,17000,17000,17000,0.441234172,0.441234172,0.441234172
1889,17009,17009,17009,0.958915989,0.958915989,0.958915989,17009,17009,17009,0.448871182,0.448871182,0.448871182
1890,17018,17018,17018,0.967206478,0.967206478,0.967206478,17018,17018,17018,0.452149792,0.452149792,0.452149792
