validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,lin1-Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,lin1-iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,lin1-iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,lin1-EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,lin1-iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,lin1-EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,lin1-iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,lin1-EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX,lin1-loss,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MAX,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,base-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,base-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,base-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,base-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,base-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,base-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,base-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,base-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,base-loss,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MAX
227,21755.61538,21752,21759,1,1,1,0.780487805,0.780487805,0.780487805,0,0,0,1,1,1,0.780487805,0.780487805,0.780487805,0,0,0,0.994978173,0.994978173,0.994978173,0.930742402,0.930742402,0.930742402,40.88074493,40.88074493,40.88074493,21755.55556,21752,21759,0.777777778,0.777777778,0.777777778,0.385542169,0.385542169,0.385542169,0,0,0,0.954545455,0.954545455,0.954545455,0.248062016,0.248062016,0.248062016,0,0,0,0.992687265,0.992687265,0.992687265,0.936105477,0.936105477,0.936105477,40.9780426,40.9780426,40.9780426
228,21763.08333,21760,21767,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,0.973684211,0.973684211,0.973684211,0,0,0,0.993684353,0.993684353,0.993684353,0.933478735,0.933478735,0.933478735,40.84880829,40.84880829,40.84880829,21763.58333,21760,21767,0.673684211,0.673684211,0.673684211,0.503401361,0.503401361,0.503401361,0,0,0,0.853333333,0.853333333,0.853333333,0.435294118,0.435294118,0.435294118,0,0,0,0.990131244,0.990131244,0.990131244,0.969992498,0.969992498,0.969992498,40.88706589,40.88706589,40.88706589
229,21771.30769,21768,21775,0.876712329,0.876712329,0.876712329,0.992248062,0.992248062,0.992248062,0,0,0,0.864864865,0.864864865,0.864864865,1,1,1,0,0,0,0.991746422,0.991746422,0.991746422,0.978219497,0.978219497,0.978219497,40.86510849,40.86510849,40.86510849,21771.91667,21768,21775,0.646464646,0.646464646,0.646464646,0.727272727,0.727272727,0.727272727,0,0,0,0.810126582,0.810126582,0.810126582,0.659793814,0.659793814,0.659793814,0,0,0,0.993344793,0.993344793,0.993344793,0.995426991,0.995426991,0.995426991,40.83469009,40.83469009,40.83469009
230,21779.75,21776,21783,0.984615385,0.984615385,0.984615385,0.975609756,0.975609756,0.975609756,0,0,0,0.984615385,0.984615385,0.984615385,0.975609756,0.975609756,0.975609756,0,0,0,0.990398263,0.990398263,0.990398263,0.994528516,0.994528516,0.994528516,40.80250931,40.80250931,40.80250931,21779.71429,21776,21783,0.761904762,0.761904762,0.761904762,0.869565217,0.869565217,0.869565217,0,0,0,0.711111111,0.711111111,0.711111111,0.845070423,0.845070423,0.845070423,0,0,0,0.991954881,0.991954881,0.991954881,0.997068906,0.997068906,0.997068906,40.83142853,40.83142853,40.83142853
231,21787.28571,21784,21791,0.933333333,0.933333333,0.933333333,0.771929825,0.771929825,0.771929825,0,0,0,0.875,0.875,0.875,0.862745098,0.862745098,0.862745098,0,0,0,0.995111732,0.995111732,0.995111732,0.998315301,0.998315301,0.998315301,40.80919266,40.80919266,40.80919266,21787.46154,21784,21791,0.7,0.7,0.7,0.578947368,0.578947368,0.578947368,0,0,0,0.736842105,0.736842105,0.736842105,0.523809524,0.523809524,0.523809524,0,0,0,0.979064899,0.979064899,0.979064899,0.994780519,0.994780519,0.994780519,40.91616058,40.91616058,40.91616058
232,21795.83333,21792,21799,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.996193859,0.996193859,0.996193859,0.995395279,0.995395279,0.995395279,40.89482498,40.89482498,40.89482498,21795.85714,21792,21799,0.842105263,0.842105263,0.842105263,0,0,0,0,0,0,0.853333333,0.853333333,0.853333333,0,0,0,0,0,0,0.993690314,0.993690314,0.993690314,0.992274428,0.992274428,0.992274428,41.00135803,41.00135803,41.00135803
233,21803.92308,21800,21807,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999234545,0.999234545,0.999234545,0.995620438,0.995620438,0.995620438,40.83613968,40.83613968,40.83613968,21803.21429,21800,21807,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.99742977,0.99742977,0.99742977,0.991892156,0.991892156,0.991892156,40.91408539,40.91408539,40.91408539
234,21811.69231,21808,21815,0.763636364,0.763636364,0.763636364,0.64516129,0.64516129,0.64516129,0,0,0,0.763636364,0.763636364,0.763636364,0.666666667,0.666666667,0.666666667,0,0,0,0.99751186,0.99751186,0.99751186,0.980628498,0.980628498,0.980628498,40.86574554,40.86574554,40.86574554,21811.41667,21808,21815,0.545454545,0.545454545,0.545454545,0.571428571,0.571428571,0.571428571,0,0,0,0.6,0.6,0.6,0.523809524,0.523809524,0.523809524,0,0,0,0.998306379,0.998306379,0.998306379,0.978723404,0.978723404,0.978723404,40.88435364,40.88435364,40.88435364
235,21819.27273,21816,21823,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.820512821,0.820512821,0.820512821,0,0,0,0.997065776,0.997065776,0.997065776,0.997845647,0.997845647,0.997845647,40.83612061,40.83612061,40.83612061,21819.69231,21816,21823,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0,0,0,0.810126582,0.810126582,0.810126582,0,0,0,0.996820479,0.996820479,0.996820479,0.999620493,0.999620493,0.999620493,40.81707001,40.81707001,40.81707001
236,21827.41667,21824,21831,0.935483871,0.935483871,0.935483871,0.941176471,0.941176471,0.941176471,0,0,0,0.90625,0.90625,0.90625,0.901408451,0.901408451,0.901408451,0,0,0,0.997862662,0.997862662,0.997862662,0.99801812,0.99801812,0.99801812,41.01416016,41.01416016,41.01416016,21827.75,21824,21831,0.823529412,0.823529412,0.823529412,0.752941176,0.752941176,0.752941176,0,0,0,0.888888889,0.888888889,0.888888889,0.761904762,0.761904762,0.761904762,0,0,0,0.994819795,0.994819795,0.994819795,0.997181908,0.997181908,0.997181908,41.34632874,41.34632874,41.34632874
237,21835.66667,21832,21839,0.984615385,0.984615385,0.984615385,0.835820896,0.835820896,0.835820896,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.999395571,0.999395571,0.999395571,0.998871809,0.998871809,0.998871809,40.7901001,40.7901001,40.7901001,21835.75,21832,21839,0.533333333,0.533333333,0.533333333,0.7,0.7,0.7,0,0,0,0.727272727,0.727272727,0.727272727,0.674698795,0.674698795,0.674698795,0,0,0,0.99147853,0.99147853,0.99147853,0.994576319,0.994576319,0.994576319,40.87098694,40.87098694,40.87098694
238,21843.76923,21840,21847,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.998439425,0.998439425,0.998439425,0.992733095,0.992733095,0.992733095,40.8584938,40.8584938,40.8584938,21844,21840,21847,0.633663366,0.633663366,0.633663366,0,0,0,0,0,0,0.831168831,0.831168831,0.831168831,0,0,0,0,0,0,0.987506206,0.987506206,0.987506206,0.966551894,0.966551894,0.966551894,41.14413834,41.14413834,41.14413834
239,21851.64286,21848,21855,0.933333333,0.933333333,0.933333333,0.943396226,0.943396226,0.943396226,0,0,0,1,1,1,0.961538462,0.961538462,0.961538462,0,0,0,0.990682482,0.990682482,0.990682482,0.919614148,0.919614148,0.919614148,40.97633362,40.97633362,40.97633362,21851.30769,21848,21855,0.259259259,0.259259259,0.259259259,0.561797753,0.561797753,0.561797753,0,0,0,0.424242424,0.424242424,0.424242424,0.442477876,0.442477876,0.442477876,0,0,0,0.993784981,0.993784981,0.993784981,0.967781908,0.967781908,0.967781908,40.96432495,40.96432495,40.96432495
240,21859.83333,21856,21863,0.816326531,0.816326531,0.816326531,0.984615385,0.984615385,0.984615385,0,0,0,0.833333333,0.833333333,0.833333333,0.955223881,0.955223881,0.955223881,0,0,0,0.902873532,0.902873532,0.902873532,0.878151261,0.878151261,0.878151261,41.50776672,41.50776672,41.50776672,21859.85714,21856,21863,0.740740741,0.740740741,0.740740741,0.520325203,0.520325203,0.520325203,0,0,0,0.666666667,0.666666667,0.666666667,0.43537415,0.43537415,0.43537415,0,0,0,0.923418319,0.923418319,0.923418319,0.851751535,0.851751535,0.851751535,42.47282791,42.47282791,42.47282791
241,21866.91667,21864,21871,0.842105263,0.842105263,0.842105263,0.96969697,0.96969697,0.96969697,0,0,0,0.831168831,0.831168831,0.831168831,0.955223881,0.955223881,0.955223881,0,0,0,0.689940414,0.689940414,0.689940414,0.757145226,0.757145226,0.757145226,42.39443588,42.39443588,42.39443588,21867.57143,21864,21871,0.888888889,0.888888889,0.888888889,0.60952381,0.60952381,0.60952381,0,0,0,0.820512821,0.820512821,0.820512821,0.576576577,0.576576577,0.576576577,0,0,0,0.896698822,0.896698822,0.896698822,0.812022327,0.812022327,0.812022327,42.85151672,42.85151672,42.85151672
242,21875.76923,21872,21879,0.984615385,0.984615385,0.984615385,0.761904762,0.761904762,0.761904762,0,0,0,0.914285714,0.914285714,0.914285714,0.8,0.8,0.8,0,0,0,0.97193154,0.97193154,0.97193154,0.952721825,0.952721825,0.952721825,41.20373917,41.20373917,41.20373917,21875.3,21872,21879,1,1,1,0.271186441,0.271186441,0.271186441,0,0,0,0.927536232,0.927536232,0.927536232,0.246153846,0.246153846,0.246153846,0,0,0,0.910291498,0.910291498,0.910291498,0.772746689,0.772746689,0.772746689,43.95691681,43.95691681,43.95691681
243,21883.28571,21880,21887,0.935483871,0.935483871,0.935483871,1,1,1,0,0,0,0.828571429,0.828571429,0.828571429,1,1,1,0,0,0,0.997110992,0.997110992,0.997110992,0.974340176,0.974340176,0.974340176,41.01441574,41.01441574,41.01441574,21883.61538,21880,21887,0.920634921,0.920634921,0.920634921,0.375,0.375,0.375,0,0,0,0.637362637,0.637362637,0.637362637,0.25,0.25,0.25,0,0,0,0.961373947,0.961373947,0.961373947,0.235813367,0.235813367,0.235813367,42.79057693,42.79057693,42.79057693
244,21891.28571,21888,21895,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.999813119,0.999813119,0.999813119,0.998607727,0.998607727,0.998607727,40.78577423,40.78577423,40.78577423,21891.45455,21888,21895,0,0,0,0.901408451,0.901408451,0.901408451,0,0,0,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0.99940169,0.99940169,0.99940169,1,1,1,40.77980042,40.77980042,40.77980042
245,21899,21896,21903,0.98245614,0.98245614,0.98245614,0.955223881,0.955223881,0.955223881,0,0,0,0.918032787,0.918032787,0.918032787,0.96969697,0.96969697,0.96969697,0,0,0,0.999109361,0.999109361,0.999109361,0.998191027,0.998191027,0.998191027,40.79510498,40.79510498,40.79510498,21899.41667,21896,21903,0.823529412,0.823529412,0.823529412,0.8,0.8,0.8,0,0,0,0.835820896,0.835820896,0.835820896,0.744186047,0.744186047,0.744186047,0,0,0,0.997508345,0.997508345,0.997508345,0.998915793,0.998915793,0.998915793,40.80018616,40.80018616,40.80018616
246,21907.83333,21904,21911,0.984615385,0.984615385,0.984615385,0.853333333,0.853333333,0.853333333,0,0,0,0.984615385,0.984615385,0.984615385,0.876712329,0.876712329,0.876712329,0,0,0,0.9986333,0.9986333,0.9986333,0.999371803,0.999371803,0.999371803,40.78012085,40.78012085,40.78012085,21907.69231,21904,21911,0.666666667,0.666666667,0.666666667,0.711111111,0.711111111,0.711111111,0,0,0,0.621359223,0.621359223,0.621359223,0.680851064,0.680851064,0.680851064,0,0,0,0.994415523,0.994415523,0.994415523,0.999191157,0.999191157,0.999191157,40.82430267,40.82430267,40.82430267
247,21915.33333,21912,21919,1,1,1,0.137931034,0.137931034,0.137931034,0,0,0,1,1,1,0.2,0.2,0.2,0,0,0,0.998876535,0.998876535,0.998876535,0.993684211,0.993684211,0.993684211,40.84576035,40.84576035,40.84576035,21915.76923,21912,21919,0.547008547,0.547008547,0.547008547,0.054794521,0.054794521,0.054794521,0,0,0,0.503937008,0.503937008,0.503937008,0.051948052,0.051948052,0.051948052,0,0,0,0.986520181,0.986520181,0.986520181,0.946792338,0.946792338,0.946792338,41.32892227,41.32892227,41.32892227
248,21923.35714,21920,21927,0.625,0.625,0.625,0.870967742,0.870967742,0.870967742,0,0,0,0.714285714,0.714285714,0.714285714,0.9,0.9,0.9,0,0,0,0.998589961,0.998589961,0.998589961,0.990776699,0.990776699,0.990776699,40.83298492,40.83298492,40.83298492,21922.83333,21920,21927,0.158730159,0.158730159,0.158730159,0.683544304,0.683544304,0.683544304,0,0,0,0.181818182,0.181818182,0.181818182,0.568421053,0.568421053,0.568421053,0,0,0,0.990182129,0.990182129,0.990182129,0.964117092,0.964117092,0.964117092,41.01095963,41.01095963,41.01095963
249,21931.46154,21928,21935,1,1,1,1,1,1,0,0,0,0.958333333,0.958333333,0.958333333,1,1,1,0,0,0,1,1,1,0.999819917,0.999819917,0.999819917,40.77062988,40.77062988,40.77062988,21931.53846,21928,21935,0.58974359,0.58974359,0.58974359,0.790123457,0.790123457,0.790123457,0,0,0,0.582278481,0.582278481,0.582278481,0.711111111,0.711111111,0.711111111,0,0,0,0.992149816,0.992149816,0.992149816,0.99480566,0.99480566,0.99480566,40.83766174,40.83766174,40.83766174
250,21939.57143,21936,21943,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.955223881,0.955223881,0.955223881,0.941176471,0.941176471,0.941176471,0,0,0,0.999139168,0.999139168,0.999139168,0.999040391,0.999040391,0.999040391,40.77753067,40.77753067,40.77753067,21939.66667,21936,21943,0.603773585,0.603773585,0.603773585,0.537815126,0.537815126,0.537815126,0,0,0,0.581818182,0.581818182,0.581818182,0.542372881,0.542372881,0.542372881,0,0,0,0.990448625,0.990448625,0.990448625,0.999912717,0.999912717,0.999912717,40.84461975,40.84461975,40.84461975
251,21947.21429,21944,21951,1,1,1,0.733333333,0.733333333,0.733333333,0,0,0,1,1,1,0.785714286,0.785714286,0.785714286,0,0,0,0.999508841,0.999508841,0.999508841,0.997008227,0.997008227,0.997008227,40.80385971,40.80385971,40.80385971,21947.53846,21944,21951,0.853333333,0.853333333,0.853333333,0.282051282,0.282051282,0.282051282,0,0,0,0.876712329,0.876712329,0.876712329,0.217821782,0.217821782,0.217821782,0,0,0,0.996277966,0.996277966,0.996277966,0.976347915,0.976347915,0.976347915,41.05792999,41.05792999,41.05792999
252,21955.66667,21952,21959,1,1,1,0.79245283,0.79245283,0.79245283,0,0,0,1,1,1,0.823529412,0.823529412,0.823529412,0,0,0,0.998882909,0.998882909,0.998882909,0.992206032,0.992206032,0.992206032,40.80905914,40.80905914,40.80905914,21955.76923,21952,21959,0.338461538,0.338461538,0.338461538,0.432989691,0.432989691,0.432989691,0,0,0,0.366666667,0.366666667,0.366666667,0.344262295,0.344262295,0.344262295,0,0,0,0.986608363,0.986608363,0.986608363,0.93452381,0.93452381,0.93452381,41.10971832,41.10971832,41.10971832
253,21963.46667,21960,21967,0.98245614,0.98245614,0.98245614,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.999309034,0.999309034,0.999309034,0.999566724,0.999566724,0.999566724,40.77682877,40.77682877,40.77682877,21963.33333,21960,21967,0.571428571,0.571428571,0.571428571,0.474074074,0.474074074,0.474074074,0,0,0,0.643678161,0.643678161,0.643678161,0.42384106,0.42384106,0.42384106,0,0,0,0.987234415,0.987234415,0.987234415,0.993437332,0.993437332,0.993437332,40.88654709,40.88654709,40.88654709
254,21971.44444,21968,21975,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999956716,0.999956716,0.999956716,1,1,1,40.7686615,40.7686615,40.7686615,21972.09091,21968,21975,0.864864865,0.864864865,0.864864865,0.62745098,0.62745098,0.62745098,0,0,0,0.901408451,0.901408451,0.901408451,0.516129032,0.516129032,0.516129032,0,0,0,0.994253874,0.994253874,0.994253874,0.998171453,0.998171453,0.998171453,40.81954575,40.81954575,40.81954575
255,21979.08333,21976,21983,1,1,1,0.5,0.5,0.5,0,0,0,1,1,1,0.516129032,0.516129032,0.516129032,0,0,0,0.999419167,0.999419167,0.999419167,0.993055556,0.993055556,0.993055556,40.83082199,40.83082199,40.83082199,21979.33333,21976,21983,1,1,1,0.253968254,0.253968254,0.253968254,0,0,0,1,1,1,0.266666667,0.266666667,0.266666667,0,0,0,0.996368694,0.996368694,0.996368694,0.976164847,0.976164847,0.976164847,41.03249359,41.03249359,41.03249359
256,21988.16667,21984,21991,0.857142857,0.857142857,0.857142857,0.693333333,0.693333333,0.693333333,0,0,0,0.857142857,0.857142857,0.857142857,0.742857143,0.742857143,0.742857143,0,0,0,0.999077396,0.999077396,0.999077396,0.977514054,0.977514054,0.977514054,40.88978577,40.88978577,40.88978577,21987.66667,21984,21991,1,1,1,0.945454545,0.945454545,0.945454545,0,0,0,0.8,0.8,0.8,0.8125,0.8125,0.8125,0,0,0,0.998495726,0.998495726,0.998495726,0.990752158,0.990752158,0.990752158,40.82819366,40.82819366,40.82819366
257,21995.45455,21992,21999,0.965517241,0.965517241,0.965517241,0.621359223,0.621359223,0.621359223,0,0,0,0.933333333,0.933333333,0.933333333,0.603773585,0.603773585,0.603773585,0,0,0,0.996487922,0.996487922,0.996487922,0.985610708,0.985610708,0.985610708,40.90546036,40.90546036,40.90546036,21995.5,21992,21999,0.965517241,0.965517241,0.965517241,0.771084337,0.771084337,0.771084337,0,0,0,0.918032787,0.918032787,0.918032787,0.744186047,0.744186047,0.744186047,0,0,0,0.995218609,0.995218609,0.995218609,0.992886068,0.992886068,0.992886068,40.8143692,40.8143692,40.8143692
258,22003.7,22000,22007,0.985074627,0.985074627,0.985074627,0.767123288,0.767123288,0.767123288,0,0,0,0.985074627,0.985074627,0.985074627,0.775510204,0.775510204,0.775510204,0,0,0,0.999248158,0.999248158,0.999248158,0.993965095,0.993965095,0.993965095,40.82743073,40.82743073,40.82743073,22003.63636,22000,22007,0.956521739,0.956521739,0.956521739,0.746666667,0.746666667,0.746666667,0,0,0,0.970588235,0.970588235,0.970588235,0.716981132,0.716981132,0.716981132,0,0,0,0.993475206,0.993475206,0.993475206,0.994784026,0.994784026,0.994784026,40.83572769,40.83572769,40.83572769
259,22011.73333,22008,22015,1,1,1,0.833333333,0.833333333,0.833333333,0,0,0,1,1,1,0.865384615,0.865384615,0.865384615,0,0,0,0.997943188,0.997943188,0.997943188,0.995276035,0.995276035,0.995276035,40.80781937,40.80781937,40.80781937,22011.63636,22008,22015,0.992248062,0.992248062,0.992248062,0.620689655,0.620689655,0.620689655,0,0,0,1,1,1,0.566037736,0.566037736,0.566037736,0,0,0,0.994810557,0.994810557,0.994810557,0.993925696,0.993925696,0.993925696,40.84119415,40.84119415,40.84119415
260,22019.15385,22016,22023,1,1,1,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.997725611,0.997725611,0.997725611,0.992872878,0.992872878,0.992872878,40.80997086,40.80997086,40.80997086,22019.53846,22016,22023,0.977272727,0.977272727,0.977272727,0.587155963,0.587155963,0.587155963,0,0,0,0.988505747,0.988505747,0.988505747,0.60952381,0.60952381,0.60952381,0,0,0,0.992616765,0.992616765,0.992616765,0.988107549,0.988107549,0.988107549,40.85683823,40.85683823,40.85683823
261,22027.92308,22024,22031,1,1,1,0.7,0.7,0.7,0,0,0,1,1,1,0.736842105,0.736842105,0.736842105,0,0,0,0.998772829,0.998772829,0.998772829,0.990560101,0.990560101,0.990560101,40.81694794,40.81694794,40.81694794,22027.54545,22024,22031,1,1,1,0.274509804,0.274509804,0.274509804,0,0,0,1,1,1,0.205882353,0.205882353,0.205882353,0,0,0,0.996326442,0.996326442,0.996326442,0.966068727,0.966068727,0.966068727,41.02151871,41.02151871,41.02151871
262,22035.5,22032,22039,0.952380952,0.952380952,0.952380952,0.967741935,0.967741935,0.967741935,0,0,0,0.909090909,0.909090909,0.909090909,0.925373134,0.925373134,0.925373134,0,0,0,0.999088359,0.999088359,0.999088359,0.994427558,0.994427558,0.994427558,41.04721832,41.04721832,41.04721832,22035.69231,22032,22039,0.689655172,0.689655172,0.689655172,0.447761194,0.447761194,0.447761194,0,0,0,0.909090909,0.909090909,0.909090909,0.421768707,0.421768707,0.421768707,0,0,0,0.992147058,0.992147058,0.992147058,0.980823319,0.980823319,0.980823319,41.22742462,41.22742462,41.22742462
263,22043.23077,22040,22047,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.914285714,0.914285714,0.914285714,0.927536232,0.927536232,0.927536232,0,0,0,0.999464873,0.999464873,0.999464873,0.999838943,0.999838943,0.999838943,40.7741394,40.7741394,40.7741394,22043,22040,22047,0.864864865,0.864864865,0.864864865,0.460431655,0.460431655,0.460431655,0,0,0,0.888888889,0.888888889,0.888888889,0.457142857,0.457142857,0.457142857,0,0,0,0.992658082,0.992658082,0.992658082,0.996451613,0.996451613,0.996451613,40.85565186,40.85565186,40.85565186
264,22051.18182,22048,22055,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.984615385,0.984615385,0.984615385,0.96969697,0.96969697,0.96969697,0,0,0,0.99977073,0.99977073,0.99977073,1,1,1,40.77127838,40.77127838,40.77127838,22051.36364,22048,22055,0.752941176,0.752941176,0.752941176,0.47761194,0.47761194,0.47761194,0,0,0,0.831168831,0.831168831,0.831168831,0.44137931,0.44137931,0.44137931,0,0,0,0.985973946,0.985973946,0.985973946,0.970854922,0.970854922,0.970854922,40.97873306,40.97873306,40.97873306
265,22059.38462,22056,22063,1,1,1,0.8,0.8,0.8,0,0,0,1,1,1,0.814814815,0.814814815,0.814814815,0,0,0,0.996947904,0.996947904,0.996947904,0.981170483,0.981170483,0.981170483,40.84035492,40.84035492,40.84035492,22059.73333,22056,22063,0.75,0.75,0.75,0.458333333,0.458333333,0.458333333,0,0,0,0.872727273,0.872727273,0.872727273,0.392857143,0.392857143,0.392857143,0,0,0,0.990129724,0.990129724,0.990129724,0.957160963,0.957160963,0.957160963,41.01255417,41.01255417,41.01255417
266,22067.8,22064,22071,0.977777778,0.977777778,0.977777778,0.864864865,0.864864865,0.864864865,0,0,0,0.956521739,0.956521739,0.956521739,0.790123457,0.790123457,0.790123457,0,0,0,0.998364359,0.998364359,0.998364359,0.997319833,0.997319833,0.997319833,41.01795197,41.01795197,41.01795197,22067.07143,22064,22071,0.602739726,0.602739726,0.602739726,0.450704225,0.450704225,0.450704225,0,0,0,0.6875,0.6875,0.6875,0.453900709,0.453900709,0.453900709,0,0,0,0.986324045,0.986324045,0.986324045,0.977946546,0.977946546,0.977946546,41.15137482,41.15137482,41.15137482
267,22075.15385,22072,22079,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999919452,0.999919452,0.999919452,1,1,1,40.76917648,40.76917648,40.76917648,22075.83333,22072,22079,0.653061224,0.653061224,0.653061224,0.62745098,0.62745098,0.62745098,0,0,0,0.752941176,0.752941176,0.752941176,0.561403509,0.561403509,0.561403509,0,0,0,0.994167207,0.994167207,0.994167207,0.999602807,0.999602807,0.999602807,40.82636261,40.82636261,40.82636261
268,22083.75,22080,22087,1,1,1,0.636363636,0.636363636,0.636363636,0,0,0,1,1,1,0.777777778,0.777777778,0.777777778,0,0,0,0.995200846,0.995200846,0.995200846,0.976042888,0.976042888,0.976042888,40.89336777,40.89336777,40.89336777,22083.3,22080,22087,0.8,0.8,0.8,0.383561644,0.383561644,0.383561644,0,0,0,1,1,1,0.311111111,0.311111111,0.311111111,0,0,0,0.989491255,0.989491255,0.989491255,0.951121527,0.951121527,0.951121527,41.09341812,41.09341812,41.09341812
269,22091,22088,22095,0.642857143,0.642857143,0.642857143,0.978723404,0.978723404,0.978723404,0,0,0,0.642857143,0.642857143,0.642857143,0.978723404,0.978723404,0.978723404,0,0,0,0.992162351,0.992162351,0.992162351,0.944757033,0.944757033,0.944757033,40.96558762,40.96558762,40.96558762,22091.91667,22088,22095,0.36,0.36,0.36,0.554216867,0.554216867,0.554216867,0,0,0,0.6,0.6,0.6,0.494623656,0.494623656,0.494623656,0,0,0,0.986896795,0.986896795,0.986896795,0.934401602,0.934401602,0.934401602,41.0463028,41.0463028,41.0463028
