validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,lin1-Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,lin1-iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,lin1-iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,lin1-EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,lin1-iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,lin1-EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,lin1-iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,lin1-EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX,lin1-loss,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MAX,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,base-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,base-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,base-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,base-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,base-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,base-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,base-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,base-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,base-loss,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MAX
2140,96897.54545,96894,96901,1,1,1,0.428571429,0.428571429,0.428571429,0,0,0,1,1,1,0.6,0.6,0.6,0,0,0,0.996296438,0.996296438,0.996296438,0.981917107,0.981917107,0.981917107,40.84922791,40.84922791,40.84922791,96897.91667,96894,96901,1,1,1,0.4,0.4,0.4,0,0,0,1,1,1,0.580645161,0.580645161,0.580645161,0,0,0,0.996488013,0.996488013,0.996488013,0.982692308,0.982692308,0.982692308,40.8502388,40.8502388,40.8502388
2141,96906,96902,96909,0.818181818,0.818181818,0.818181818,0.88,0.88,0.88,0,0,0,0.818181818,0.818181818,0.818181818,0.92,0.92,0.92,0,0,0,0.999701364,0.999701364,0.999701364,0.995337007,0.995337007,0.995337007,40.79404449,40.79404449,40.79404449,96905.72727,96902,96909,0.9,0.9,0.9,0.977777778,0.977777778,0.977777778,0,0,0,0.947368421,0.947368421,0.947368421,0.978723404,0.978723404,0.978723404,0,0,0,0.999800969,0.999800969,0.999800969,0.995344901,0.995344901,0.995344901,40.78808975,40.78808975,40.78808975
2142,96913.63636,96910,96917,0,0,0,0.888888889,0.888888889,0.888888889,0,0,0,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0.999317406,0.999317406,0.999317406,0.998667682,0.998667682,0.998667682,40.79991531,40.79991531,40.79991531,96913.58333,96910,96917,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0.997636578,0.997636578,0.997636578,0.991395793,0.991395793,0.991395793,40.89776993,40.89776993,40.89776993
2143,96921.69231,96918,96925,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0,0,0,0.901408451,0.901408451,0.901408451,0,0,0,0.997858333,0.997858333,0.997858333,0.999547079,0.999547079,0.999547079,40.79301071,40.79301071,40.79301071,96921.81818,96918,96925,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0.998017289,0.998017289,0.998017289,0.999446374,0.999446374,0.999446374,40.79656219,40.79656219,40.79656219
2144,96929.61538,96926,96933,1,1,1,0.933333333,0.933333333,0.933333333,0,0,0,0.744186047,0.744186047,0.744186047,0.954545455,0.954545455,0.954545455,0,0,0,0.98599066,0.98599066,0.98599066,0.998439514,0.998439514,0.998439514,40.7997818,40.7997818,40.7997818,96929.16667,96926,96933,0.780487805,0.780487805,0.780487805,0.857142857,0.857142857,0.857142857,0,0,0,0.680851064,0.680851064,0.680851064,0.976744186,0.976744186,0.976744186,0,0,0,0.935652174,0.935652174,0.935652174,0.993206017,0.993206017,0.993206017,40.90105438,40.90105438,40.90105438
2145,96937.85714,96934,96941,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.888888889,0.888888889,0.888888889,0,0,0,0,0,0,0.999121072,0.999121072,0.999121072,0.998931213,0.998931213,0.998931213,40.79538345,40.79538345,40.79538345,96937.21429,96934,96941,0.853333333,0.853333333,0.853333333,0,0,0,0,0,0,0.853333333,0.853333333,0.853333333,0,0,0,0,0,0,0.995150981,0.995150981,0.995150981,0.99705166,0.99705166,0.99705166,40.87438965,40.87438965,40.87438965
2146,96945.92308,96942,96949,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.999349875,0.999349875,0.999349875,0.999430605,0.999430605,0.999430605,40.77886963,40.77886963,40.77886963,96945.45455,96942,96949,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.99869834,0.99869834,0.99869834,0.998223549,0.998223549,0.998223549,40.78432846,40.78432846,40.78432846
2147,96952.91667,96950,96957,0.901408451,0.901408451,0.901408451,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.999321986,0.999321986,0.999321986,0.997092373,0.997092373,0.997092373,40.79172516,40.79172516,40.79172516,96953.35714,96950,96957,0.576576577,0.576576577,0.576576577,0,0,0,0,0,0,0.703296703,0.703296703,0.703296703,0,0,0,0,0,0,0.995378497,0.995378497,0.995378497,0.98739217,0.98739217,0.98739217,40.86833191,40.86833191,40.86833191
2148,96961.5,96958,96965,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999709577,0.999709577,0.999709577,0.997578692,0.997578692,0.997578692,40.78487396,40.78487396,40.78487396,96961.2,96958,96965,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0,0,0,0.673684211,0.673684211,0.673684211,0,0,0,0.998400582,0.998400582,0.998400582,0.982171799,0.982171799,0.982171799,40.88604736,40.88604736,40.88604736
2149,96969.46667,96966,96973,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999681596,0.999681596,0.999681596,0.997874679,0.997874679,0.997874679,40.81639862,40.81639862,40.81639862,96969.57143,96966,96973,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0.998777831,0.998777831,0.998777831,0.992506612,0.992506612,0.992506612,40.90062714,40.90062714,40.90062714
2150,96977.07143,96974,96981,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.99980342,0.99980342,0.99980342,0.999776136,0.999776136,0.999776136,40.77415848,40.77415848,40.77415848,96977.92308,96974,96981,0,0,0,0.864864865,0.864864865,0.864864865,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,1,1,1,0.997756439,0.997756439,0.997756439,40.83514023,40.83514023,40.83514023
2151,96985.41667,96982,96989,0.882352941,0.882352941,0.882352941,0.507462687,0.507462687,0.507462687,0,0,0,0.789473684,0.789473684,0.789473684,0.618181818,0.618181818,0.618181818,0,0,0,0.99599182,0.99599182,0.99599182,0.994609564,0.994609564,0.994609564,40.90987015,40.90987015,40.90987015,96985.28571,96982,96989,0.697674419,0.697674419,0.697674419,0.53968254,0.53968254,0.53968254,0,0,0,0.714285714,0.714285714,0.714285714,0.557377049,0.557377049,0.557377049,0,0,0,0.994045191,0.994045191,0.994045191,0.992762245,0.992762245,0.992762245,40.96540451,40.96540451,40.96540451
2152,96993.61538,96990,96997,0.943396226,0.943396226,0.943396226,0.6,0.6,0.6,0,0,0,0.833333333,0.833333333,0.833333333,0.583333333,0.583333333,0.583333333,0,0,0,0.999655955,0.999655955,0.999655955,0.989757097,0.989757097,0.989757097,40.82574844,40.82574844,40.82574844,96993.14286,96990,96997,0.78125,0.78125,0.78125,0.363636364,0.363636364,0.363636364,0,0,0,0.819672131,0.819672131,0.819672131,0.424242424,0.424242424,0.424242424,0,0,0,0.998034957,0.998034957,0.998034957,0.979081929,0.979081929,0.979081929,40.87231445,40.87231445,40.87231445
2153,97001.5,96998,97005,0.936170213,0.936170213,0.936170213,1,1,1,0,0,0,0.916666667,0.916666667,0.916666667,0.984615385,0.984615385,0.984615385,0,0,0,0.999854831,0.999854831,0.999854831,0.999177293,0.999177293,0.999177293,40.77735901,40.77735901,40.77735901,97002.16667,96998,97005,0.977777778,0.977777778,0.977777778,1,1,1,0,0,0,0.814814815,0.814814815,0.814814815,0.96969697,0.96969697,0.96969697,0,0,0,0.99978223,0.99978223,0.99978223,0.998559374,0.998559374,0.998559374,40.78071976,40.78071976,40.78071976
2154,97009.30769,97006,97013,1,1,1,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999963147,0.999963147,0.999963147,1,1,1,40.76873016,40.76873016,40.76873016,97009.54545,97006,97013,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.999889434,0.999889434,0.999889434,1,1,1,40.77065659,40.77065659,40.77065659
2155,97017.44444,97014,97021,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999668227,0.999668227,0.999668227,0.998287997,0.998287997,0.998287997,40.7719841,40.7719841,40.7719841,97017.63636,97014,97021,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,0.955223881,0.955223881,0.955223881,0,0,0,0.999225521,0.999225521,0.999225521,0.996199164,0.996199164,0.996199164,40.78025818,40.78025818,40.78025818
2156,97025.6,97022,97029,1,1,1,0.693877551,0.693877551,0.693877551,0,0,0,1,1,1,0.80952381,0.80952381,0.80952381,0,0,0,0.999563011,0.999563011,0.999563011,0.994156318,0.994156318,0.994156318,40.80356979,40.80356979,40.80356979,97025.46667,97022,97029,0.864864865,0.864864865,0.864864865,0.829268293,0.829268293,0.829268293,0,0,0,0.857142857,0.857142857,0.857142857,0.918918919,0.918918919,0.918918919,0,0,0,0.998990986,0.998990986,0.998990986,0.988397389,0.988397389,0.988397389,40.80611801,40.80611801,40.80611801
2157,97033.5,97030,97037,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999870573,0.999870573,0.999870573,0.998498176,0.998498176,0.998498176,40.79034424,40.79034424,40.79034424,97033.8,97030,97037,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999913704,0.999913704,0.999913704,0.998498176,0.998498176,0.998498176,40.7892189,40.7892189,40.7892189
2158,97041.58333,97038,97045,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.998749356,0.998749356,0.998749356,0.999153439,0.999153439,0.999153439,40.78987122,40.78987122,40.78987122,97041.66667,97038,97045,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999853028,0.999853028,0.999853028,0.999523633,0.999523633,0.999523633,40.78225708,40.78225708,40.78225708
2159,97049.46667,97046,97053,1,1,1,0.814814815,0.814814815,0.814814815,0,0,0,1,1,1,0.88,0.88,0.88,0,0,0,0.995515695,0.995515695,0.995515695,0.99710116,0.99710116,0.99710116,40.81115723,40.81115723,40.81115723,97049.5,97046,97053,0.952380952,0.952380952,0.952380952,0.75862069,0.75862069,0.75862069,0,0,0,1,1,1,0.846153846,0.846153846,0.846153846,0,0,0,0.999282125,0.999282125,0.999282125,0.998897354,0.998897354,0.998897354,40.80194473,40.80194473,40.80194473
2160,97057,97054,97061,0.903225806,0.903225806,0.903225806,0.837209302,0.837209302,0.837209302,0,0,0,0.903225806,0.903225806,0.903225806,0.8,0.8,0.8,0,0,0,0.999079371,0.999079371,0.999079371,0.988439306,0.988439306,0.988439306,40.82012939,40.82012939,40.82012939,97057.5,97054,97061,0.933333333,0.933333333,0.933333333,0.75,0.75,0.75,0,0,0,0.875,0.875,0.875,0.857142857,0.857142857,0.857142857,0,0,0,0.997891685,0.997891685,0.997891685,0.972795497,0.972795497,0.972795497,40.83200455,40.83200455,40.83200455
2161,97065.28571,97062,97069,0.871794872,0.871794872,0.871794872,1,1,1,0,0,0,0.85,0.85,0.85,0.984615385,0.984615385,0.984615385,0,0,0,0.999596394,0.999596394,0.999596394,0.998322313,0.998322313,0.998322313,40.79146576,40.79146576,40.79146576,97065.5,97062,97069,0.829268293,0.829268293,0.829268293,1,1,1,0,0,0,0.755555556,0.755555556,0.755555556,0.984615385,0.984615385,0.984615385,0,0,0,0.999551328,0.999551328,0.999551328,0.998717569,0.998717569,0.998717569,40.79154968,40.79154968,40.79154968
2162,97073.33333,97070,97077,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.99952485,0.99952485,0.99952485,1,1,1,40.77223587,40.77223587,40.77223587,97073.14286,97070,97077,1,1,1,0.752941176,0.752941176,0.752941176,0,0,0,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,0.998334998,0.998334998,0.998334998,1,1,1,40.78165054,40.78165054,40.78165054
2163,97081,97078,97085,1,1,1,0.8,0.8,0.8,0,0,0,1,1,1,0.85106383,0.85106383,0.85106383,0,0,0,0.999776955,0.999776955,0.999776955,0.99879976,0.99879976,0.99879976,40.7884407,40.7884407,40.7884407,97081.08333,97078,97085,1,1,1,0.784313725,0.784313725,0.784313725,0,0,0,1,1,1,0.833333333,0.833333333,0.833333333,0,0,0,0.999464525,0.999464525,0.999464525,0.99890033,0.99890033,0.99890033,40.7873764,40.7873764,40.7873764
2164,97089.53846,97086,97093,0.9375,0.9375,0.9375,0.80952381,0.80952381,0.80952381,0,0,0,0.933333333,0.933333333,0.933333333,0.80952381,0.80952381,0.80952381,0,0,0,0.999398034,0.999398034,0.999398034,0.996141975,0.996141975,0.996141975,40.79443741,40.79443741,40.79443741,97089.54545,97086,97093,0.967741935,0.967741935,0.967741935,0.790697674,0.790697674,0.790697674,0,0,0,0.965517241,0.965517241,0.965517241,0.894736842,0.894736842,0.894736842,0,0,0,0.999030911,0.999030911,0.999030911,0.987567988,0.987567988,0.987567988,40.82620239,40.82620239,40.82620239
2165,97097.46667,97094,97101,1,1,1,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999961436,0.999961436,0.999961436,1,1,1,40.76874161,40.76874161,40.76874161,97097.81818,97094,97101,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.98245614,0.98245614,0.98245614,0.984615385,0.984615385,0.984615385,0,0,0,0.999884299,0.999884299,0.999884299,1,1,1,40.76972961,40.76972961,40.76972961
2166,97105.63636,97102,97109,0.955223881,0.955223881,0.955223881,0.927536232,0.927536232,0.927536232,0,0,0,0.96969697,0.96969697,0.96969697,0.927536232,0.927536232,0.927536232,0,0,0,0.999419527,0.999419527,0.999419527,1,1,1,40.77425385,40.77425385,40.77425385,97105.53846,97102,97109,0.888888889,0.888888889,0.888888889,0.955223881,0.955223881,0.955223881,0,0,0,0.941176471,0.941176471,0.941176471,0.955223881,0.955223881,0.955223881,0,0,0,0.999303352,0.999303352,0.999303352,1,1,1,40.77523422,40.77523422,40.77523422
2167,97113.64286,97110,97117,0.984615385,0.984615385,0.984615385,0.785714286,0.785714286,0.785714286,0,0,0,1,1,1,0.862745098,0.862745098,0.862745098,0,0,0,0.999580393,0.999580393,0.999580393,0.996930037,0.996930037,0.996930037,40.93318558,40.93318558,40.93318558,97113.61538,97110,97117,0.96969697,0.96969697,0.96969697,0.741935484,0.741935484,0.741935484,0,0,0,1,1,1,0.897959184,0.897959184,0.897959184,0,0,0,0.99862543,0.99862543,0.99862543,0.992752456,0.992752456,0.992752456,40.80841827,40.80841827,40.80841827
2168,97121.57143,97118,97125,0.933333333,0.933333333,0.933333333,0.923076923,0.923076923,0.923076923,0,0,0,0.965517241,0.965517241,0.965517241,0.972972973,0.972972973,0.972972973,0,0,0,0.999834825,0.999834825,0.999834825,0.995523724,0.995523724,0.995523724,40.78491211,40.78491211,40.78491211,97121.25,97118,97125,0.933333333,0.933333333,0.933333333,0.87804878,0.87804878,0.87804878,0,0,0,0.965517241,0.965517241,0.965517241,0.923076923,0.923076923,0.923076923,0,0,0,0.999570546,0.999570546,0.999570546,0.993721973,0.993721973,0.993721973,40.79896927,40.79896927,40.79896927
2169,97129.23077,97126,97133,0,0,0,1,1,1,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999901137,0.999901137,0.999901137,1,1,1,40.76932144,40.76932144,40.76932144,97129.3,97126,97133,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.999674161,0.999674161,0.999674161,40.77541733,40.77541733,40.77541733
2170,97137.27273,97134,97141,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999444383,0.999444383,0.999444383,0.999872389,0.999872389,0.999872389,40.78406525,40.78406525,40.78406525,97137.38462,97134,97141,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,40.76913071,40.76913071,40.76913071
2171,97145.4,97142,97149,0.975609756,0.975609756,0.975609756,0.47826087,0.47826087,0.47826087,0,0,0,0.975609756,0.975609756,0.975609756,0.733333333,0.733333333,0.733333333,0,0,0,0.993006993,0.993006993,0.993006993,0.998219385,0.998219385,0.998219385,41.03271103,41.03271103,41.03271103,97145.58333,97142,97149,0.909090909,0.909090909,0.909090909,0.666666667,0.666666667,0.666666667,0,0,0,0.869565217,0.869565217,0.869565217,0.733333333,0.733333333,0.733333333,0,0,0,0.993343195,0.993343195,0.993343195,0.998891985,0.998891985,0.998891985,40.94753265,40.94753265,40.94753265
2172,97153.53846,97150,97157,1,1,1,0.777777778,0.777777778,0.777777778,0,0,0,1,1,1,0.777777778,0.777777778,0.777777778,0,0,0,0.999671593,0.999671593,0.999671593,0.99940875,0.99940875,0.99940875,40.78550339,40.78550339,40.78550339,97153.6,97150,97157,0.984615385,0.984615385,0.984615385,0.7,0.7,0.7,0,0,0,1,1,1,0.736842105,0.736842105,0.736842105,0,0,0,0.999917864,0.999917864,0.999917864,0.999458048,0.999458048,0.999458048,40.78300476,40.78300476,40.78300476
2173,97161.61538,97158,97165,0.941176471,0.941176471,0.941176471,0.984615385,0.984615385,0.984615385,0,0,0,0.96969697,0.96969697,0.96969697,0.955223881,0.955223881,0.955223881,0,0,0,0.999557382,0.999557382,0.999557382,0.998973368,0.998973368,0.998973368,40.7827301,40.7827301,40.7827301,97161.38462,97158,97165,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.999683804,0.999683804,0.999683804,0.999456751,0.999456751,0.999456751,40.77743912,40.77743912,40.77743912
2174,97169.45455,97166,97173,0.8,0.8,0.8,0.901408451,0.901408451,0.901408451,0,0,0,0.769230769,0.769230769,0.769230769,0.876712329,0.876712329,0.876712329,0,0,0,0.999159428,0.999159428,0.999159428,0.998734108,0.998734108,0.998734108,40.79585648,40.79585648,40.79585648,97169.25,97166,97173,0.869565217,0.869565217,0.869565217,0.984615385,0.984615385,0.984615385,0,0,0,0.869565217,0.869565217,0.869565217,0.901408451,0.901408451,0.901408451,0,0,0,0.998178762,0.998178762,0.998178762,0.998570014,0.998570014,0.998570014,40.79219818,40.79219818,40.79219818
2175,97177.71429,97174,97181,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0.990932642,0.990932642,0.990932642,0.999087591,0.999087591,0.999087591,40.79636002,40.79636002,40.79636002,97177.38462,97174,97181,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.979364559,0.979364559,0.979364559,0.996360328,0.996360328,0.996360328,40.82917404,40.82917404,40.82917404
2176,97185.27273,97182,97189,1,1,1,0.717948718,0.717948718,0.717948718,0,0,0,1,1,1,0.7,0.7,0.7,0,0,0,0.999407934,0.999407934,0.999407934,0.9990384,0.9990384,0.9990384,40.79767227,40.79767227,40.79767227,97185.35714,97182,97189,1,1,1,0.528301887,0.528301887,0.528301887,0,0,0,1,1,1,0.583333333,0.583333333,0.583333333,0,0,0,0.996144493,0.996144493,0.996144493,0.996412096,0.996412096,0.996412096,40.85710144,40.85710144,40.85710144
2177,97193.64286,97190,97197,0.709677419,0.709677419,0.709677419,0.708860759,0.708860759,0.708860759,0,0,0,0.6875,0.6875,0.6875,0.698795181,0.698795181,0.698795181,0,0,0,0.999211167,0.999211167,0.999211167,0.984653161,0.984653161,0.984653161,40.85229492,40.85229492,40.85229492,97193.61538,97190,97197,0.846153846,0.846153846,0.846153846,0.658823529,0.658823529,0.658823529,0,0,0,0.814814815,0.814814815,0.814814815,0.651685393,0.651685393,0.651685393,0,0,0,0.998662597,0.998662597,0.998662597,0.978474785,0.978474785,0.978474785,40.88435364,40.88435364,40.88435364
2178,97201.66667,97198,97205,0.901408451,0.901408451,0.901408451,0.847058824,0.847058824,0.847058824,0,0,0,0.927536232,0.927536232,0.927536232,0.692307692,0.692307692,0.692307692,0,0,0,0.998710754,0.998710754,0.998710754,0.993769995,0.993769995,0.993769995,40.81028748,40.81028748,40.81028748,97202,97198,97205,1,1,1,0.648648649,0.648648649,0.648648649,0,0,0,1,1,1,0.631578947,0.631578947,0.631578947,0,0,0,0.997264646,0.997264646,0.997264646,0.980050293,0.980050293,0.980050293,40.85972977,40.85972977,40.85972977
2179,97209.38462,97206,97213,0.842105263,0.842105263,0.842105263,0.992248062,0.992248062,0.992248062,0,0,0,0.853333333,0.853333333,0.853333333,0.847682119,0.847682119,0.847682119,0,0,0,0.999125959,0.999125959,0.999125959,0.997331037,0.997331037,0.997331037,40.79354858,40.79354858,40.79354858,97209.44444,97206,97213,0.96969697,0.96969697,0.96969697,0.748538012,0.748538012,0.748538012,0,0,0,0.901408451,0.901408451,0.901408451,0.677248677,0.677248677,0.677248677,0,0,0,0.997763081,0.997763081,0.997763081,0.99335003,0.99335003,0.99335003,40.83310699,40.83310699,40.83310699
2180,97217.5,97214,97221,0.727272727,0.727272727,0.727272727,0.775862069,0.775862069,0.775862069,0,0,0,0.735632184,0.735632184,0.735632184,0.789473684,0.789473684,0.789473684,0,0,0,0.993997599,0.993997599,0.993997599,0.997264438,0.997264438,0.997264438,40.82338715,40.82338715,40.82338715,97217.64286,97214,97221,0.901408451,0.901408451,0.901408451,0.818181818,0.818181818,0.818181818,0,0,0,0.820512821,0.820512821,0.820512821,0.656934307,0.656934307,0.656934307,0,0,0,0.996967279,0.996967279,0.996967279,0.996246322,0.996246322,0.996246322,40.82973862,40.82973862,40.82973862
2181,97226,97222,97229,0.666666667,0.666666667,0.666666667,0.941176471,0.941176471,0.941176471,0,0,0,0.4,0.4,0.4,0.96969697,0.96969697,0.96969697,0,0,0,0.99804152,0.99804152,0.99804152,0.999677783,0.999677783,0.999677783,40.78058243,40.78058243,40.78058243,97225.16667,97222,97229,0.666666667,0.666666667,0.666666667,1,1,1,0,0,0,0.222222222,0.222222222,0.222222222,0.735632184,0.735632184,0.735632184,0,0,0,0.994512673,0.994512673,0.994512673,0.998790713,0.998790713,0.998790713,40.81068802,40.81068802,40.81068802
2182,97233.46154,97230,97237,0.695652174,0.695652174,0.695652174,0.386363636,0.386363636,0.386363636,0,0,0,0.652173913,0.652173913,0.652173913,0.618181818,0.618181818,0.618181818,0,0,0,0.981286496,0.981286496,0.981286496,0.962274775,0.962274775,0.962274775,41.16078949,41.16078949,41.16078949,97233.75,97230,97237,0.444444444,0.444444444,0.444444444,0.596491228,0.596491228,0.596491228,0,0,0,0.483870968,0.483870968,0.483870968,0.586206897,0.586206897,0.586206897,0,0,0,0.974529852,0.974529852,0.974529852,0.950682057,0.950682057,0.950682057,41.36886597,41.36886597,41.36886597
2183,97241.38462,97238,97245,0.578947368,0.578947368,0.578947368,0.474074074,0.474074074,0.474074074,0,0,0,0.594594595,0.594594595,0.594594595,0.481203008,0.481203008,0.481203008,0,0,0,0.983003195,0.983003195,0.983003195,0.957832691,0.957832691,0.957832691,41.12123871,41.12123871,41.12123871,97241.45455,97238,97245,0.55,0.55,0.55,0.492307692,0.492307692,0.492307692,0,0,0,0.55,0.55,0.55,0.492307692,0.492307692,0.492307692,0,0,0,0.975749786,0.975749786,0.975749786,0.938616071,0.938616071,0.938616071,41.22377014,41.22377014,41.22377014
2184,97249.6,97246,97253,0.901408451,0.901408451,0.901408451,0.492307692,0.492307692,0.492307692,0,0,0,0.927536232,0.927536232,0.927536232,0.492307692,0.492307692,0.492307692,0,0,0,0.99357519,0.99357519,0.99357519,0.989860473,0.989860473,0.989860473,40.89074326,40.89074326,40.89074326,97249.28571,97246,97253,0.831168831,0.831168831,0.831168831,0.5,0.5,0.5,0,0,0,0.820512821,0.820512821,0.820512821,0.5,0.5,0.5,0,0,0,0.979139186,0.979139186,0.979139186,0.965986395,0.965986395,0.965986395,41.03353882,41.03353882,41.03353882
2185,97257.66667,97254,97261,0.984615385,0.984615385,0.984615385,0.460176991,0.460176991,0.460176991,0,0,0,1,1,1,0.460176991,0.460176991,0.460176991,0,0,0,0.985195155,0.985195155,0.985195155,0.97151816,0.97151816,0.97151816,40.98734283,40.98734283,40.98734283,97257.5,97254,97261,0.941176471,0.941176471,0.941176471,0.481481481,0.481481481,0.481481481,0,0,0,0.984615385,0.984615385,0.984615385,0.514851485,0.514851485,0.514851485,0,0,0,0.984466392,0.984466392,0.984466392,0.969755245,0.969755245,0.969755245,41.00400543,41.00400543,41.00400543
