"validation_step","sso01-adamw-lr2e-5-base-2fg7kdwu - _step","sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MIN","sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MAX","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-iiE","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-iiE__MIN","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-iiE__MAX","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-iEE","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-iEE__MIN","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-iEE__MAX","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-EEi","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-EEi__MIN","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-EEi__MAX","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-Eii","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-Eii__MIN","sso01-adamw-lr2e-5-base-2fg7kdwu - validation/f1_score-Eii__MAX"
"738","45789.25","45787","45791","0.7529411764705882","0.7529411764705882","0.7529411764705882","0.8","0.8","0.8","0.927536231884058","0.927536231884058","0.927536231884058","0.8421052631578948","0.8421052631578948","0.8421052631578948"
"739","45797.25","45795","45799","0.6976744186046512","0.6976744186046512","0.6976744186046512","0.7317073170731707","0.7317073170731707","0.7317073170731707","0.8163265306122449","0.8163265306122449","0.8163265306122449","0.6349206349206349","0.6349206349206349","0.6349206349206349"
"740","45805.25","45803","45807","0.5161290322580645","0.5161290322580645","0.5161290322580645","0.6956521739130436","0.6956521739130436","0.6956521739130436","0.6041666666666666","0.6041666666666666","0.6041666666666666","0.5544554455445544","0.5544554455445544","0.5544554455445544"
"741","45813.25","45811","45815","0.4539007092198582","0.4539007092198582","0.4539007092198582","0.6213592233009708","0.6213592233009708","0.6213592233009708","0.6336633663366337","0.6336633663366337","0.6336633663366337","0.547008547008547","0.547008547008547","0.547008547008547"
"742","45821.25","45819","45823","0.8285714285714285","0.8285714285714285","0.8285714285714285","0.8787878787878788","0.8787878787878788","0.8787878787878788","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.5039370078740157","0.5039370078740157","0.5039370078740157"
"743","45829.25","45827","45831","0.7555555555555554","0.7555555555555554","0.7555555555555554","0.7441860465116279","0.7441860465116279","0.7441860465116279","0.6","0.6","0.6","0.6382978723404256","0.6382978723404256","0.6382978723404256"
"744","45837.25","45835","45839","0.7096774193548387","0.7096774193548387","0.7096774193548387","0.6881720430107526","0.6881720430107526","0.6881720430107526","0.8","0.8","0.8","0.8372093023255813","0.8372093023255813","0.8372093023255813"
"745","45845.25","45843","45847","0.761904761904762","0.761904761904762","0.761904761904762","0.7664670658682634","0.7664670658682634","0.7664670658682634","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"746","45853.25","45851","45855","0.5758754863813229","0.5758754863813229","0.5758754863813229","0.5736434108527132","0.5736434108527132","0.5736434108527132","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"747","45861.25","45859","45863","0.5688888888888889","0.5688888888888889","0.5688888888888889","0.5714285714285715","0.5714285714285715","0.5714285714285715","0.6697247706422019","0.6697247706422019","0.6697247706422019","0.7263681592039801","0.7263681592039801","0.7263681592039801"
"748","45869.25","45867","45871","0.4230769230769231","0.4230769230769231","0.4230769230769231","0.4370860927152318","0.4370860927152318","0.4370860927152318","0.6863905325443787","0.6863905325443787","0.6863905325443787","0.725","0.725","0.725"
"749","45877.25","45875","45879","0.4727272727272727","0.4727272727272727","0.4727272727272727","0.4482758620689655","0.4482758620689655","0.4482758620689655","0.9375","0.9375","0.9375","0.8695652173913044","0.8695652173913044","0.8695652173913044"
"750","45885.25","45883","45887","0.927536231884058","0.927536231884058","0.927536231884058","0.8533333333333333","0.8533333333333333","0.8533333333333333","0.6153846153846153","0.6153846153846153","0.6153846153846153","0.6153846153846153","0.6153846153846153","0.6153846153846153"
"751","45893.25","45891","45895","0.6153846153846153","0.6153846153846153","0.6153846153846153","0.7901234567901235","0.7901234567901235","0.7901234567901235","0.7710843373493976","0.7710843373493976","0.7710843373493976","0.6736842105263158","0.6736842105263158","0.6736842105263158"
"752","45901.25","45899","45903","0.4631578947368421","0.4631578947368421","0.4631578947368421","0.6875000000000001","0.6875000000000001","0.6875000000000001","0.735632183908046","0.735632183908046","0.735632183908046","0.6736842105263158","0.6736842105263158","0.6736842105263158"
"753","45909.25","45907","45911","0.25","0.25","0.25","0.3157894736842105","0.3157894736842105","0.3157894736842105","0.6823529411764707","0.6823529411764707","0.6823529411764707","0.8923076923076924","0.8923076923076924","0.8923076923076924"
"754","45917.25","45915","45919","0.5614035087719299","0.5614035087719299","0.5614035087719299","0.6037735849056604","0.6037735849056604","0.6037735849056604","0.392156862745098","0.392156862745098","0.392156862745098","0.7407407407407407","0.7407407407407407","0.7407407407407407"
"755","45925.25","45923","45927","0.5818181818181819","0.5818181818181819","0.5818181818181819","0.6095238095238095","0.6095238095238095","0.6095238095238095","0.7804878048780487","0.7804878048780487","0.7804878048780487","0.8648648648648648","0.8648648648648648","0.8648648648648648"
"756","45933.25","45931","45935","0.7710843373493976","0.7710843373493976","0.7710843373493976","0.8533333333333333","0.8533333333333333","0.8533333333333333","0.653061224489796","0.653061224489796","0.653061224489796","0.7804878048780487","0.7804878048780487","0.7804878048780487"
"757","45941.25","45939","45943","0.2857142857142857","0.2857142857142857","0.2857142857142857","0.27906976744186046","0.27906976744186046","0.27906976744186046","0.5663716814159292","0.5663716814159292","0.5663716814159292","0.6153846153846153","0.6153846153846153","0.6153846153846153"
"758","45949.25","45947","45951","0.738095238095238","0.738095238095238","0.738095238095238","0.7654320987654321","0.7654320987654321","0.7654320987654321","0.4931506849315069","0.4931506849315069","0.4931506849315069","0.5142857142857142","0.5142857142857142","0.5142857142857142"
"759","45957.25","45955","45959","0.6213592233009708","0.6213592233009708","0.6213592233009708","0.7529411764705882","0.7529411764705882","0.7529411764705882","0.653061224489796","0.653061224489796","0.653061224489796","0.6464646464646464","0.6464646464646464","0.6464646464646464"
"760","45965.25","45963","45967","0.5245901639344263","0.5245901639344263","0.5245901639344263","0.7191011235955056","0.7191011235955056","0.7191011235955056","0.6881720430107526","0.6881720430107526","0.6881720430107526","0.6597938144329897","0.6597938144329897","0.6597938144329897"
"761","45973.25","45971","45975","0.4680851063829787","0.4680851063829787","0.4680851063829787","0.5263157894736842","0.5263157894736842","0.5263157894736842","0.7812500000000001","0.7812500000000001","0.7812500000000001","0.7812500000000001","0.7812500000000001","0.7812500000000001"
"762","45981.25","45979","45983","0.44755244755244755","0.44755244755244755","0.44755244755244755","0.810126582278481","0.810126582278481","0.810126582278481","0.38554216867469876","0.38554216867469876","0.38554216867469876","0.33333333333333337","0.33333333333333337","0.33333333333333337"
"763","45989.25","45987","45991","0.38323353293413176","0.38323353293413176","0.38323353293413176","0.6956521739130436","0.6956521739130436","0.6956521739130436","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.5765765765765766"
"764","45997.25","45995","45999","0.32","0.32","0.32","0.4117647058823529","0.4117647058823529","0.4117647058823529","0.6464646464646464","0.6464646464646464","0.6464646464646464","0.6336633663366337","0.6336633663366337","0.6336633663366337"
"765","46005.25","46003","46007","0.3287671232876712","0.3287671232876712","0.3287671232876712","0.4210526315789474","0.4210526315789474","0.4210526315789474","0.6909090909090909","0.6909090909090909","0.6909090909090909","0.6551724137931034","0.6551724137931034","0.6551724137931034"
"766","46013.25","46011","46015","0.5333333333333333","0.5333333333333333","0.5333333333333333","0.7804878048780487","0.7804878048780487","0.7804878048780487","0.49411764705882355","0.49411764705882355","0.49411764705882355","0.56","0.56","0.56"
"767","46021.25","46019","46023","0.5565217391304349","0.5565217391304349","0.5565217391304349","0.7804878048780487","0.7804878048780487","0.7804878048780487","0.7032967032967034","0.7032967032967034","0.7032967032967034","0.6037735849056604","0.6037735849056604","0.6037735849056604"
"768","46029.25","46027","46031","0.5274725274725275","0.5274725274725275","0.5274725274725275","0.6575342465753424","0.6575342465753424","0.6575342465753424","0.8205128205128205","0.8205128205128205","0.8205128205128205","0.6736842105263158","0.6736842105263158","0.6736842105263158"
"769","46037.25","46035","46039","0.5","0.5","0.5","0.5098039215686275","0.5098039215686275","0.5098039215686275","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.30303030303030304","0.30303030303030304","0.30303030303030304"
"770","46045.25","46043","46047","0.4740740740740741","0.4740740740740741","0.4740740740740741","0.5378151260504201","0.5378151260504201","0.5378151260504201","0.6933333333333334","0.6933333333333334","0.6933333333333334","0.732394366197183","0.732394366197183","0.732394366197183"
"771","46053.25","46051","46055","0.7804878048780487","0.7804878048780487","0.7804878048780487","0.8648648648648648","0.8648648648648648","0.8648648648648648","0.8205128205128205","0.8205128205128205","0.8205128205128205","0.6736842105263158","0.6736842105263158","0.6736842105263158"
"772","46061.25","46059","46063","0.3287671232876712","0.3287671232876712","0.3287671232876712","0.43636363636363634","0.43636363636363634","0.43636363636363634","0.8648648648648648","0.8648648648648648","0.8648648648648648","0.9846153846153847","0.9846153846153847","0.9846153846153847"
"773","46069.25","46067","46071","0.3076923076923077","0.3076923076923077","0.3076923076923077","0.3","0.3","0.3","0.7647058823529412","0.7647058823529412","0.7647058823529412","0.7761194029850745","0.7761194029850745","0.7761194029850745"
"774","46077.25","46075","46079","0.5423728813559322","0.5423728813559322","0.5423728813559322","0.5423728813559322","0.5423728813559322","0.5423728813559322","0.1626016260162602","0.1626016260162602","0.1626016260162602","0.16129032258064516","0.16129032258064516","0.16129032258064516"
"775","46085.25","46083","46087","0.6881720430107526","0.6881720430107526","0.6881720430107526","0.735632183908046","0.735632183908046","0.735632183908046","0.8533333333333333","0.8533333333333333","0.8533333333333333","0.7441860465116279","0.7441860465116279","0.7441860465116279"
"776","46093.25","46091","46095","0.7804878048780487","0.7804878048780487","0.7804878048780487","0.8421052631578948","0.8421052631578948","0.8421052631578948","0.927536231884058","0.927536231884058","0.927536231884058","0.6736842105263158","0.6736842105263158","0.6736842105263158"
"777","46101.25","46099","46103","0.41025641025641024","0.41025641025641024","0.41025641025641024","0.358974358974359","0.358974358974359","0.358974358974359","0.9491525423728813","0.9491525423728813","0.9491525423728813","0.7671232876712328","0.7671232876712328","0.7671232876712328"
"778","46109.25","46107","46111","0.955223880597015","0.955223880597015","0.955223880597015","0.955223880597015","0.955223880597015","0.955223880597015","0.7499999999999999","0.7499999999999999","0.7499999999999999","0.5454545454545454","0.5454545454545454","0.5454545454545454"
"779","46117.25","46115","46119","0.8767123287671234","0.8767123287671234","0.8767123287671234","0.9014084507042254","0.9014084507042254","0.9014084507042254","0.9142857142857143","0.9142857142857143","0.9142857142857143","0.8648648648648648","0.8648648648648648","0.8648648648648648"
"780","46125.25","46123","46127","0.6575342465753424","0.6575342465753424","0.6575342465753424","0.6575342465753424","0.6575342465753424","0.6575342465753424","0.955223880597015","0.955223880597015","0.955223880597015","0.9411764705882353","0.9411764705882353","0.9411764705882353"
"781","46133.25","46131","46135","0.5245901639344263","0.5245901639344263","0.5245901639344263","0.5245901639344263","0.5245901639344263","0.5245901639344263","0.8571428571428571","0.8571428571428571","0.8571428571428571","0.9767441860465117","0.9767441860465117","0.9767441860465117"
"782","46141.25","46139","46143","0.7474747474747475","0.7474747474747475","0.7474747474747475","0.7184466019417475","0.7184466019417475","0.7184466019417475","0.8767123287671234","0.8767123287671234","0.8767123287671234","0.8648648648648648","0.8648648648648648","0.8648648648648648"
"783","46149.25","46147","46151","0.8951048951048951","0.8951048951048951","0.8951048951048951","0.7950310559006212","0.7950310559006212","0.7950310559006212","0.735632183908046","0.735632183908046","0.735632183908046","0.735632183908046","0.735632183908046","0.735632183908046"
"784","46157.25","46155","46159","0.8823529411764706","0.8823529411764706","0.8823529411764706","0.8163265306122449","0.8163265306122449","0.8163265306122449","0.5818181818181819","0.5818181818181819","0.5818181818181819","0.5614035087719299","0.5614035087719299","0.5614035087719299"
"785","46165.25","46163","46167","0.7457627118644068","0.7457627118644068","0.7457627118644068","0.7096774193548387","0.7096774193548387","0.7096774193548387","0.39622641509433965","0.39622641509433965","0.39622641509433965","0.3925233644859813","0.3925233644859813","0.3925233644859813"
"786","46173.25","46171","46175","0","0","0","0","0","0","0.5871559633027523","0.5871559633027523","0.5871559633027523","0.5765765765765766","0.5765765765765766","0.5765765765765766"
"787","46181.25","46179","46183","0","0","0","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"788","46189.25","46187","46191","0.846153846153846","0.846153846153846","0.846153846153846","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.5675675675675675","0.5675675675675675","0.5675675675675675","0.56","0.56","0.56"
"789","46197.25","46195","46199","0.7032967032967034","0.7032967032967034","0.7032967032967034","0.761904761904762","0.761904761904762","0.761904761904762","0","0","0","0","0","0"
"790","46205.25","46203","46207","0.761904761904762","0.761904761904762","0.761904761904762","0.8533333333333333","0.8533333333333333","0.8533333333333333","0.7837837837837838","0.7837837837837838","0.7837837837837838","0.7733333333333333","0.7733333333333333","0.7733333333333333"
"791","46213.25","46211","46215","0.8","0.8","0.8","0.8115942028985507","0.8115942028985507","0.8115942028985507","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.7901234567901235","0.7901234567901235","0.7901234567901235"
"792","46221.25","46219","46223","0","0","0","0","0","0","0.6037735849056604","0.6037735849056604","0.6037735849056604","0.6881720430107526","0.6881720430107526","0.6881720430107526"
"793","46229.25","46227","46231","0.5319148936170213","0.5319148936170213","0.5319148936170213","0.5617977528089888","0.5617977528089888","0.5617977528089888","0.3888888888888889","0.3888888888888889","0.3888888888888889","0.4827586206896552","0.4827586206896552","0.4827586206896552"
"794","46237.25","46235","46239","0.6095238095238095","0.6095238095238095","0.6095238095238095","0.5818181818181819","0.5818181818181819","0.5818181818181819","0.45977011494252873","0.45977011494252873","0.45977011494252873","0.6557377049180327","0.6557377049180327","0.6557377049180327"
"795","46245.25","46243","46247","0.6336633663366337","0.6336633663366337","0.6336633663366337","0.7529411764705882","0.7529411764705882","0.7529411764705882","0.4025157232704403","0.4025157232704403","0.4025157232704403","0.7032967032967034","0.7032967032967034","0.7032967032967034"
"796","46253.25","46251","46255","0.3137254901960785","0.3137254901960785","0.3137254901960785","0.761904761904762","0.761904761904762","0.761904761904762","0.39506172839506176","0.39506172839506176","0.39506172839506176","0.5818181818181819","0.5818181818181819","0.5818181818181819"
"797","46261.25","46259","46263","0.375","0.375","0.375","0.8571428571428571","0.8571428571428571","0.8571428571428571","0.24892703862660945","0.24892703862660945","0.24892703862660945","0.5132743362831858","0.5132743362831858","0.5132743362831858"
"798","46269.25","46267","46271","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.9846153846153847","0","0","0","0","0","0"
"799","46277.25","46275","46279","0.8648648648648648","0.8648648648648648","0.8648648648648648","0.8767123287671234","0.8767123287671234","0.8767123287671234","0.8","0.8","0.8","0.6511627906976745","0.6511627906976745","0.6511627906976745"
"800","46285.25","46283","46287","0.7191011235955056","0.7191011235955056","0.7191011235955056","0.8","0.8","0.8","0.6881720430107526","0.6881720430107526","0.6881720430107526","0.5925925925925926","0.5925925925925926","0.5925925925925926"
"801","46293.25","46291","46295","0.14814814814814814","0.14814814814814814","0.14814814814814814","0.16","0.16","0.16","0.9142857142857143","0.9142857142857143","0.9142857142857143","0.6736842105263158","0.6736842105263158","0.6736842105263158"
"802","46301.25","46299","46303","0.5567010309278351","0.5567010309278351","0.5567010309278351","0.7941176470588235","0.7941176470588235","0.7941176470588235","0.21276595744680848","0.21276595744680848","0.21276595744680848","0.19607843137254902","0.19607843137254902","0.19607843137254902"
"803","46309.25","46307","46311","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.888888888888889","0.888888888888889","0.888888888888889","0.4791666666666667","0.4791666666666667","0.4791666666666667","0.5168539325842696","0.5168539325842696","0.5168539325842696"
"804","46317.25","46315","46319","0.6336633663366337","0.6336633663366337","0.6336633663366337","0.6881720430107526","0.6881720430107526","0.6881720430107526","0.5039370078740157","0.5039370078740157","0.5039370078740157","0.5289256198347108","0.5289256198347108","0.5289256198347108"
"805","46325.25","46323","46327","0.5365853658536585","0.5365853658536585","0.5365853658536585","0.5641025641025641","0.5641025641025641","0.5641025641025641","0.6956521739130436","0.6956521739130436","0.6956521739130436","0.7111111111111111","0.7111111111111111","0.7111111111111111"
"806","46333.25","46331","46335","0.48837209302325585","0.48837209302325585","0.48837209302325585","0.5753424657534247","0.5753424657534247","0.5753424657534247","0.846153846153846","0.846153846153846","0.846153846153846","0.7586206896551725","0.7586206896551725","0.7586206896551725"
"807","46341.25","46339","46343","0.4129032258064516","0.4129032258064516","0.4129032258064516","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.8750000000000001","0.8750000000000001","0.8750000000000001","0.9032258064516129","0.9032258064516129","0.9032258064516129"
"808","46349.25","46347","46351","0.5925925925925926","0.5925925925925926","0.5925925925925926","0.5333333333333333","0.5333333333333333","0.5333333333333333","0.9142857142857143","0.9142857142857143","0.9142857142857143","0.9411764705882353","0.9411764705882353","0.9411764705882353"
"809","46357.25","46355","46359","0.3404255319148936","0.3404255319148936","0.3404255319148936","0.3404255319148936","0.3404255319148936","0.3404255319148936","0.9696969696969697","0.9696969696969697","0.9696969696969697","1","1","1"
"810","46365.25","46363","46367","0.6933333333333334","0.6933333333333334","0.6933333333333334","0.5977011494252873","0.5977011494252873","0.5977011494252873","0.923076923076923","0.923076923076923","0.923076923076923","0.923076923076923","0.923076923076923","0.923076923076923"
"811","46373.25","46371","46375","0.512","0.512","0.512","0.4671532846715329","0.4671532846715329","0.4671532846715329","0.9333333333333333","0.9333333333333333","0.9333333333333333","0.9333333333333333","0.9333333333333333","0.9333333333333333"
"812","46381.25","46379","46383","0.6627906976744187","0.6627906976744187","0.6627906976744187","0.5803108808290156","0.5803108808290156","0.5803108808290156","0.9428571428571428","0.9428571428571428","0.9428571428571428","0.9428571428571428","0.9428571428571428","0.9428571428571428"
"813","46389.25","46387","46391","0.5769230769230769","0.5769230769230769","0.5769230769230769","0.5806451612903226","0.5806451612903226","0.5806451612903226","0.9922480620155039","0.9922480620155039","0.9922480620155039","0.9922480620155039","0.9922480620155039","0.9922480620155039"
"814","46397.25","46395","46399","0.6956521739130436","0.6956521739130436","0.6956521739130436","0.6808510638297872","0.6808510638297872","0.6808510638297872","0.9772727272727273","0.9772727272727273","0.9772727272727273","0.9772727272727273","0.9772727272727273","0.9772727272727273"
"815","46405.25","46403","46407","0.37837837837837834","0.37837837837837834","0.37837837837837834","0.37837837837837834","0.37837837837837834","0.37837837837837834","0.955223880597015","0.955223880597015","0.955223880597015","1","1","1"
"816","46413.25","46411","46415","0.4397163120567376","0.4397163120567376","0.4397163120567376","0.5","0.5","0.5","0.6896551724137931","0.6896551724137931","0.6896551724137931","0.7407407407407407","0.7407407407407407","0.7407407407407407"
"817","46421.25","46419","46423","0.5981308411214953","0.5981308411214953","0.5981308411214953","0.6464646464646464","0.6464646464646464","0.6464646464646464","0.7111111111111111","0.7111111111111111","0.7111111111111111","0.7272727272727273","0.7272727272727273","0.7272727272727273"
"818","46429.25","46427","46431","0.6597938144329897","0.6597938144329897","0.6597938144329897","0.7901234567901235","0.7901234567901235","0.7901234567901235","0.8767123287671234","0.8767123287671234","0.8767123287671234","0.810126582278481","0.810126582278481","0.810126582278481"
"819","46437.25","46435","46439","0.6984126984126985","0.6984126984126985","0.6984126984126985","0.6875000000000001","0.6875000000000001","0.6875000000000001","0.9411764705882353","0.9411764705882353","0.9411764705882353","0.9056603773584906","0.9056603773584906","0.9056603773584906"
"820","46445.25","46443","46447","0.5","0.5","0.5","0.4740740740740741","0.4740740740740741","0.4740740740740741","0.3963963963963964","0.3963963963963964","0.3963963963963964","0.47311827956989244","0.47311827956989244","0.47311827956989244"
"821","46453.25","46451","46455","0.4671532846715329","0.4671532846715329","0.4671532846715329","0.5039370078740157","0.5039370078740157","0.5039370078740157","0.46043165467625896","0.46043165467625896","0.46043165467625896","0.4740740740740741","0.4740740740740741","0.4740740740740741"
"822","46461.25","46459","46463","0.3181818181818182","0.3181818181818182","0.3181818181818182","0.33333333333333337","0.33333333333333337","0.33333333333333337","0.5517241379310345","0.5517241379310345","0.5517241379310345","0.5333333333333333","0.5333333333333333","0.5333333333333333"
"823","46469.25","46467","46471","0.6052631578947368","0.6052631578947368","0.6052631578947368","0.5542168674698795","0.5542168674698795","0.5542168674698795","0.5625","0.5625","0.5625","0.4864864864864865","0.4864864864864865","0.4864864864864865"
"824","46477.25","46475","46479","0.5663716814159292","0.5663716814159292","0.5663716814159292","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.8727272727272728","0.8727272727272728","0.8727272727272728","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"825","46485.25","46483","46487","0.639344262295082","0.639344262295082","0.639344262295082","0.6290322580645161","0.6290322580645161","0.6290322580645161","0.8205128205128205","0.8205128205128205","0.8205128205128205","0.8767123287671234","0.8767123287671234","0.8767123287671234"
"826","46493.25","46491","46495","0.7865168539325843","0.7865168539325843","0.7865168539325843","0.7777777777777778","0.7777777777777778","0.7777777777777778","0.9014084507042254","0.9014084507042254","0.9014084507042254","0.888888888888889","0.888888888888889","0.888888888888889"
"827","46501.25","46499","46503","0.5981308411214953","0.5981308411214953","0.5981308411214953","0.6037735849056604","0.6037735849056604","0.6037735849056604","0.9180327868852458","0.9180327868852458","0.9180327868852458","0.888888888888889","0.888888888888889","0.888888888888889"
"828","46509.25","46507","46511","0.7341772151898733","0.7341772151898733","0.7341772151898733","0.8169014084507042","0.8169014084507042","0.8169014084507042","0.5818181818181819","0.5818181818181819","0.5818181818181819","0.4050632911392405","0.4050632911392405","0.4050632911392405"
"829","46517.25","46515","46519","0","0","0","0","0","0","0.5565217391304349","0.5565217391304349","0.5565217391304349","0.435374149659864","0.435374149659864","0.435374149659864"
"830","46525.25","46523","46527","0.4117647058823529","0.4117647058823529","0.4117647058823529","0.41935483870967744","0.41935483870967744","0.41935483870967744","0.4864864864864865","0.4864864864864865","0.4864864864864865","0.4","0.4","0.4"
"831","46533.25","46531","46535","0.5333333333333333","0.5333333333333333","0.5333333333333333","0.44755244755244755","0.44755244755244755","0.44755244755244755","0.5974025974025974","0.5974025974025974","0.5974025974025974","0.6133333333333333","0.6133333333333333","0.6133333333333333"
"832","46541.25","46539","46543","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.4210526315789474","0.4210526315789474","0.4210526315789474","0.6095238095238095","0.6095238095238095","0.6095238095238095","0.6336633663366337","0.6336633663366337","0.6336633663366337"
"833","46549.25","46547","46551","0.5137614678899083","0.5137614678899083","0.5137614678899083","0.4274809160305344","0.4274809160305344","0.4274809160305344","0.9014084507042254","0.9014084507042254","0.9014084507042254","0.9696969696969697","0.9696969696969697","0.9696969696969697"
"834","46557.25","46555","46559","0.39316239316239315","0.39316239316239315","0.39316239316239315","0.5476190476190476","0.5476190476190476","0.5476190476190476","0.5970149253731344","0.5970149253731344","0.5970149253731344","0.5479452054794521","0.5479452054794521","0.5479452054794521"
"835","46565.25","46563","46567","0.48484848484848486","0.48484848484848486","0.48484848484848486","0.5333333333333333","0.5333333333333333","0.5333333333333333","0.6597938144329897","0.6597938144329897","0.6597938144329897","0.6597938144329897","0.6597938144329897","0.6597938144329897"
"836","46573.25","46571","46575","0.5161290322580645","0.5161290322580645","0.5161290322580645","0.39751552795031053","0.39751552795031053","0.39751552795031053","0.6881720430107526","0.6881720430107526","0.6881720430107526","0.6808510638297872","0.6808510638297872","0.6808510638297872"
"837","46581.25","46579","46583","0.5777777777777777","0.5777777777777777","0.5777777777777777","0.5048543689320388","0.5048543689320388","0.5048543689320388","1","1","1","0.9696969696969697","0.9696969696969697","0.9696969696969697"
"838","46589.25","46587","46591","0.819672131147541","0.819672131147541","0.819672131147541","0.8620689655172413","0.8620689655172413","0.8620689655172413","0.4","0.4","0.4","0.34782608695652173","0.34782608695652173","0.34782608695652173"
"839","46597.25","46595","46599","0.9411764705882353","0.9411764705882353","0.9411764705882353","0.6956521739130436","0.6956521739130436","0.6956521739130436","0.5517241379310345","0.5517241379310345","0.5517241379310345","0.5","0.5","0.5"
"840","46605.25","46603","46607","0.6808510638297872","0.6808510638297872","0.6808510638297872","0.6095238095238095","0.6095238095238095","0.6095238095238095","0.7441860465116279","0.7441860465116279","0.7441860465116279","0.6808510638297872","0.6808510638297872","0.6808510638297872"
"841","46613.25","46611","46615","0.33333333333333337","0.33333333333333337","0.33333333333333337","0.2857142857142857","0.2857142857142857","0.2857142857142857","0.7804878048780487","0.7804878048780487","0.7804878048780487","0.6956521739130436","0.6956521739130436","0.6956521739130436"
"842","46621.25","46619","46623","0.8923076923076924","0.8923076923076924","0.8923076923076924","0.888888888888889","0.888888888888889","0.888888888888889","0.375","0.375","0.375","0.6","0.6","0.6"
"843","46629.25","46627","46631","0.955223880597015","0.955223880597015","0.955223880597015","0.9411764705882353","0.9411764705882353","0.9411764705882353","0.9767441860465117","0.9767441860465117","0.9767441860465117","1","1","1"
"844","46637.25","46635","46639","1","1","1","1","1","1","0.8533333333333333","0.8533333333333333","0.8533333333333333","0.810126582278481","0.810126582278481","0.810126582278481"
"845","46645.25","46643","46647","0.8070175438596492","0.8070175438596492","0.8070175438596492","0.8363636363636363","0.8363636363636363","0.8363636363636363","1","1","1","0.9846153846153847","0.9846153846153847","0.9846153846153847"
"846","46653.25","46651","46655","0.3125","0.3125","0.3125","0.3125","0.3125","0.3125","0.8437499999999999","0.8437499999999999","0.8437499999999999","0.8852459016393442","0.8852459016393442","0.8852459016393442"
"847","46661.25","46659","46663","0.6956521739130436","0.6956521739130436","0.6956521739130436","0.6274509803921569","0.6274509803921569","0.6274509803921569","0.25","0.25","0.25","0.2222222222222222","0.2222222222222222","0.2222222222222222"
"848","46669.25","46667","46671","0.7272727272727273","0.7272727272727273","0.7272727272727273","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.5245901639344263","0.5245901639344263","0.5245901639344263","0.5161290322580645","0.5161290322580645","0.5161290322580645"
"849","46677.25","46675","46679","0.810126582278481","0.810126582278481","0.810126582278481","0.8","0.8","0.8","0.4671532846715329","0.4671532846715329","0.4671532846715329","0.4885496183206107","0.4885496183206107","0.4885496183206107"
"850","46685.25","46683","46687","0.4324324324324324","0.4324324324324324","0.4324324324324324","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.5581395348837209","0.5581395348837209","0.5581395348837209","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"851","46693.25","46691","46695","0.927536231884058","0.927536231884058","0.927536231884058","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.40909090909090906","0.40909090909090906","0.40909090909090906","0.6","0.6","0.6"
"852","46701.25","46699","46703","0.9696969696969697","0.9696969696969697","0.9696969696969697","0.9846153846153847","0.9846153846153847","0.9846153846153847","0.7272727272727273","0.7272727272727273","0.7272727272727273","0.6881720430107526","0.6881720430107526","0.6881720430107526"
"853","46709.25","46707","46711","0.8648648648648648","0.8648648648648648","0.8648648648648648","0.9411764705882353","0.9411764705882353","0.9411764705882353","1","1","1","0.7032967032967034","0.7032967032967034","0.7032967032967034"
"854","46717.25","46715","46719","0.5641025641025641","0.5641025641025641","0.5641025641025641","0.5641025641025641","0.5641025641025641","0.5641025641025641","0.8055555555555556","0.8055555555555556","0.8055555555555556","1","1","1"
