epoch,batch,loss_prom,loss_ss,loss_polya
0,1,0.7616511583328247,0.9140957593917847,0.6244570016860962
0,2,0.6910491585731506,0.7343759536743164,0.6306809186935425
0,1,0.4955984950065613,0.7681835889816284,0.9192664623260498
0,1,0.6651903390884399,0.5931900143623352,0.7448362112045288
0,1,0.5178678035736084,0.5793409943580627,0.670130729675293
1,1,0.3167511224746704,0.4847498834133148,0.4982796907424927
1,2,0.31238648295402527,0.573356032371521,0.5949105620384216
1,1,0.22652801871299744,0.4398458003997803,0.813179612159729
1,1,0.16623544692993164,0.3742319643497467,0.9565984010696411
1,1,0.13409462571144104,0.3500538170337677,0.5355842709541321
2,1,0.12920047342777252,0.3347665071487427,0.5261085629463196
2,2,0.06684417277574539,0.319880872964859,0.6648817658424377
2,1,0.08480378240346909,0.32353153824806213,0.8086428642272949
2,1,0.027619212865829468,0.3191275894641876,0.8184033632278442
2,1,0.05959995836019516,0.31569868326187134,0.42841923236846924
3,1,0.04167795926332474,0.31727680563926697,0.4853265881538391
3,2,0.01924077980220318,0.3139254152774811,0.46713322401046753
3,1,0.05005849525332451,0.3147927224636078,0.61928391456604
3,1,0.019465869292616844,0.31554165482521057,0.803455114364624
3,1,0.007385818753391504,0.3148214519023895,0.3835354745388031
4,1,0.01170834805816412,0.31363335251808167,0.5731544494628906
4,2,0.03155539929866791,0.3140425384044647,0.6677792072296143
4,1,0.02059171348810196,0.3169327676296234,0.5240175127983093
4,1,0.05737026408314705,0.31644901633262634,0.5099701285362244
4,1,0.0314367413520813,0.31352463364601135,0.5317916870117188
