epoch,batch,loss_prom,loss_ss,loss_polya,lr
5,0,0.0004504145181272179,0.31326723098754883,0.8730266094207764,0.0004
5,1,0.0004673500079661608,0.3132675886154175,0.5445348620414734,0.0004
5,2,0.0002631295064929873,0.31326425075531006,0.5694535970687866,0.00039600000000000003
5,3,0.00048118483391590416,0.3132644295692444,0.5514131188392639,0.00039600000000000003
5,4,0.0008432843605987728,0.3132646083831787,0.4758719801902771,0.000392
5,5,0.0004208377213217318,0.3132656514644623,0.957436203956604,0.000392
5,6,0.0013503008522093296,0.3132689595222473,0.4889078140258789,0.000388
5,7,0.0011669647647067904,0.3132762908935547,0.9853413105010986,0.000388
5,8,0.0016562938690185547,0.3132813572883606,0.4823755919933319,0.000384
5,9,0.000964570150244981,0.3132660984992981,0.9321193099021912,0.000384
5,10,0.0028017035219818354,0.3133147954940796,0.4976893663406372,0.00038
5,11,0.003781665116548538,0.3133266568183899,0.5017762780189514,0.00038
5,12,0.0019344312604516745,0.31329137086868286,0.4430001378059387,0.000376
5,13,0.00023850661818869412,0.31326329708099365,0.8145413398742676,0.000376
5,14,0.0014139271806925535,0.3132741153240204,0.43027254939079285,0.00037200000000000004
5,15,0.0008516957168467343,0.3132663667201996,1.0561797618865967,0.00037200000000000004
5,16,0.00025198058574460447,0.31326356530189514,0.9834132194519043,0.00036800000000000005
5,17,0.0004025315574835986,0.3132646083831787,0.4367770850658417,0.00036800000000000005
5,18,0.001268416061066091,0.31326714158058167,0.7509578466415405,0.000364
5,19,0.0010596165666356683,0.31326600909233093,1.0831806659698486,0.000364
6,0,0.000799975823611021,0.31326591968536377,0.49135228991508484,0.00036
6,1,0.0008051058975979686,0.3132641911506653,0.7714589834213257,0.00036
6,2,0.00028918395400978625,0.31326305866241455,0.6037078499794006,0.00035600000000000003
6,3,0.00014037879009265453,0.31326496601104736,0.7487595081329346,0.00035600000000000003
6,4,0.000528833013959229,0.31326645612716675,0.5304692387580872,0.00035200000000000005
6,5,0.0005756485043093562,0.31326574087142944,0.6140990853309631,0.00035200000000000005
6,6,0.0009613484144210815,0.3132700026035309,0.446821391582489,0.000348
6,7,0.0006713139591738582,0.31326591968536377,0.8130402565002441,0.000348
6,8,0.0011256709694862366,0.3132653832435608,0.451033353805542,0.000344
6,9,0.0006838990957476199,0.31327009201049805,1.0487042665481567,0.000344
6,10,0.0003095748252235353,0.31326451897621155,0.8513039946556091,0.00034
6,11,0.0010187448933720589,0.3132760226726532,0.6079902052879333,0.00034
6,12,0.00034326245076954365,0.31326374411582947,0.7713720798492432,0.000336
6,13,0.00015200339839793742,0.3132636547088623,0.6928911805152893,0.000336
6,14,0.00021620941697619855,0.3132644295692444,0.651248574256897,0.000332
6,15,0.0016508011613041162,0.31326669454574585,0.6905994415283203,0.000332
6,16,0.00019117037300020456,0.313265323638916,0.7409851551055908,0.000328
6,17,0.00014985731104388833,0.31326329708099365,0.6140677332878113,0.000328
